class,Soil_Type20,Soil_Type36,Soil_Type32,Soil_Type33,Key_0_0
1,0,0,0,0,k152900
1,0,0,0,1,k231865
1,0,0,0,0,k396048
1,0,0,0,0,k317499
1,0,0,0,0,k248554
1,0,0,0,0,k274784
1,0,0,0,0,k239627
1,0,0,0,0,k207250
1,0,0,0,0,k112524
1,0,0,0,0,k242084
1,0,0,0,0,k379475
1,0,0,0,0,k42204
1,0,0,0,0,k366901
1,0,0,0,0,k45320
1,0,0,0,0,k10046
1,0,0,0,1,k387295
1,0,0,0,1,k382590
1,0,0,0,0,k29261
1,0,0,0,0,k141739
1,0,0,0,0,k254437
1,0,0,0,0,k21716
1,0,0,0,0,k314766
1,0,0,0,0,k300571
1,0,0,0,0,k363687
1,0,0,1,0,k288134
1,0,0,0,0,k163214
1,0,0,0,0,k150498
1,0,0,1,0,k352802
1,0,0,0,0,k371336
1,0,0,0,0,k338932
1,0,0,0,0,k238539
1,0,0,0,0,k126725
1,0,0,0,0,k283815
1,0,0,0,0,k239401
1,0,0,0,0,k113618
1,0,0,0,0,k181755
1,0,0,0,1,k340818
1,0,0,0,1,k134273
1,0,0,1,0,k420091
1,0,0,1,0,k91209
1,0,0,0,0,k267507
1,0,0,0,0,k131043
1,0,0,0,0,k146
1,0,0,0,0,k269382
1,0,0,0,0,k321738
1,0,0,0,1,k136040
1,0,0,0,0,k43468
1,0,0,0,0,k110742
1,0,0,1,0,k91725
1,0,0,0,0,k166592
1,0,0,0,0,k373223
1,0,0,0,0,k71154
1,0,0,1,0,k57518
1,0,0,0,0,k251459
1,0,0,1,0,k223783
1,0,0,0,1,k204094
1,0,0,0,0,k408894
1,0,0,0,0,k330392
1,0,0,0,0,k22596
1,0,0,0,0,k298329
1,0,0,0,0,k144042
1,0,0,0,0,k223283
1,0,0,0,0,k415708
1,0,0,0,0,k91954
1,0,0,0,0,k232635
1,0,0,0,0,k205244
1,0,0,0,1,k31722
1,0,0,0,0,k33835
1,0,0,0,0,k23999
1,0,0,0,0,k63424
1,0,0,0,0,k420218
1,0,0,0,0,k356058
1,1,0,0,0,k241348
1,0,0,0,0,k165706
1,0,0,0,0,k46379
1,0,0,0,0,k42540
1,0,0,0,0,k326797
1,0,0,0,0,k120205
1,0,0,0,0,k166372
1,0,0,0,0,k257084
1,0,0,1,0,k103740
1,0,0,0,0,k295304
1,0,0,0,0,k21388
1,0,0,1,0,k395881
1,0,0,0,0,k349971
1,0,0,1,0,k375839
1,0,0,0,0,k10632
1,0,0,0,0,k174656
1,0,0,0,0,k415154
1,0,0,0,0,k20584
1,0,0,0,0,k350269
1,0,0,0,1,k48260
1,0,0,0,0,k234345
1,0,0,0,1,k239086
1,0,0,0,0,k199885
1,0,0,0,0,k163398
1,0,0,0,1,k288553
1,0,0,0,0,k379552
1,0,0,0,1,k40400
1,0,0,0,0,k291880
1,0,0,0,0,k156279
1,0,0,0,0,k250752
1,0,0,0,0,k32745
1,0,0,0,0,k270256
1,0,0,0,0,k33000
1,0,0,0,0,k295101
1,0,0,0,0,k172305
1,0,0,0,0,k112191
1,0,0,0,0,k19804
1,0,0,0,0,k395458
1,0,0,0,0,k152637
1,0,0,0,0,k74999
1,1,0,0,0,k2776
1,0,0,0,0,k415013
1,0,0,0,1,k421363
1,0,0,0,0,k120615
1,0,0,0,0,k162276
1,0,0,0,0,k303730
1,0,0,0,0,k365016
1,0,0,0,0,k307608
1,0,0,1,0,k306662
1,0,0,0,0,k421789
1,0,0,1,0,k25698
1,0,0,0,0,k26495
1,0,0,0,0,k137160
1,0,0,0,0,k137225
1,0,0,0,0,k415588
1,0,0,0,0,k25817
1,0,0,0,0,k352091
1,0,0,0,0,k225725
1,0,0,1,0,k349711
1,0,0,0,0,k309322
1,0,0,0,0,k400315
1,0,0,0,0,k211085
1,0,0,0,0,k212377
1,0,0,0,0,k82012
1,0,0,0,0,k205187
1,0,0,0,0,k410850
1,0,0,0,0,k367326
1,0,0,0,0,k78915
1,0,0,0,0,k147192
1,0,0,0,0,k163556
1,0,0,0,0,k213723
1,0,0,0,0,k140739
1,0,0,0,0,k205620
1,0,0,0,0,k296969
1,0,0,0,0,k176713
1,0,0,0,0,k231335
1,0,0,0,0,k163616
1,0,0,1,0,k419997
1,0,0,0,0,k45702
1,0,0,0,0,k77685
1,0,0,0,0,k13548
1,0,0,1,0,k334419
1,0,0,0,1,k121552
1,0,0,0,0,k214926
1,0,0,0,1,k398796
1,0,0,0,1,k37211
1,0,0,0,1,k74532
1,0,0,0,0,k97494
1,0,0,0,0,k335969
1,0,0,0,0,k147214
1,0,0,0,0,k353173
1,0,0,0,0,k36873
1,0,0,1,0,k398234
1,0,0,0,0,k360071
1,0,0,0,0,k355482
1,0,0,0,1,k244973
1,0,0,0,0,k283212
1,0,0,0,0,k294946
1,0,0,0,0,k72436
1,0,0,0,0,k169740
1,0,0,0,0,k385706
1,0,0,0,0,k112713
1,0,0,0,0,k327187
1,0,0,0,0,k265310
1,0,0,0,0,k263566
1,0,0,0,0,k206121
1,0,0,0,0,k81366
1,0,0,0,0,k135340
1,0,0,0,0,k95147
1,0,0,0,0,k39377
1,0,0,0,0,k154803
1,0,0,0,0,k318955
1,0,0,0,0,k200600
1,0,0,0,0,k272985
1,0,0,0,0,k381854
1,0,0,0,0,k304727
1,0,0,0,0,k311535
1,0,0,0,0,k397332
1,0,0,0,0,k329347
1,0,0,0,0,k348906
1,0,0,0,0,k288848
1,0,0,0,0,k390267
1,0,0,0,0,k13752
1,0,0,0,0,k296991
1,0,0,0,0,k110187
1,0,0,0,0,k418679
1,0,0,0,0,k35748
1,0,0,0,0,k208057
1,0,0,0,0,k162289
1,1,0,0,0,k213807
1,0,0,0,0,k256144
1,0,0,0,0,k42877
