Key_0_0,Soil_Type8,Soil_Type25,Hillshade_3pm,Soil_Type7,Key_1_1
k27448,0,0,138.0,0,k321901
k246186,0,0,125.0,0,k345575
k281136,0,0,209.0,0,k251291
k219747,0,0,126.0,0,k232661
k206712,0,0,183.0,0,k303713
k113302,0,0,192.0,0,k114368
k89341,0,0,141.0,0,k164448
k139954,0,0,190.0,0,k90158
k419806,0,0,101.0,0,k269434
k313144,0,0,165.0,0,k256304
k75164,0,0,117.0,0,k176945
k282936,0,0,149.0,0,k21383
k30096,0,0,175.0,0,k199664
k201286,0,0,122.0,0,k400797
k205064,0,0,95.0,0,k338152
k196988,0,0,151.0,0,k113526
k47082,0,0,114.0,0,k400695
k295638,0,0,121.0,0,k22068
k116706,0,0,158.0,0,k422633
k22522,0,0,123.0,0,k376260
k405603,0,0,130.0,0,k361450
k391716,0,0,189.0,0,k3166
k357339,0,0,158.0,0,k105636
k270830,0,0,35.0,0,k124237
k208860,0,0,131.0,0,k245645
k234546,0,0,176.0,0,k404897
k305286,0,0,209.0,0,k210426
k88087,0,0,178.0,0,k204225
k298121,0,0,173.0,0,k3396
k140691,0,0,195.0,0,k96576
k288546,0,0,103.0,0,k385043
k362206,0,0,120.0,0,k45529
k394317,0,0,143.0,0,k279068
k263475,0,0,247.0,0,k255441
k9407,0,0,79.0,0,k251292
k325404,0,0,172.0,0,k154563
k416675,0,0,169.0,0,k222440
k302813,0,0,179.0,0,k135727
k5052,0,0,132.0,0,k122409
k113479,0,0,166.0,0,k226154
k250723,0,0,133.0,0,k18131
k327213,0,0,158.0,0,k42056
k375970,0,0,131.0,0,k392657
k278414,0,0,180.0,0,k75118
k159103,0,0,165.0,0,k228466
k182479,0,0,114.0,0,k184789
k362679,0,0,134.0,0,k15929
k118684,0,0,141.0,0,k60359
k107308,0,0,152.0,0,k74982
k298742,0,0,207.0,0,k31323
k359630,0,0,119.0,0,k400583
k294336,0,0,154.0,0,k107189
k370419,0,0,144.0,0,k129618
k231242,0,0,57.0,0,k23008
k191038,0,0,142.0,0,k1951
k329274,0,0,225.0,0,k201544
k104656,0,0,159.0,0,k315863
k183419,0,0,194.0,0,k387194
k314750,0,0,119.0,0,k404491
k70793,0,0,182.0,0,k181217
k214479,0,0,123.0,0,k418063
k287801,0,0,109.0,0,k97162
k375681,0,0,102.0,0,k345212
k220045,0,0,146.0,0,k206879
k416478,0,0,151.0,0,k332706
k364226,0,0,139.0,0,k152362
k10160,0,0,86.0,0,k385039
k328513,0,0,173.0,0,k228022
k239285,0,0,155.0,0,k368951
k2234,0,0,145.0,0,k174968
k355982,0,0,157.0,0,k131923
k158020,0,0,179.0,0,k166641
k162494,0,0,155.0,0,k378427
k333303,0,0,139.0,0,k201089
k125299,0,0,179.0,0,k92711
k244627,0,0,142.0,0,k318027
k387553,0,0,169.0,0,k46022
k357673,0,0,113.0,0,k90550
k10979,0,0,194.0,0,k389992
k13395,0,0,160.0,0,k33395
k104601,0,0,107.0,0,k99930
k212547,0,0,112.0,0,k326655
k384087,0,0,93.0,0,k386330
k399619,0,0,138.0,0,k102094
k308568,0,0,200.0,0,k204041
k367699,0,0,161.0,0,k114157
k258667,0,0,128.0,0,k280461
k309271,0,0,149.0,0,k72573
k232810,0,0,145.0,0,k391520
k93691,0,0,149.0,0,k384868
k143589,0,0,110.0,0,k115648
k130122,0,0,145.0,0,k40502
k352004,0,0,146.0,0,k328701
k26891,0,0,193.0,0,k230406
k273139,0,0,156.0,0,k131808
k97012,0,0,104.0,0,k93531
k111981,0,0,109.0,0,k224314
k39828,0,0,151.0,0,k379962
k290830,0,0,252.0,0,k166662
k69883,0,0,175.0,0,k281220
k61606,0,0,105.0,0,k33705
k348163,0,0,184.0,0,k406037
k326693,0,0,197.0,0,k86776
k153458,0,0,146.0,0,k413297
k400426,0,0,160.0,0,k168798
k81167,0,0,133.0,0,k234172
k14851,0,0,129.0,0,k320351
k340783,0,0,95.0,0,k260415
k39545,0,0,159.0,0,k319015
k29091,0,0,131.0,0,k209368
k227831,0,0,121.0,0,k225265
k365430,0,0,176.0,0,k7299
k52323,0,0,97.0,0,k406976
k215591,0,0,190.0,0,k416276
k8786,0,0,197.0,0,k409855
k122204,0,0,146.0,0,k247853
k104819,0,0,153.0,0,k244341
k319627,0,0,146.0,0,k337012
k115332,0,0,154.0,0,k150425
k94534,0,0,120.0,0,k261541
k190136,0,0,104.0,0,k130983
k295556,0,0,192.0,0,k73599
k405993,0,0,164.0,0,k146759
k304758,0,0,137.0,0,k286537
k347641,0,0,182.0,0,k20528
k121840,0,0,70.0,0,k176973
k32437,0,0,144.0,0,k16325
k71541,0,0,152.0,0,k50240
k186139,0,0,141.0,0,k273948
k106629,0,0,87.0,0,k344290
k194264,0,0,106.0,0,k18062
k15812,0,0,85.0,0,k276818
k269222,0,0,87.0,0,k369025
k217922,0,0,162.0,0,k162427
k180471,0,0,126.0,0,k310431
k42330,0,0,180.0,0,k144966
k11693,0,0,108.0,0,k393603
k365282,0,0,184.0,0,k187281
k397133,0,0,117.0,0,k138769
k63605,0,0,149.0,0,k32817
k231967,0,0,53.0,0,k133143
k21270,0,0,134.0,0,k122579
k252786,0,0,186.0,0,k306357
k103795,0,0,118.0,0,k7113
k243055,0,0,169.0,0,k97860
k39447,0,0,165.0,0,k230526
k206901,0,0,65.0,0,k409482
k351113,0,0,142.0,0,k216824
k319760,0,1,71.0,0,k42429
k165609,0,0,156.0,0,k133274
k233514,1,0,150.0,0,k175795
k325007,0,0,163.0,0,k123268
k107644,0,0,101.0,0,k270353
k58361,0,0,32.0,0,k140033
k326172,0,0,96.0,0,k378722
k242028,0,0,103.0,0,k257844
k227243,0,0,202.0,0,k164524
k58292,0,0,180.0,0,k370872
k67676,0,0,101.0,0,k23684
k409595,0,0,125.0,0,k337397
k72268,0,0,184.0,0,k302213
k361470,0,0,141.0,0,k333579
k82020,0,0,165.0,0,k407022
k423097,0,0,164.0,0,k151625
k303299,0,0,174.0,0,k405791
k101469,0,0,128.0,0,k321924
k285608,0,0,105.0,0,k305540
k328164,0,0,154.0,0,k400101
k388908,0,0,165.0,0,k245355
k212137,0,0,113.0,0,k135323
k326495,0,0,146.0,0,k260634
k401794,0,0,174.0,0,k174264
k189232,0,0,131.0,0,k340817
k296483,0,0,165.0,0,k163342
k89680,0,0,155.0,0,k186293
k325510,0,0,119.0,0,k414612
k379994,0,0,126.0,0,k38273
k82026,0,0,190.0,0,k58768
k244331,0,0,170.0,0,k53528
k136072,0,0,81.0,0,k186270
k18590,0,0,167.0,0,k94209
k353544,0,0,155.0,0,k279097
k403378,0,0,84.0,0,k111531
k380974,0,0,197.0,0,k144323
k203715,0,0,135.0,0,k400618
k362130,0,0,82.0,0,k234303
k105395,0,0,102.0,0,k296946
k371681,0,0,91.0,0,k79220
k318835,0,0,130.0,0,k170374
k107566,0,0,184.0,0,k220327
k391521,0,0,113.0,0,k215693
k108226,0,0,136.0,0,k93985
k95588,0,0,211.0,0,k258820
k70938,0,0,113.0,0,k219282
k174117,0,0,189.0,0,k285548
k74044,0,0,197.0,0,k404644
k230658,0,0,96.0,0,k140809
k399844,0,0,157.0,0,k291635
k282440,0,0,140.0,0,k176365
k241837,0,0,138.0,0,k11154
k145806,0,0,128.0,0,k137699
k307555,0,0,71.0,0,k405646
k346485,0,0,150.0,0,k275117
k218554,0,0,158.0,0,k103653
k111811,0,0,163.0,0,k184461
k105034,0,0,145.0,0,k33540
k118674,0,0,219.0,0,k100988
k142925,0,0,163.0,0,k248350
k406698,0,0,156.0,0,k271634
k241881,0,0,148.0,0,k327535
k64406,0,0,193.0,0,k185234
k402172,0,0,108.0,0,k363283
k383031,0,0,150.0,0,k357743
k128222,0,0,198.0,0,k196496
k374901,0,0,122.0,0,k218035
k343955,0,0,156.0,0,k151383
k277187,0,0,69.0,0,k197214
k131845,0,0,182.0,0,k180865
k4790,0,0,149.0,0,k201103
k268468,0,0,106.0,0,k362880
k165804,0,0,214.0,0,k52287
k34717,0,0,155.0,0,k396013
k396907,0,0,106.0,0,k197765
k69940,0,0,137.0,0,k284066
k249287,0,0,179.0,0,k124893
k222763,0,0,92.0,0,k366601
k199296,0,0,78.0,0,k260815
k311319,0,0,146.0,0,k189464
k152261,0,0,237.0,0,k164018
k350578,0,0,208.0,0,k187688
k247963,0,0,129.0,0,k44163
k137134,0,0,90.0,0,k394438
k128312,0,0,105.0,0,k129524
k203274,0,0,141.0,0,k123517
k86098,0,0,131.0,0,k339113
k256854,0,0,116.0,0,k349444
k397492,0,0,196.0,0,k261734
k113929,0,0,187.0,0,k330233
k351368,0,0,210.0,0,k311234
k345325,0,0,168.0,0,k41742
k378780,0,0,118.0,0,k382471
k132117,0,0,85.0,0,k389942
k186132,0,0,125.0,0,k120438
k78792,0,0,141.0,0,k261711
k381813,0,0,131.0,0,k141509
k204288,0,0,131.0,0,k371733
k280852,0,0,114.0,0,k360016
k188114,0,0,174.0,0,k275559
k348140,0,0,84.0,0,k98521
k274434,0,0,191.0,0,k353049
k393896,0,0,157.0,0,k155562
k248943,0,0,156.0,0,k373285
k17231,0,0,62.0,0,k421044
k366075,0,0,64.0,0,k422581
k290002,0,0,118.0,0,k268218
k208097,0,0,193.0,0,k265026
k385100,0,0,149.0,0,k390661
k174400,0,0,120.0,0,k397891
k8335,0,0,138.0,0,k62063
k192552,0,0,142.0,0,k334912
k31576,0,0,132.0,0,k226903
k90381,0,0,134.0,0,k244645
k369049,0,0,59.0,0,k316508
k135474,0,0,157.0,0,k107455
k331005,0,0,205.0,0,k141451
k251502,0,0,187.0,0,k7561
k131885,0,0,120.0,0,k176380
k246200,0,0,164.0,0,k10336
k93172,0,0,128.0,0,k158688
k137700,0,0,161.0,0,k30761
k209474,0,0,16.0,0,k344697
k113343,0,0,144.0,0,k241564
k59905,0,0,132.0,0,k35817
k324226,0,0,117.0,0,k123020
k111288,0,0,116.0,0,k377412
k243847,0,0,91.0,0,k268395
k402429,0,0,173.0,0,k226059
k54621,0,0,97.0,0,k330513
k132592,0,0,107.0,0,k403276
k333944,0,0,115.0,0,k38313
k15604,0,0,119.0,0,k221420
k105465,0,0,142.0,0,k420633
k106562,0,0,125.0,0,k149869
k282830,0,0,139.0,0,k172516
k50979,0,0,129.0,0,k63948
k318373,0,0,88.0,0,k128839
k341131,0,0,160.0,0,k142418
k262773,0,0,128.0,0,k230034
k20067,0,0,208.0,0,k39489
k252894,0,0,145.0,0,k365001
k28656,0,0,117.0,0,k322133
k301590,0,0,131.0,0,k159740
k230808,0,0,148.0,0,k257926
k102634,0,1,43.0,0,k308099
k403646,0,0,68.0,0,k379702
k349895,0,0,114.0,0,k210596
k174558,0,0,93.0,0,k234086
k313803,0,0,180.0,0,k6516
k382639,0,0,71.0,0,k2962
k391193,0,0,99.0,0,k161789
k326807,0,0,162.0,0,k329334
k23393,0,0,137.0,0,k261587
k377300,0,0,106.0,0,k79223
k10172,0,0,157.0,0,k410818
k45690,0,0,137.0,0,k264946
k238070,0,0,177.0,0,k323049
k11630,0,0,137.0,0,k353770
k372661,0,0,151.0,0,k370050
k192249,0,0,183.0,0,k46690
k171426,0,0,156.0,0,k323468
k271931,0,0,84.0,0,k58732
k101708,0,0,207.0,0,k217562
k339632,0,0,94.0,0,k120631
k126996,0,0,233.0,0,k11036
k140654,0,0,213.0,0,k144926
k208287,0,0,182.0,0,k342445
k127684,0,0,121.0,0,k56847
k39374,0,0,208.0,0,k138584
k310654,0,0,168.0,0,k93129
k362371,0,0,161.0,0,k321066
k361893,0,0,141.0,0,k233380
k102813,0,0,116.0,0,k46370
k30218,0,0,163.0,0,k368660
k407652,0,0,84.0,0,k422407
k231600,0,0,142.0,0,k288175
k72856,0,0,139.0,0,k352164
k204711,0,0,109.0,0,k155856
k335138,0,0,171.0,0,k7928
k165746,0,0,0.0,0,k18670
k94272,0,0,142.0,0,k357320
k150771,0,0,179.0,0,k208525
k286102,0,0,86.0,0,k128218
k315384,0,0,183.0,0,k37998
k129255,0,0,130.0,0,k216883
k21792,0,0,129.0,0,k56550
k139666,0,0,170.0,0,k13798
k305225,0,0,168.0,0,k169825
k194550,0,0,99.0,0,k94113
k403917,0,0,160.0,0,k139039
k92532,0,0,131.0,0,k75346
k26369,0,0,166.0,0,k350119
k176815,0,0,215.0,0,k306738
k375633,0,0,207.0,0,k27835
k81692,0,0,189.0,0,k374431
k47460,0,0,132.0,0,k99175
k193700,0,0,88.0,0,k3886
k227562,0,0,109.0,0,k348161
k422618,0,0,192.0,0,k179313
k165604,0,0,186.0,0,k338961
k296374,0,0,130.0,0,k370221
k422524,0,0,203.0,0,k342777
k37801,0,0,96.0,0,k261937
k420623,0,0,161.0,0,k175351
k53422,0,0,180.0,0,k259768
k128474,0,0,142.0,0,k216969
k194792,0,0,201.0,0,k74523
k210369,0,0,157.0,0,k309226
k62205,0,0,193.0,0,k258716
k334152,0,0,104.0,0,k329051
k79759,0,0,157.0,0,k174486
k196550,0,0,129.0,0,k176927
k373061,0,0,96.0,0,k68705
k152827,0,0,137.0,0,k191641
k100327,0,0,134.0,0,k197601
k111548,0,0,139.0,0,k287346
k51990,0,0,144.0,0,k44121
k99885,0,0,177.0,0,k73636
k267264,0,0,125.0,0,k307709
k306346,0,0,122.0,0,k92168
k3757,0,0,161.0,0,k393385
k238785,0,0,165.0,0,k175726
k341745,0,0,149.0,0,k273710
k185910,0,0,154.0,0,k71433
k274258,0,0,111.0,0,k230284
k414277,0,0,141.0,0,k52932
k92710,0,0,167.0,0,k292270
k234671,0,0,131.0,0,k162583
k267571,0,0,133.0,0,k53220
k135390,0,0,187.0,0,k70563
k300311,0,0,145.0,0,k162967
k341875,0,0,127.0,0,k13393
k156343,0,0,199.0,0,k212772
