Key_1_1,ParticleID_42,ParticleID_13,ParticleID_3,Key_2_5
k1454,1.62171,0.537818,0.498827,57255
k51230,-0.0296606,0.031402,0.461096,60110
k68936,0.145755,0.641875,0.2603789999999999,41993
k56352,-0.446437,0.815221,0.323873,5858
k27188,1.06852,0.0875339,0.317451,45874
k64469,3.75067,0.718305,0.220896,3998
k69353,-0.350251,0.7360329999999999,0.325932,20780
k52416,0.104366,0.689405,0.284042,21317
k21264,0.042814,0.0299939,0.319497,23602
k16125,0.163435,0.00273133,0.3306429999999999,53391
k46375,0.934408,0.3205739999999999,0.338348,3521
k38922,0.0712468999999999,0.323529,0.268509,17192
k63836,0.81489,0.459489,0.278651,56679
k13172,4.42299,0.0888621,0.4669029999999999,62782
k42021,-0.314061,0.273758,0.265212,29284
k19606,-0.363978,0.0,0.320201,15444
k7624,-0.361824,0.480324,0.323771,66038
k1054,1.1804,0.0148352999999999,0.320774,17317
k72925,-0.175789,0.776831,0.264188,54600
k10711,1.22207,0.8266379999999999,0.281707,56263
k66955,-0.145837,0.233144,0.2387719999999999,58077
k49176,-0.4167399999999999,0.0822058,0.31142,68045
k59690,0.523975,0.8307690000000001,0.284346,4880
k8298,0.1695279999999999,0.704034,0.304223,56454
k46498,1.81817,0.6108319999999999,0.252792,10718
k46986,0.846454,0.481776,0.265906,36674
k45834,1.61683,0.216667,0.229017,52602
k66987,1.08915,0.0920503999999999,0.2953119999999999,13340
k55427,0.0250659999999999,0.0678301,0.3254559999999999,8596
k22259,0.539285,0.7917609999999999,0.307285,62568
k34355,-0.3664239999999999,0.139005,0.266374,58658
k7300,0.907512,0.204947,0.322482,30783
k12118,-0.284469,0.335686,0.3412719999999999,44007
k30825,-1.19896,0.494592,0.428807,18734
k46462,0.416166,0.8262079999999999,0.268476,1945
k10665,1.77187,0.0891423,0.281926,62842
k65468,1.25934,0.523235,0.2226159999999999,6237
k44773,1.00157,0.0537,0.352078,58523
k69961,1.19213,0.212652,0.359327,54260
k72757,0.0775346,0.249712,0.270832,28226
k13252,0.243675,0.890926,0.211207,16459
k61348,3.2948699999999995,0.136526,0.314191,12783
k63712,0.6248060000000001,0.221902,0.228358,38836
k19020,0.804559,0.5641390000000001,0.25383,50804
k53569,-0.262944,0.0313854,0.336912,67179
k38951,0.212281,0.0947365,0.286629,54187
k67288,1.58851,0.600996,0.322461,48424
k27928,0.929298,0.178706,0.254162,8609
k32338,-0.018777,0.160224,0.347615,65514
k40769,0.358344,0.7936770000000001,0.267925,52994
k70097,0.593327,0.719274,0.4218119999999999,37847
k33203,1.13385,0.725405,0.260571,63760
k5490,0.379895,0.6039220000000001,0.353593,67149
k71054,1.02254,0.514242,0.223715,15689
k62369,1.26138,0.240245,0.380871,20493
k49921,1.53104,0.249898,0.280363,23058
k17692,0.6821470000000001,0.344669,0.238923,43369
k37731,0.910741,0.0329162,0.322862,9073
k60458,0.0464662,0.66159,0.384195,48527
k56544,-0.40762,0.126857,0.312186,60446
k16450,-0.143523,0.116069,0.267474,58844
k64660,-0.235364,0.00138584,0.271786,27973
k43101,0.1499309999999999,0.649375,0.262787,8776
k37349,1.16382,0.193207,0.291134,12106
k40266,-0.197332,0.111276,0.406726,68887
k47041,0.30028,0.226734,0.326111,57364
k53294,1.62542,0.463091,0.29693,42552
k57105,0.336454,0.0968866999999999,0.285782,55787
k3989,6.12355,0.3134099999999999,0.505782,12219
k5149,2.6612,0.334502,0.263071,43237
k63668,3.09191,0.0955746,0.4375159999999999,36120
k67924,0.7777069999999999,0.217778,0.375787,13505
k59293,0.6351720000000001,0.3043,0.449159,57761
k55712,0.46198,0.264321,0.224101,15152
k9643,0.450744,0.0525614,0.258153,68803
k38361,1.41671,0.7202649999999999,0.17612,62391
k657,-0.6499229999999999,0.0689505,0.260901,3365
k3448,0.935428,0.694347,0.33738,30774
k38613,-0.251292,0.0774092,0.430183,13285
k32786,1.74395,0.0703461,0.31428,36565
k15086,1.2223700000000002,0.145754,0.25037,27676
k2698,0.5816859999999999,0.177163,0.327448,37423
k60210,0.269081,0.0799047,0.25435,37853
k71636,0.512734,0.1527339999999999,0.290782,25862
k7683,1.27091,0.123064,0.249136,726
k17550,3.49044,0.636764,0.369005,35007
k36287,0.0397078,0.525059,0.370193,515
k47162,-0.463743,0.233458,0.334609,47978
k42582,1.30253,0.00743628,0.292344,20923
k25324,-0.4447649999999999,0.5302439999999999,0.376931,11887
k63942,0.736646,0.616265,0.240856,39846
k64476,0.348036,0.0613227,0.337973,64989
k22922,-0.566624,0.819406,0.222475,7177
k56723,-0.00137843,0.248111,0.337345,38584
k21351,0.551538,0.152688,0.384035,61053
k70844,1.04529,0.794508,0.247179,41025
k64682,1.84709,0.57892,0.225484,66685
k71172,-0.818248,0.16748,0.274398,16974
k45436,-0.133469,0.16108,0.275736,65086
k31848,0.3431099999999999,0.6401859999999999,0.24895,63530
k38997,-0.453871,0.755091,0.336438,5275
k45636,0.447725,0.0670607,0.313305,8674
k43761,0.893732,0.0707781,0.306561,39614
k53766,1.9689,0.6964239999999999,0.354448,40179
k447,0.7293470000000001,0.819837,0.25093,58913
k59203,-0.420388,0.0,0.281333,16699
k43670,1.24939,0.365031,0.2388719999999999,8657
k72939,0.8528399999999999,0.0581808,0.333003,25610
k9306,-0.0820419999999999,0.421827,0.411302,78
k55234,0.49827,0.0992758,0.279533,39915
k53907,0.356504,0.143173,0.35809,53660
k49916,-0.451216,0.348478,0.335394,66134
k52542,-0.301681,0.0792833,0.297965,3490
k19450,-0.267844,0.56794,0.206801,24889
k69606,0.957567,0.647645,0.199038,67860
k35367,3.65049,0.504362,0.202175,2602
k65081,0.27783,0.2293199999999999,0.328051,14059
k38966,0.0683309999999999,0.3305869999999999,0.198824,31122
k55788,0.973008,0.7561479999999999,0.271099,58543
k23227,0.736334,0.812091,0.252071,63155
k61338,0.499105,0.5140819999999999,0.262876,64024
k24321,0.975947,0.063452,0.346892,59284
k13761,0.0691859,1.0,0.349417,47772
k21691,0.00114999,0.595097,0.264864,36745
k52435,-0.176178,0.5808220000000001,0.2147619999999999,37645
k16277,0.1892619999999999,0.782251,0.311101,55590
k51628,0.166014,0.0116642,0.270802,16239
k33543,0.9934,0.227601,0.286082,57160
k59719,0.403102,0.070977,0.2894199999999999,40759
k206,2.33712,0.405763,0.22129,16871
k69465,0.231287,0.150341,0.359642,19517
k19315,-0.481214,0.256376,0.3438719999999999,64789
k57132,-0.166074,0.4726869999999999,0.29046,30436
k6727,1.74944,0.686164,0.198123,4617
k26929,4.20606,0.626286,0.381527,52501
k7288,0.173343,0.477667,0.209432,15786
k9330,1.23768,0.316248,0.31496,11985
k52062,1.49315,0.373435,0.268433,5399
k36469,0.8492299999999999,0.184797,0.293677,4360
k5695,-0.378623,0.316814,0.4051599999999999,829
k14112,0.498831,0.591156,0.215328,34136
k14471,0.312785,0.5092409999999999,0.2729789999999999,40565
k4886,0.621973,0.263971,0.3083619999999999,72965
k40122,3.06245,0.0656404,0.240242,54216
k27018,0.917049,0.0976866,0.338104,34982
k38684,0.0281401,0.211443,0.297373,71756
k62131,-0.696525,0.0886372,0.309068,428
k4288,2.02343,0.684837,0.645848,64264
k15804,-0.00207462,0.0847805,0.302838,14755
k60341,1.22094,0.000500517,0.28543,62078
k61205,1.23875,0.654612,0.291418,7302
k70249,0.411776,0.9045,0.206725,66952
k43678,0.137461,0.490762,0.3095219999999999,26459
k6808,-0.554542,0.599612,0.187414,58479
k39730,0.179148,0.8971110000000001,0.301382,55391
k26046,0.792871,0.104352,0.318795,7030
k67150,1.99544,0.0570549999999999,0.323337,31469
k10735,0.47931,0.617823,0.225853,24034
k17289,0.2109579999999999,0.8778600000000001,0.192568,67429
k19943,0.274984,0.405966,0.279577,4530
k5995,0.905339,0.111679,0.421379,7886
k40244,-0.593436,0.0942616999999999,0.300129,26722
k5503,0.7087979999999999,0.0653573,0.281695,4400
k70715,-0.0921162,0.0813274,0.271387,21605
k3617,-0.7201390000000001,0.777672,0.273838,39677
k4800,-0.072786,0.7832359999999999,0.166163,29534
k66676,-0.534204,0.383662,0.29958,45605
k22063,0.517504,0.0210431,0.278709,65658
k16043,0.899382,0.118996,0.289286,26657
k67345,-0.5905060000000001,0.0424959,0.384821,28661
k40445,-0.283016,0.132301,0.332029,27039
k11856,0.504629,0.0705118999999999,0.294143,26654
k7718,1.0138,0.0132227,0.371856,7095
k72210,-0.251232,0.6037899999999999,0.344208,59380
k40361,2.40979,0.462243,0.206871,58983
k13808,0.625815,0.29139,0.458143,19405
k69314,0.138032,0.0511531,0.323063,5352
k43896,0.261261,0.0581434,0.361383,20390
k16864,-0.079177,0.110377,0.327655,16151
k68461,-0.178414,0.116943,0.301859,48533
k53637,0.450806,0.0416113,0.289005,70052
k16765,0.549564,0.518731,0.289596,7334
k57824,-0.553822,0.102371,0.2933159999999999,57678
k49217,0.89513,0.0759914999999999,0.35665,1229
k4309,-0.169525,0.0742926,0.347733,22545
k63446,0.143587,0.517189,0.3327449999999999,19757
k5062,0.0988923,0.557243,0.305952,18958
k66927,-0.369455,0.626502,0.305901,68804
k67439,-0.40712,0.145101,0.280838,30607
k46576,0.267023,0.179025,0.289664,50168
k33152,0.807193,0.245496,0.320213,48734
k8827,1.38699,0.53997,0.2510179999999999,51839
k25162,0.00835868,0.668663,0.361967,23998
k38004,1.88943,0.0350928,0.22943,47715
k56255,0.906468,0.154493,0.288009,35004
k35092,0.6614800000000001,0.1993079999999999,0.286548,2216
k8272,1.0042799999999998,0.114494,0.313295,11488
k9842,0.2439199999999999,0.100908,0.30489,22679
k14645,-0.159951,0.374742,0.327384,65545
k53480,-0.0408884,0.48975,0.382448,53844
k873,1.4719,0.924641,0.259301,49288
k39015,0.186813,0.741803,0.227734,5416
k54628,0.291819,0.676312,0.255763,69778
k29654,1.88069,0.00921095,0.287699,57915
k59896,0.818812,0.128395,0.37655,21950
k43561,0.555702,0.288477,0.294777,40462
k47692,-0.200126,0.245553,0.3573989999999999,44711
k10151,0.955243,0.100502,0.262396,11804
k20014,3.94915,0.157998,0.270192,70442
k62091,0.603633,0.125882,0.3851489999999999,46699
k31452,2.65076,0.489122,0.267785,66046
k53489,-0.0967616999999999,0.755579,0.307665,51058
k64918,0.43671,0.046153,0.273129,43221
k69729,-0.265316,0.0451212,0.308126,53086
k24213,0.480735,0.7218399999999999,0.267473,33609
k19492,0.8407459999999999,0.254249,0.252897,25730
k7509,0.782968,0.0466385,0.291721,28616
k36449,-0.178817,0.731467,0.284035,12703
k59131,3.63744,0.796262,0.378153,21948
k9855,0.895734,0.54562,0.238894,27053
k22875,0.0783089,0.436226,0.310131,42355
k34937,-0.542938,0.0760197,0.283302,49489
k70,-0.244747,0.2007,0.284419,31780
k34265,-0.0789204,0.0,0.323654,17122
k62084,1.5177,0.171512,0.250672,28714
k7084,0.892917,0.000114441,0.310019,26163
k68894,1.1945,0.0857159,0.18665,4630
k56895,0.567238,0.123662,0.285531,68262
k43176,-0.4144529999999999,0.217867,0.291504,31489
k54952,0.0386349,0.0579298,0.363129,68090
k3793,-0.11212,0.127815,0.314426,43029
k25786,0.297224,0.0435661,0.317879,2560
k64902,0.32688,0.0896646,0.368058,6463
k20717,0.0839485,0.470972,0.238785,54685
k23366,1.44016,0.0923179,0.244031,18457
k7598,-0.419843,0.324977,0.3439,21832
k52527,0.143402,0.270833,0.301503,13382
k66011,-0.156255,0.6186649999999999,0.453763,49594
k67710,0.542046,0.0240404,0.35206,2166
k42809,2.17623,0.0892075,0.238928,6893
k34766,-0.4006929999999999,0.177427,0.3447699999999999,5387
k46044,0.0505527,0.819307,0.317554,12234
k29806,0.2609889999999999,0.425251,0.239121,2590
k40367,-0.709907,0.0904898999999999,0.272624,28879
k43417,1.4075799999999998,0.435413,0.250054,49051
k67425,-0.28719,0.388448,0.291254,37788
k7183,1.2666,0.1046589999999999,0.292588,5158
k4187,0.332291,0.521117,0.228715,65240
k65851,0.727975,0.5712689999999999,0.270045,33945
k12284,0.081646,0.125694,0.348565,21524
k29331,0.0932776,0.577153,0.258621,19261
k46270,0.8310489999999999,0.0914575,0.2736409999999999,67607
k55146,10.7017,0.453691,0.3750699999999999,52617
k15350,1.80062,0.103335,0.302267,16272
k17420,1.3522299999999998,0.8216829999999999,0.213355,48138
k23708,1.6281,0.7436470000000001,0.316578,57866
k11959,-0.0446726999999999,0.633365,0.27634,8687
k55339,-0.376418,0.00397611,0.295756,69725
k53233,2.15952,0.0394652,0.261146,35291
k55839,4.76719,0.702783,0.270368,40056
k57306,0.962385,0.14138,0.269336,24444
k12236,0.585526,0.120615,0.265101,36627
k72625,10.3719,0.92256,0.199907,64667
k50143,1.00987,0.173881,0.2339119999999999,7844
k9647,0.230264,0.5586810000000001,0.218991,61811
k1713,2.10955,0.3135719999999999,0.258286,69814
k6795,0.082088,0.8896620000000001,0.315816,14298
k69298,1.39847,0.7835810000000001,0.290192,14790
k44568,-0.120459,0.0210352999999999,0.287429,29891
k32500,0.363836,0.257187,0.333495,31665
k30485,2.45059,0.0759007,0.291057,37552
k15219,0.588136,0.451934,0.269012,31731
k70572,-0.0487615999999999,0.733958,0.276565,46721
k46456,0.266686,0.542462,0.225539,61709
k38832,2.85628,0.574134,0.263336,10589
k69687,-0.0116749,0.581929,0.3442,54365
k56425,-1.09145,0.8454649999999999,0.304077,7151
k33293,0.848901,0.109546,0.276676,28232
k9110,0.164219,0.746051,0.346699,64974
k21111,1.78286,0.055906,0.324424,22417
k50795,2.44963,0.0524216,0.340234,15193
k41547,2.49625,0.133966,0.321598,58424
k42160,1.82379,0.071125,0.355881,23876
k68012,-0.553318,0.157597,0.313305,11829
k22944,0.182756,0.571178,0.2443409999999999,23088
k70626,0.662328,0.0139537,0.336246,61884
k57723,0.379386,0.462158,0.286071,38864
k47051,0.3000739999999999,0.5520510000000001,0.241119,7054
k5151,-0.135485,0.485905,0.158686,45127
k51853,4.92497,0.118715,0.252774,10384
k58952,0.570782,0.436322,0.311645,37641
k8672,0.0987786,0.229815,0.303307,33045
k72610,0.265048,0.5290239999999999,0.416662,45339
k43587,2.20383,0.00466904,0.3403469999999999,63624
k37399,0.6853199999999999,0.132289,0.343746,55362
k7058,0.3013659999999999,0.782013,0.30922,62273
k16855,3.46699,0.109707,0.308095,71713
k21957,0.4221439999999999,0.191346,0.273083,47159
k35242,0.59992,0.0447121,0.346198,13709
k20796,1.45994,0.434845,0.279315,53144
k48302,1.09857,0.268571,0.286563,7298
k56438,-0.406968,0.157505,0.360869,10615
k69264,-0.201329,0.710021,0.283884,2533
k54513,0.77366,0.146258,0.298936,33344
k59006,1.62865,0.0494416,0.273021,51123
k55217,2.55667,0.476827,0.303679,46584
k26663,0.104599,0.145397,0.336152,53409
k55694,0.146404,0.375584,0.251359,6097
k22049,0.988606,0.0,0.439631,37264
k28512,0.1917299999999999,0.7019310000000001,0.258655,61308
k41780,1.77245,0.706946,0.3432699999999999,46827
k20566,1.01988,0.0813918,0.3007599999999999,67740
k66451,0.537014,0.125094,0.339239,53122
k67906,0.143547,0.0577231999999999,0.294042,58854
k13687,-0.063215,0.104657,0.305616,27739
k32690,0.0882717,0.446668,0.360584,60159
k59491,0.338645,0.0,0.348995,25658
k12675,0.631638,0.0397375,0.366519,31788
k41443,-0.390837,0.0,0.381133,5243
k62022,0.631007,0.0146504,0.240302,64897
k46490,0.200223,0.4712369999999999,0.4475979999999999,65839
k45746,-0.1590069999999999,0.313704,0.248714,30947
k48287,0.36793,0.0346936,0.231886,71953
k50709,1.06551,0.0452794,0.479204,39547
k45654,0.517612,0.194565,0.425831,61672
k54144,-0.27937,0.0302589,0.360571,14970
k28964,2.24988,0.094414,0.31325,17809
k2597,-0.317689,0.0958963,0.31094,54020
k1604,2.17085,0.0268481,0.359621,48754
k70776,0.978495,0.00791229,0.314033,18631
k23909,1.2505700000000002,0.915268,0.228992,12659
k4314,0.6439600000000001,0.709324,0.249411,69834
k37650,1.56189,0.0159879,0.356039,61264
k27910,2.249,0.6518149999999999,0.172404,38341
k42491,0.156255,0.130164,0.204147,3991
k25285,0.350101,0.628782,0.2457929999999999,5797
k58146,0.589604,0.791058,0.205496,43068
k13790,0.5699930000000001,0.241942,0.411671,17675
k65554,-0.302407,0.18795,0.302377,43517
k5413,-0.111153,0.157935,0.246836,17623
k7565,2.61878,0.137219,0.266728,20362
k33334,-0.122732,0.180867,0.291114,22170
k29575,1.18707,0.000137793,0.277924,19238
k45925,1.52821,0.1145289999999999,0.252873,24355
k50441,2.14267,0.5334300000000001,0.266078,18727
k60745,0.2424219999999999,0.6978,0.302717,65993
k56138,2.6713,0.578991,0.295793,27110
k66892,-0.520984,0.0,0.306768,3184
k18610,1.45978,0.3718309999999999,0.273928,48970
k15876,1.28124,0.745679,0.267742,51694
k33794,-0.611671,0.734216,0.3316139999999999,58179
k30465,0.247036,0.113239,0.35408,57394
k19057,0.566872,0.0115663,0.396308,45475
k59008,-0.486936,0.272999,0.263947,10920
k27261,0.3800409999999999,0.77015,0.326348,71913
k13256,4.41202,0.744196,0.223188,50417
k17129,-0.038713,0.371925,0.215186,15059
k45281,-0.0169907,0.805447,0.298032,26465
k19657,1.82473,0.502997,0.222771,53976
k36806,0.650881,0.090344,0.321217,10695
k9756,-0.101951,0.491934,0.336133,33575
k29391,0.5340050000000001,0.00957806,0.392542,17261
k11797,2.11653,0.440368,0.262856,39884
k24477,0.7472,0.261345,0.239521,11046
k6628,1.14468,0.0813631,0.27386,51032
k3301,1.40845,0.0,0.286681,3115
k68261,0.7758609999999999,0.337434,0.345263,18382
k44629,1.16837,0.186362,0.2435369999999999,43767
k70023,0.233332,0.0710941,0.280337,5757
k4584,0.453628,0.148022,0.2999199999999999,34408
k38039,0.97702,0.793491,0.298241,16662
k27474,0.853599,0.0505578,0.311742,70144
k7873,0.918293,0.784571,0.313644,5371
k4548,0.505875,0.0,0.277133,70551
k47450,0.166115,0.162444,0.265171,67310
k31229,2.03215,0.652461,0.245358,39244
k40988,1.07598,0.409581,0.207765,4041
k58433,0.200541,0.550984,0.311009,35935
k59085,0.8915360000000001,0.513828,0.302371,63808
k63843,0.484675,0.678504,0.201257,35786
k43718,-0.505358,0.0102008,0.341073,45382
k48532,1.16162,0.451637,0.20998,27334
k46976,-0.0721126,0.0231220999999999,0.297902,1003
k35675,0.934968,0.213479,0.251007,27319
k34719,0.577866,0.195276,0.376003,5614
k71434,-0.0014144,0.0753243999999999,0.306208,30038
k27676,-0.253614,0.066522,0.329084,29074
k40785,0.369956,0.0947339,0.3508159999999999,22729
k65212,1.03517,0.3074909999999999,0.258953,69
k69038,0.725272,0.2221719999999999,0.252119,6503
k1372,0.704272,0.436527,0.278779,14047
k17457,0.433287,0.7938189999999999,0.333917,2255
k43136,0.7118180000000001,0.536034,0.298759,17176
k38108,0.772825,0.732875,0.232962,60346
k62449,-0.196574,0.0117175,0.303509,36014
k70652,-0.363959,0.529604,0.228027,43937
k27719,-0.285153,0.0999908,0.426033,44231
k13140,1.60359,0.4470909999999999,0.2411739999999999,54978
k72590,0.0661898999999999,0.255869,0.266394,2963
k55038,0.269948,0.381913,0.311523,4096
k56827,2.0754900000000003,0.235596,0.306936,71974
k49008,1.00882,0.2680389999999999,0.298875,61986
k21356,-0.629322,0.044565,0.210312,72013
k51052,1.04189,0.0276765999999999,0.212775,24551
k64772,-0.160149,0.585356,0.334512,45767
k52405,-0.636522,0.000177769,0.375313,25666
k13718,1.61298,0.0940458999999999,0.276969,31627
k57133,2.04383,0.441518,0.274649,61348
k54631,-0.0391045999999999,0.730694,0.300627,30346
k58867,0.940604,0.626195,0.2904199999999999,27238
k27254,-0.467514,0.0598342,0.344713,48185
k55036,0.0775908,0.166402,0.301813,13673
k38971,-0.601813,0.145972,0.275499,43728
k65443,-0.0814446,0.0377022,0.331675,5297
k45453,0.121864,0.41661,0.258525,12434
k22294,-0.333252,0.0544423999999999,0.261215,47977
k59230,1.65982,0.6246520000000001,0.363961,22975
k35678,-0.7987810000000001,0.81686,0.191867,9226
k45058,-0.347323,0.529051,0.278686,43107
k52609,1.42602,0.167438,0.420788,49325
k57810,0.792366,0.533683,0.184566,9138
k71720,0.7772359999999999,0.0376181,0.256949,19564
k10457,2.31823,0.650193,0.281549,58657
k32404,-0.495625,0.00790809,0.286807,11134
