Key_2_4,ParticleID_14,ParticleID_20,ParticleID_25
k14378,1.6354799999999998,0.911386,1.00204
k64703,1.56223,-0.656199,-2.0985
k1494,2.14304,0.641205,-0.351189
k59498,1.89823,1.58542,0.7687890000000001
k16772,2.1777,-4.82572,-6.42708
k44821,2.49461,-3.38308,-1.62507
k43105,1.98005,-0.651253,-0.494797
k567,1.76846,-0.292572,-0.577186
k39823,3.12806,2.01916,0.8667819999999999
k68566,2.89533,-5.48108,-5.96513
k50742,1.78025,1.09046,0.582994
k70367,1.88589,0.973552,-0.719955
k12363,2.27323,-1.4468299999999998,-0.651904
k20306,1.6390900000000002,0.1527079999999999,0.566507
k19465,3.90225,1.42781,0.287219
k16745,1.91649,-1.40666,-3.796580000000001
k9860,2.4847,0.628668,0.145763
k48946,1.53374,0.1945569999999999,0.276315
k5709,2.59934,-0.2966789999999999,-0.8551270000000001
k71151,1.77324,0.53358,0.436903
k14385,2.60082,1.42586,0.606295
k59413,1.93142,4.02456,-3.01547
k34279,1.77541,-1.59897,-0.527824
k50848,2.14903,0.91761,0.933861
k70428,2.11508,-1.34459,-2.68509
k25913,1.98749,0.291442,-0.496195
k35029,1.7254,0.371196,1.05064
k16813,1.4579799999999998,1.991,0.606214
k9135,1.85041,-1.83996,-1.74501
k45326,1.91676,-0.446264,-0.186852
k59910,1.80439,-0.507283,-1.44126
k47065,1.99084,0.75242,-0.147397
k25603,2.96283,-2.51694,-1.58102
k68171,2.5391,0.5335270000000001,0.213668
k25789,2.8579,1.91,0.835686
k44624,1.69777,-7.174169999999999,-3.39929
k60560,1.51915,-0.978928,-1.6044
k9852,1.78092,0.1249779999999999,-0.0365013
k68363,3.41875,1.33552,0.369538
k35658,2.56171,-1.65726,-2.03255
k24149,1.7945,-0.6632680000000001,-1.62182
k58288,2.16932,-1.02142,-1.7760900000000002
k12652,2.0212,-0.321979,-0.747972
k45834,2.23992,1.29988,0.417892
k31414,1.85118,-4.00237,-5.07792
k20102,1.81055,-2.55916,-6.0379
k29391,2.62795,2.55386,1.92266
k42701,2.18,-2.41385,-2.59724
k36571,1.62225,2.01294,-2.27496
k62171,1.71687,0.5928770000000001,0.172296
k36967,2.4441,-1.58082,-5.62242
k909,2.40464,-1.35067,-0.2321239999999999
k59412,2.21955,-1.40511,0.0185617
k47971,2.22531,1.62989,0.527197
k12606,2.14641,1.91734,0.739962
k23541,1.82296,-0.5736180000000001,-1.50799
k18375,2.11461,-0.207032,-0.7050609999999999
k11659,1.60885,-0.7931090000000001,-0.120504
k44655,1.94412,8.34251,-2.52738
k59572,4.08006,0.47568,-0.0719373
k5201,2.15282,4.09986,0.141748
k63281,1.62653,-0.97218,-1.08152
k41438,1.72558,1.60218,2.67817
k48512,2.91501,-1.46628,0.320557
k3545,1.55616,-3.75447,-3.68268
k27342,1.6658099999999998,2.0125,-0.0234683
k26860,2.0309,1.26947,0.564742
k48349,1.90146,-2.94739,-0.526241
k65678,2.20353,-1.34411,-1.72842
k625,1.7098799999999998,-1.64547,-2.97707
k22030,3.15231,-1.92051,0.347323
k8540,2.23476,1.00033,-0.585655
k70047,2.21606,0.979194,1.06465
k18127,2.2477,-0.0221234,0.574295
k72394,2.5454,-4.67009,-4.963509999999999
k35888,2.3527400000000003,1.00526,0.199615
k9916,1.95895,-0.096215,-1.03618
k3113,3.7296,-0.382732,-1.12585
k9796,1.24037,11.1118,-6.57689
k55377,2.40719,-2.4555700000000003,-2.6763
k30289,1.87823,2.85067,0.960173
k59860,2.52811,-1.80603,0.157294
k64455,1.9387,0.593437,0.5964689999999999
k30878,2.16021,-0.426279,-1.81582
k36239,1.91328,0.8402959999999999,0.0549957
k48025,1.43444,-4.188,-4.48419
k16316,2.23563,1.3657700000000002,0.750625
k53364,3.25767,0.326677,0.374714
k70453,1.30282,-1.82255,-1.5209
k580,1.72757,0.982268,0.289778
k50114,1.95294,0.511189,0.439318
k42787,1.4098,-1.93741,-2.73753
k32832,2.72523,0.20299,0.482166
k48947,1.48993,-0.048292,-0.389696
k40557,1.84685,-3.3793,-5.71619
k45132,1.44594,-3.07302,-6.32878
k36953,1.55442,-2.87047,-3.06335
k55552,1.6494400000000002,-2.19238,-3.37618
k26306,2.14277,-1.09097,-1.24525
k71529,2.34964,0.396908,-0.0725871
k1025,2.13015,0.10951,-0.279539
k42208,2.50213,-0.505143,-1.07627
k49495,1.72143,1.1393,0.979539
k32070,1.67018,-0.995875,-2.26859
k18107,1.36691,-0.28793,-0.509534
k57793,1.90521,-0.189801,-0.0895139
k19704,2.59159,1.24396,1.13334
k5901,2.62066,-1.67653,-0.390018
k29875,2.51033,0.0787568999999999,0.646038
k7042,1.48256,-0.134128,0.0524561
k21972,1.6080299999999998,0.0485944,-0.942013
k38574,1.7832,-0.8399399999999999,-2.52286
k36986,2.83941,1.57495,0.5032949999999999
k21770,2.0643,-1.48089,-1.60624
k35194,2.16318,-0.665842,-1.7783400000000005
k8608,2.3031200000000003,1.04345,2.07241
k19217,1.55771,-0.7052109999999999,-0.997777
k70454,3.2267200000000003,2.9584200000000003,-1.1308200000000002
k65417,1.58231,-1.00129,-0.589923
k44665,2.22828,1.45528,1.60542
k68961,2.62467,-2.88402,-0.530046
k29671,2.08434,1.92272,0.264771
k45790,1.64244,-1.82432,-3.57025
k45616,1.45969,-0.176115,-0.064966
k4030,2.80819,2.27455,2.26703
k7343,1.85243,-0.423956,-0.3814659999999999
k536,2.64129,1.61907,0.4513109999999999
k29273,2.36634,1.53368,0.650555
k39404,2.4738900000000004,0.346476,0.526564
k49667,2.34073,0.826235,-0.68489
k42101,2.44838,-3.18801,-4.83481
k47740,1.53362,-1.55551,-3.2248900000000003
k4299,1.79079,-0.4179279999999999,0.0143976
k64261,2.64025,2.46236,0.516049
k69450,1.6831,-2.07821,-2.35183
k72432,1.50689,-1.35445,-1.28685
k44375,1.50105,1.6625299999999998,2.3674
k28935,1.78967,-2.29218,-0.8884629999999999
k34875,1.7936,-0.415182,-0.422117
k11975,1.60953,0.205758,-0.5678979999999999
k4992,1.63459,-3.7819,-6.801710000000001
k56346,1.99804,-1.82051,-1.28733
k26895,2.0857,0.787331,0.460792
k69848,1.97161,0.870958,-0.182884
k11389,2.68116,-1.61412,0.516733
k61954,1.60506,-1.86281,-5.21523
k52311,1.49928,0.2112369999999999,0.225488
k14048,2.17891,0.8904719999999999,0.822622
k43340,1.846,-1.7008900000000002,-4.14455
k59941,1.44272,-4.12051,-3.99094
k38182,1.4819,2.96351,2.0607
k40952,3.6233,0.335084,-0.333411
k31869,2.66666,1.32645,1.2404700000000002
k7966,1.51198,-0.940868,-0.607754
k1449,1.96961,0.249053,0.540036
k60062,2.11915,0.447687,0.470688
k30406,1.81755,-0.198675,-1.17049
k10176,2.42471,1.50721,0.393201
k8116,2.23124,0.325392,-0.6040800000000001
k62759,1.97147,-2.93341,-4.26661
k13106,1.80228,-1.23966,-3.77873
k16702,1.71865,-1.24798,-1.49569
k72263,2.77556,-0.559493,-1.04312
k44398,1.59772,-4.63978,-6.77624
k67882,1.88796,-5.09664,-8.83196
k42392,1.88949,-0.75461,-1.25724
k65569,2.39453,1.25196,-0.315115
k6302,2.68952,2.09725,0.577
k47777,1.75515,-1.174,-0.363458
k65774,3.26716,-1.58104,-0.874367
k58983,2.63925,-2.62691,-1.06403
k50772,1.26124,1.90508,0.6571560000000001
k9500,1.42296,0.6780729999999999,0.0960337
k47730,1.98945,0.8268719999999999,0.8332790000000001
k3170,1.7313599999999998,-1.06836,-0.943045
k41010,2.09105,1.15779,1.13522
k21492,1.63793,0.377114,-0.094316
k33310,1.55175,-2.15814,-3.36241
k913,1.6968900000000002,-1.64213,-2.85728
k23647,1.84429,-1.49233,-2.8713
k9671,2.42818,0.20094,0.0624076
k12959,2.0428,-0.720536,-1.25047
k23594,1.6438099999999998,-0.5840310000000001,-1.7056
k44568,1.79852,0.588155,-0.0140038999999999
k17957,1.92797,-0.385634,-0.2018049999999999
k2838,1.47056,0.0146288999999999,-0.270457
k56903,1.81753,-1.99607,-3.2434
k55292,2.84721,0.200746,-0.610534
k70087,2.0007,0.8441350000000001,0.407446
k19417,2.69872,1.6594400000000002,0.628646
k14258,1.75857,-0.0478841,0.4156109999999999
k3508,1.98663,1.2275200000000002,0.364207
k70779,1.73223,-1.83056,-5.76768
k59234,2.13141,0.569178,0.208169
k52889,2.19601,1.23735,0.8975190000000001
k51933,1.80248,-1.23051,-1.43439
k54163,2.58419,-5.87295,0.171625
k52483,1.46339,-1.77795,-2.04841
k46803,2.33361,0.676384,-1.5894
k51308,1.6840099999999998,-5.9095,-3.26048
k1826,2.41515,0.364189,0.52146
k6951,1.69216,0.924941,0.7484729999999999
k32009,1.90918,-1.88477,-1.88752
k45602,2.91535,-3.49901,-2.90311
k15812,2.11896,-0.5281819999999999,-1.5973700000000002
k18044,2.41278,1.81254,2.40141
k39487,1.83064,1.8179,0.855152
k21413,1.83761,0.931573,-0.186839
k57244,2.08596,0.660602,0.815258
k72890,2.09158,-4.50329,-1.24985
k60288,1.80666,-5.220940000000001,-6.929639999999999
k55857,2.11709,0.767825,-1.38699
k9082,2.19192,0.512346,0.674868
k11439,3.18069,0.354198,1.58153
k29009,2.05451,-0.0250410999999999,1.00945
k66997,1.47959,0.495996,-0.4205
k59654,1.68454,0.570657,0.0347493
k61568,2.27107,1.73511,1.77205
k47473,1.72035,-1.2974,-0.74073
k32237,2.4741,-0.744546,-0.138618
k12643,1.67967,-1.01259,-2.72016
k50247,2.54681,1.47801,0.116367
k36840,1.54438,1.10132,0.420461
k16862,2.02185,1.55162,0.273993
k30978,2.3526700000000003,1.69873,0.958547
k19111,2.11076,1.24502,1.00444
k26424,1.5942,-0.931798,-0.799929
k23138,2.10237,1.2434,0.462812
k736,1.6293799999999998,0.8881190000000001,0.380971
k43786,1.50831,1.29586,0.629624
k37606,3.20723,-1.00513,-0.0435570999999999
k22758,1.77985,-0.868856,-0.552137
k61075,1.96694,-2.109,-1.29165
k54944,2.4723900000000003,0.975221,0.137671
k52499,1.45696,0.122017,-0.259587
k9169,1.69503,-0.278031,-0.734783
k49645,3.00577,-0.43925,0.0456119
k41127,1.54949,-6.77055,-17.3211
k42926,1.98087,1.08839,0.909608
k39405,2.07429,-0.0921063,0.569625
k56472,2.02434,0.0168753,-0.191105
k28188,2.04491,0.533676,0.7975409999999999
k57468,2.19601,0.60396,0.480504
k63671,1.74669,-1.39209,-0.609921
k53976,2.24645,-1.51179,-0.984769
k1291,1.29966,-5.9679400000000005,-11.9223
k8330,1.83798,-2.0655,-0.116014
k72923,2.0392900000000003,0.263373,-0.140779
k69901,1.81771,3.03519,0.6181939999999999
k59982,2.22876,1.2395,-0.426928
k40782,1.48075,-0.607969,-1.21825
k72353,2.49664,-0.460812,0.190063
k56935,2.66811,1.1313799999999998,0.6388229999999999
k15310,2.03702,-0.0225458,-0.799502
k20730,1.98146,0.0981409999999999,-0.43535
k37912,1.66535,-1.15,-1.67274
k24590,1.5435299999999998,-1.93481,-3.4464900000000003
k52362,2.29871,1.16271,0.8518180000000001
k6580,2.02619,1.1795,0.562588
k23338,1.69983,-2.3953900000000004,-3.61467
k16990,2.17588,0.727705,-0.421378
k63417,2.56347,1.14613,0.863541
k6482,1.91255,-2.0937900000000003,-1.86926
k13373,1.741,-3.09686,-6.3929
k62538,2.17171,-1.07689,-1.65503
k56297,1.61584,-1.43652,-1.9466
k19222,2.51954,0.777824,1.21285
k35943,2.0516400000000004,0.304969,0.363291
k68990,3.10255,1.2507,0.11205
k61901,2.76802,0.789837,0.00396222
k65893,1.95578,1.50505,1.17553
k36592,2.46038,2.0101,1.7683799999999998
k49753,2.17492,0.435189,-0.63593
k69162,1.94197,0.4501229999999999,0.4818949999999999
k35424,1.43915,0.802685,0.395604
k64951,1.85219,1.11803,0.45348
k3717,2.0901400000000003,0.24805,0.60816
k18071,1.60291,1.2627,1.96456
k22360,1.78296,-0.359871,-0.568611
k4206,1.9154,0.274298,0.779555
k53520,1.53998,-1.06833,-0.960316
k7162,1.58963,-0.749508,0.36878
k65912,1.66657,-2.3778200000000003,-3.80646
k5749,1.97194,2.25823,0.648224
k57398,2.99759,0.772705,0.0073628
k2012,1.89906,1.0757,0.668321
k45360,1.89894,-3.73078,-3.823280000000001
k24830,1.57354,-0.370554,-0.115838
k19987,1.63414,1.20248,-0.0948327
k7183,1.90232,-0.477475,-1.77712
k42786,2.2373,-1.09822,-0.985
k30650,2.43878,0.701377,1.45715
k63125,2.76954,-1.79354,-0.453659
k57986,1.74132,-1.59995,-3.66554
k57733,2.2646900000000003,0.72964,0.446449
k54713,1.52834,-1.51716,-1.68853
k21456,3.43749,0.707861,0.378477
k38343,1.7505400000000002,7.22928,-3.68788
k72251,2.24045,0.983593,0.783856
k14375,2.66744,-4.56269,-4.42512
k67003,2.22403,-3.0472200000000003,-3.22328
k48625,1.6901700000000002,-1.91928,-1.51164
k47440,2.64773,2.99437,0.175454
k58803,2.40447,1.2255200000000002,0.617446
k71661,1.7306700000000002,-1.88161,-4.41708
k56268,2.51548,0.311875,-0.47776
k63806,2.15745,0.937662,-0.00890117
k58813,1.8689,-8.801630000000001,-19.0565
k43260,1.81936,1.32124,-0.165555
k30212,2.44368,-0.284444,-2.7820400000000003
k57378,1.41922,-0.58121,-1.803
k32976,1.55008,-4.17499,-4.978219999999999
k29971,1.43304,-3.85524,-3.07241
k32159,2.21332,1.16167,0.578455
k8268,2.08933,0.6148600000000001,0.571919
k48687,2.29957,0.727612,0.935383
k67058,2.80234,-0.739394,-0.997557
k14484,1.55353,-3.0068200000000003,-2.84986
k59751,2.24492,-0.513206,-1.02174
k46051,1.6953,-2.10397,-4.80835
k39401,2.00405,-2.35452,-1.57925
k68564,1.53486,9.12639,-9.53431
k25011,2.64243,0.993454,0.832953
k37558,1.65359,-3.0769900000000003,-2.42469
k6720,1.96278,0.705759,1.27914
k46663,2.73767,1.55164,1.87516
k25888,2.28702,0.789805,0.744664
k5395,2.0691200000000003,0.595287,1.62784
k48123,2.25151,-0.0575669,0.486872
k67752,1.4514200000000002,-1.84373,-1.20265
k13034,2.65683,1.62871,1.0952
k62218,1.33916,-1.55474,-3.19239
k38132,2.86464,-1.99604,-1.21668
k19079,2.28542,-0.929361,-1.4633
k63591,1.83954,1.36217,0.242326
k55257,2.46195,-0.295621,-0.00776307
k21980,2.02947,0.2458429999999999,0.330219
k41456,2.73961,-1.30292,-0.971631
k27856,2.82592,1.7352299999999998,0.706166
k38562,2.16794,1.10276,0.0803869
k51733,1.63901,-5.14716,-3.41826
k8754,1.86008,0.4931239999999999,-0.266648
k62055,2.53947,0.466616,-0.682519
k7933,2.80195,0.811611,0.548673
k59590,1.77931,-0.7298979999999999,-0.860075
k5717,1.92478,0.380337,-0.231201
k27897,1.7248400000000002,-0.398279,-0.457136
k6030,1.85652,-0.981189,-0.905079
k23191,2.5626,0.134893,0.7876
k68760,2.31839,0.6877939999999999,0.467764
k58498,1.94929,-3.07282,-9.00745
k29157,1.85998,0.226476,0.211288
k42302,2.9391,-0.937736,-1.0265
k66235,2.26727,1.1354,0.628423
k51011,1.80388,-2.67776,-1.80669
k65714,1.56761,-1.50309,-1.4441
k34735,2.1678,0.5082369999999999,0.464268
k27571,2.24073,1.66917,0.4746069999999999
k37458,1.43041,0.915911,0.365121
k1371,2.59623,1.15999,0.418925
k48371,1.99785,-1.29635,-2.21805
k34912,2.31791,3.13835,0.5095810000000001
k66276,1.6927900000000002,1.12326,1.23283
k83,2.1936,1.59615,0.5625899999999999
k71621,2.04666,1.3166,1.7955
k29730,2.04648,-1.5974,-2.19585
k39602,2.90431,-0.0644106,-0.726168
k34293,3.01238,1.38617,0.529191
k1353,1.94019,0.8439909999999999,0.7876529999999999
k69532,1.48325,-0.300268,-0.5308350000000001
k28781,1.99092,3.64021,0.344014
k7583,1.83616,0.6313409999999999,0.347627
k60455,1.6363299999999998,0.476332,0.337818
k43252,1.79341,1.79923,2.87143
k9788,2.31457,1.58182,1.0612700000000002
k8110,1.52729,-6.60099,-2.49078
k5648,1.64346,-2.7387900000000003,-5.0108
k12631,1.74676,1.7869400000000002,2.28533
k65574,2.0041,-2.69323,-1.2441
k26144,2.22901,0.464168,-0.0929223999999999
k29902,2.02466,-2.90801,-2.65685
k35289,1.88643,-5.404059999999999,-4.093719999999999
k36684,1.58984,-0.439028,-1.54094
k18060,1.88622,1.6497700000000002,0.401049
k72768,2.49643,1.3131,0.310722
k17832,2.0910900000000003,1.00093,0.499672
k16825,2.29903,0.928368,-0.318973
k1006,2.13864,0.8441270000000001,1.72458
k55039,3.39252,0.5404800000000001,-0.00244649
k49244,2.69292,-1.59712,-2.49225
k48453,2.38841,-2.14805,-1.2598
k12178,1.738,-1.15135,-1.3068799999999998
k68430,2.02463,2.74404,0.643599
k15691,2.48634,0.993792,0.435514
k4580,2.04818,-3.98686,-6.30245
k44386,2.6579,-2.2317,-0.18681
k34714,1.46122,-0.0424285,-0.691091
k60960,2.67771,1.56854,2.16742
k25976,2.36633,1.20267,0.0243385
k69377,2.0358,-2.25655,-0.586796
k68177,1.9715,-5.13068,-9.37476
k19981,2.59407,0.0571999,-0.744501
k46162,2.65124,-3.02929,-1.49609
k72086,2.49054,-1.16193,-1.38164
k39325,2.15553,1.16715,0.326339
k22770,1.83809,-0.7983520000000001,-0.949713
k60581,2.88661,2.4405900000000003,4.21568
k49915,2.85323,-1.38315,-5.49527
k35261,2.35298,-0.653604,-0.0356663
k740,1.89731,1.72341,1.35079
k65079,1.8368400000000005,2.49803,2.49149
k68010,1.67605,-0.156527,-0.285994
k61223,2.22969,0.752101,-0.170707
k31300,1.88695,0.969919,0.801344
k47180,2.66983,0.958989,-0.496983
k44042,1.51185,-3.64852,-4.99218
k57654,2.01077,0.7047829999999999,0.334889
k28301,2.37727,-2.89739,-2.1602900000000003
k33348,2.29655,1.6640400000000002,0.528595
k20812,2.42903,1.42799,0.502506
k27666,2.6093,-2.43412,-5.71621
k19755,2.22718,-1.55853,-2.5935900000000003
k45379,2.96005,2.1868,0.4937829999999999
k30436,2.40503,-1.16014,-1.88019
k44455,2.25711,-2.02103,-2.59199
k38546,2.09317,1.44645,1.87258
k27371,1.9399,1.18611,0.319998
k59182,2.28763,1.32297,0.394858
k65297,2.11711,-0.149402,-1.51492
k9987,2.18751,0.532446,0.456875
k31367,2.1630700000000003,0.245025,1.29123
k42689,1.7744,0.944876,0.231577
k57252,2.46083,0.4176479999999999,1.05282
k7706,1.59594,-0.20919,0.0607505
k45230,2.13275,0.309919,-0.940689
k31146,2.3031900000000003,-0.5713699999999999,-1.28204
k28287,1.34075,-4.77556,-5.10946
k61071,1.68766,-0.494598,-0.851576
k33141,1.71698,-1.26498,0.1723039999999999
k62931,2.01832,2.09413,0.719163
k54550,1.95634,-0.805669,-2.08544
k16106,1.8562,0.8863049999999999,0.0823125
k28218,1.81214,-1.8208,-2.0654
k21902,2.7144,0.328,-0.0895416
k39092,2.00945,0.395997,-0.2074349999999999
k38686,2.39087,0.22463,-0.41289
k66338,1.44739,-0.437146,-0.0240024
k8650,2.27341,0.36095,1.56922
k34271,2.3134900000000003,2.53775,0.415356
k54765,1.7566700000000002,-1.69553,-1.6782
k58369,2.37245,1.5768799999999998,1.23682
k11225,1.60682,0.5870770000000001,0.751425
k39450,2.21951,0.203101,-0.8188810000000001
k37838,1.72694,-1.98036,-2.57176
k33383,1.87793,-0.774814,0.189866
k9213,1.47144,0.8359989999999999,0.6846270000000001
k15082,1.7014599999999998,0.813375,0.491984
k2179,2.17668,1.92095,0.795748
k32265,2.46259,1.28084,0.466045
k70671,1.22933,-1.28688,-2.66664
k71174,2.94096,1.53115,0.245873
k41936,1.59315,5.36276,-3.28745
k44529,1.74692,-4.34909,-6.08104
k29112,1.76426,-0.769235,-1.6105200000000002
k1687,1.98682,-0.0380140999999999,0.1160609999999999
k4442,2.54526,-2.98608,-0.5786720000000001
k58424,2.46884,1.51551,0.798234
k5167,2.01401,-3.46519,-5.8904
k33497,2.23448,1.58981,1.0280200000000002
k70965,4.18344,-0.122083,-0.162924
k32652,2.05458,-0.244325,-0.762353
k42715,1.64162,-0.666241,-1.87978
k10139,1.75665,1.82247,1.49214
k52597,2.0691900000000003,-0.720755,0.189358
k67234,1.13571,-1.83046,-1.57314
k6912,2.12743,0.535732,-0.115239
k55646,1.76168,0.320399,-0.47383
k22674,2.10187,0.690958,0.521472
k5904,2.13445,-1.68897,-1.2302
k40187,2.12043,2.06936,0.573469
k3827,2.71396,-1.76178,-1.6870599999999998
k31897,1.9509,0.49036,0.123771
k22948,2.63242,-1.0786,-0.7123109999999999
k27671,1.64727,1.71853,-0.270092
k54822,2.04257,-0.482774,-1.14658
k63041,1.69606,-4.70505,-8.94802
k32174,2.39522,-1.87871,-0.986699
k33224,2.75346,1.9842,0.299903
k12388,1.83298,-1.5047,-3.82497
k5726,1.82681,-3.38511,-3.09461
k65639,2.77732,0.032701,-0.133093
k11148,2.07478,1.28625,0.313697
k4769,2.09868,0.826227,-0.1143869999999999
k809,1.60177,0.476172,0.0549663
k36384,1.59446,-2.9895,-7.96582
k31373,2.13393,1.4337,-0.417271
k22749,2.02087,1.67943,0.798236
k67253,1.43098,10.2224,-11.42
k21424,2.10333,-0.39981,0.6008819999999999
k42532,1.88,0.6476430000000001,0.6502560000000001
k58030,1.82776,-0.449118,-0.3880889999999999
k29186,1.7496599999999998,-0.631042,-1.39374
k34605,2.5114,-0.220484,0.0119415
k109,1.94611,0.398684,0.1201849999999999
k33345,2.62894,-2.24823,0.0390808
k58477,1.72063,-1.51275,-0.933251
k37062,2.36736,1.4417,0.8695879999999999
k14691,1.24387,8.40173,-5.05556
k70266,2.78916,-3.06469,-0.096764
k53789,1.74649,0.963618,0.635547
k34193,1.43623,1.92247,1.72425
k31674,1.72725,-1.11163,-1.38912
k4935,2.43493,-2.30717,-1.13434
k33287,2.67193,0.986069,0.287831
k35718,1.73475,-3.01012,-2.5241
k6561,2.16796,-2.50075,-2.2503900000000003
k16728,2.12039,2.8675200000000003,0.405499
k35057,1.81745,-2.88926,-7.09059
k28784,2.0449900000000003,0.604861,-0.136271
k4618,3.79612,0.847418,0.380245
k54676,2.27349,-0.894592,-0.157419
k13692,2.29556,1.33507,1.111
k29615,1.30971,-0.848936,-0.00405706
k888,2.1907,-0.8905540000000001,-1.82281
k46951,2.56136,1.32061,0.890374
k2005,2.62517,0.133388,1.1393799999999998
k28516,2.2312,0.262314,-0.0741855
k61718,1.80803,-4.17886,-3.70862
k9617,1.8002,-3.3139,-2.72315
k808,2.12232,0.674164,0.0117808
k58169,2.81083,0.462768,0.27138
k5384,1.83944,-3.82542,-2.56759
k49112,1.6585900000000002,-2.10283,-1.2696
k273,1.5538299999999998,-2.68427,-0.213821
k26827,-999.0,-999.0,-999.0
k69239,1.60019,-0.253711,-0.182079
k8461,2.23637,0.3730489999999999,0.093546
k19018,2.4169400000000003,10.3067,-3.77578
k43690,1.91386,-0.304079,-0.247419
k7225,1.87699,0.724861,0.559964
k57535,1.94543,-0.947007,-1.7036
