target,D34,D137,D415,D190,D422,D399,D935,D176,D926,D235,Key_0_0
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.125,0.0,k2331
0,0.130314543,0.375,0.2,0.636643246,0.0909,0.0,0.0714,0.0,0.125,0.0,k3202
0,0.0728,0.125,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k3126
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1506
0,0.08,0.0,0.0,0.636643246,0.0,0.0,0.214285714,0.0,0.175,0.0,k272
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k1175
0,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0714,0.0,0.125,0.0,k1273
0,0.0311,0.0,0.133333333,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,k1024
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k1992
0,0.0,0.0625,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k217
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1056
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k3253
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k3187
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k90
0,0.08,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,k1940
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k2877
0,0.0519,0.0625,0.4,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2046
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k589
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1863
0,0.0,0.25,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k141
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1434
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2377
0,0.04,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2777
0,0.0793,0.125,0.2,0.636643246,0.0909,0.0,0.0,0.0,0.075,0.0,k2403
0,0.04,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k311
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k2228
0,0.0393,0.1875,0.266666667,0.636643246,0.0,0.0,0.142857143,0.0,0.3,0.0,k2656
0,0.04,0.125,0.4,0.636643246,0.181818182,0.0,0.0,0.0,0.175,0.0,k265
0,0.0777,0.125,0.266666667,0.636643246,0.0,0.0,0.0714,0.0,0.075,0.0,k1621
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k494
0,0.0785,0.25,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,k1645
0,0.0,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1356
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k259
0,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2043
0,0.0,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k3199
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k667
0,0.0518,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k898
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.025,0.0,k788
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.285714286,0.0,0.375,0.0,k1507
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k2062
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k241
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2396
0,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1650
0,0.08,0.0625,0.2,0.636643246,0.0455,0.0,0.0,0.0,0.075,0.0,k1569
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k633
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2537
0,0.04,0.1875,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.15,0.0,k734
0,0.233880336,0.5,0.2,0.636643246,0.136363636,0.0,0.0714,0.0,0.125,0.0,k472
0,0.0418,0.0625,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k3377
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k2873
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k3375
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,k2252
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k2602
0,0.0,0.0,0.2,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2815
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2559
0,0.04,0.0625,0.0667,0.770591721,0.0,0.0,0.0,0.0,0.1,0.0,k1054
0,0.0793,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k1742
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2560
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1340
0,0.0393,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,k1725
0,0.0793,0.125,0.133333333,0.636643246,0.0,0.0,0.428571429,0.0,0.425,0.0,k3153
0,0.04,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1817
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k1895
0,0.0728,0.0625,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k1810
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k3049
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k827
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,k1754
0,0.04,0.1875,0.0,0.636643246,0.0,0.0,0.214285714,0.0,0.125,0.0,k1128
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k1980
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2144
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k1286
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k1737
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,k1209
0,0.0785,0.1875,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,k688
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1515
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2674
0,0.0785,0.25,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,k108
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k582
0,0.0,0.1875,0.133333333,0.636643246,0.0,0.0,0.142857143,0.0,0.075,0.0,k1348
0,0.0859,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,k1983
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k2014
0,0.0,0.375,0.0,0.636643246,0.0,0.0,0.285714286,0.0,0.2,0.0,k1820
0,0.0859,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k1845
0,0.04,0.0,0.0,0.636643246,0.0,0.0,0.214285714,0.0,0.175,0.0,k822
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k3300
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2701
0,0.04,0.0625,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,k3177
0,0.0393,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.15,0.0,k1767
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2206
0,0.04,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2538
0,0.0519,0.0625,0.4,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2720
0,0.0,0.0,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.125,0.0,k3071
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2622
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k692
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2167
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1856
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k794
0,0.0393,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k2879
0,0.0,0.0625,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2758
0,0.0,0.0625,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k1040
0,0.0,0.0625,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k3130
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k537
0,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k1607
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1743
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k3234
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2847
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k979
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k3174
0,0.0785,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,k2942
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k3250
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k2782
0,0.04,0.0,0.133333333,0.917915291,0.0,0.0,0.0,0.0,0.075,0.0,k844
0,0.04,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,k2294
0,0.04,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,k232
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k3044
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k3134
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2927
0,0.08,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2126
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k3159
0,0.0,0.1875,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k3247
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k294
0,0.0777,0.0625,0.133333333,0.636643246,0.0,0.0,0.0714,0.0,0.075,0.0,k819
0,0.0859,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k3241
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k1867
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2957
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k1937
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k3093
0,0.04,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k1865
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.025,0.0,k752
0,0.106750684,0.125,0.0,0.874544993,0.0,0.0,0.285714286,0.0,0.2,0.0,k3394
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2675
0,0.04,0.0625,0.0,0.87479895,0.0,0.0,0.0,0.0,0.05,0.0,k678
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,k1959
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2393
0,0.0,0.0,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k2504
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1707
0,0.0,0.25,0.133333333,0.636643246,0.0,0.0,0.0714,0.0,0.125,0.0,k410
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k870
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k27
0,0.0,0.25,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1491
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k829
0,0.0785,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,k343
0,0.0311,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k1065
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k3086
0,0.0785,0.3125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,k3191
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k1552
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k24
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k1519
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k3340
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2554
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k247
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k368
0,0.08,0.0625,0.0667,0.636643246,0.0,0.0,0.142857143,0.0,0.1,0.0,k3316
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2299
0,0.0,0.0625,0.0667,0.636643246,0.0455,0.0,0.0,0.0,0.05,0.0,k3194
0,0.04,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2137
0,0.0962,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k1907
0,0.112807276,0.0,0.2,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k565
0,0.0785,0.25,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,k1094
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k726
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2000
0,0.04,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2263
0,0.0,0.125,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k738
0,0.0,0.0,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.125,0.0,k388
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k266
0,0.062,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k3026
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k2683
0,0.092,0.0,0.2,0.636643246,0.0,0.0,0.0,0.0,0.125,0.0,k1105
0,0.100124688,0.0,0.0,0.888766613,0.0,0.0,0.0,0.0,0.05,0.0,k1513
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.225,0.0,k1703
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k484
0,0.04,0.0,0.2,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k3409
0,0.807170971,0.75,1.0,0.636643246,0.954545455,1.0,0.285714286,0.0,0.425,0.0,k1586
0,0.0393,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k612
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2243
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1699
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k742
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k295
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k991
0,0.130314543,0.3125,0.2,0.636643246,0.0909,0.0,0.0714,0.0,0.125,0.0,k2370
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k3267
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k249
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2979
0,0.04,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.075,0.0,k1972
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.142857143,0.0,0.15,0.0,k2352
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k1425
0,0.171980983,0.0,0.266666667,0.636643246,0.0,0.0,0.0714,0.0,0.075,0.0,k3152
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1636
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,k44
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k2109
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1797
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.142857143,0.0,0.175,0.0,k2647
0,0.0393,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k2497
0,0.0,0.25,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.125,0.0,k2919
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.15,0.0,k799
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k928
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k855
0,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,k2732
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,k1214
0,0.0,0.0625,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k2024
0,0.0859,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,k1543
0,0.0,0.1875,0.0667,0.636643246,0.136363636,0.0,0.0,0.0,0.025,0.0,k698
0,0.147514303,0.125,0.4,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,k1790
