Key_1_1,regressDur,prevFixPos,titleNo,wordNo,nextWordRegress
k3799,0.0,478.9259,2.0,2.0,1
k1914,0.0,198.2524,5.0,5.0,0
k4503,0.0,574.0949,8.0,3.0,0
k2504,0.0,352.5975,10.0,6.0,0
k4708,0.0,114.6298,2.0,3.0,0
k5982,0.0,58.0086,4.0,2.0,0
k7357,0.0,145.1241,1.0,5.0,0
k7431,0.0,0.0,1.0,1.0,0
k205,278.0,138.7083,3.0,3.0,0
k6979,0.0,112.3788,2.0,2.0,0
k6427,0.0,40.8167,6.0,4.0,0
k6212,0.0,613.6,6.0,1.0,0
k2316,139.0,278.9498,1.0,4.0,0
k7256,0.0,125.8968,4.0,5.0,0
k3873,0.0,444.7752,2.0,2.0,0
k4021,815.0,161.6447,4.0,2.0,1
k425,139.0,57.4282,6.0,5.0,0
k7422,119.0,10.4403,9.0,2.0,0
k1152,198.0,369.2425,8.0,1.0,0
k659,0.0,150.0833,9.0,1.0,0
k4295,0.0,172.7021,1.0,1.0,1
k2723,697.0,88.2383,2.0,2.0,1
k1441,398.0,131.6055,1.0,4.0,0
k7411,0.0,130.173,4.0,2.0,0
k429,0.0,352.1718,9.0,5.0,0
k6836,119.0,66.0076,2.0,3.0,0
k5380,0.0,823.4671,2.0,1.0,0
k3364,0.0,249.3231,4.0,1.0,0
k5307,0.0,235.0085,10.0,7.0,0
k2892,0.0,152.0822,8.0,8.0,0
k1206,0.0,0.0,4.0,4.0,0
k6055,0.0,209.0598,10.0,1.0,0
k7085,0.0,61.6847,7.0,4.0,0
k1499,795.0,117.0684,2.0,4.0,1
k4098,0.0,126.4792,1.0,4.0,0
k4002,0.0,73.0068,9.0,1.0,0
k5640,0.0,130.9695,10.0,1.0,0
k5402,0.0,26.2488,10.0,5.0,0
k4996,0.0,133.66,3.0,5.0,0
k6303,0.0,145.0552,9.0,1.0,0
k2990,180.0,106.0754,4.0,4.0,1
k7168,537.0,40.1123,2.0,5.0,0
k5487,0.0,144.0139,7.0,1.0,0
k505,199.0,91.0824,7.0,2.0,1
k209,0.0,137.4809,8.0,1.0,0
k6803,617.0,145.6709,4.0,5.0,0
k1532,278.0,129.9885,10.0,5.0,0
k6242,0.0,584.0548,3.0,6.0,0
k5385,0.0,46.8402,8.0,7.0,0
k59,0.0,345.9133,6.0,1.0,0
k4840,0.0,283.3867,4.0,1.0,0
k4534,0.0,99.2472,2.0,4.0,0
k3662,0.0,221.5626,8.0,1.0,0
k3868,0.0,173.4157,8.0,2.0,0
k2911,0.0,169.7557,8.0,8.0,0
k5075,0.0,247.2448,5.0,7.0,0
k1908,0.0,787.3868,4.0,1.0,0
k3586,478.0,222.036,6.0,2.0,0
k3641,119.0,213.1385,1.0,4.0,1
k5741,0.0,107.0187,3.0,3.0,0
k6083,80.0,75.6637,5.0,2.0,1
k2107,119.0,183.1338,9.0,3.0,0
k5931,0.0,94.5145,6.0,1.0,0
k1072,0.0,271.3116,9.0,1.0,0
k3773,0.0,154.7676,4.0,1.0,0
k4036,0.0,119.2183,6.0,2.0,0
k5235,0.0,121.6963,5.0,4.0,0
k4266,0.0,40.3113,2.0,2.0,0
k7093,179.0,184.0109,3.0,4.0,0
k4776,179.0,451.3502,5.0,6.0,1
k5290,338.0,737.8597,10.0,4.0,0
k2144,2169.0,65.7343,2.0,2.0,1
k3189,2246.0,226.9912,2.0,1.0,0
k173,358.0,26.9072,5.0,6.0,1
k936,0.0,75.1332,3.0,4.0,0
k3362,0.0,98.0051,4.0,2.0,0
k7236,0.0,103.0437,5.0,7.0,0
k5182,0.0,293.7822,4.0,1.0,1
k916,80.0,437.4837,4.0,8.0,0
k2380,0.0,659.5104,7.0,1.0,0
k7480,0.0,82.662,4.0,2.0,0
k616,0.0,244.5608,6.0,1.0,0
k6417,0.0,69.7782,9.0,1.0,0
k4523,179.0,331.8569,2.0,1.0,0
k2467,0.0,124.4026,3.0,1.0,0
k4460,0.0,33.1361,4.0,2.0,0
k294,536.0,425.5185,6.0,2.0,0
k6807,279.0,512.3905,9.0,1.0,0
k1797,4861.0,61.5224,6.0,2.0,1
k1195,776.0,95.1893,9.0,3.0,0
k1603,1375.0,143.9514,2.0,4.0,1
k5351,278.0,0.0,3.0,2.0,0
k6468,0.0,77.7946,1.0,5.0,0
k5063,1668.0,228.3725,3.0,2.0,1
k3079,0.0,157.0,8.0,5.0,0
k3709,0.0,295.4116,3.0,1.0,0
k7124,219.0,154.1493,5.0,1.0,1
k641,0.0,377.3619,8.0,1.0,0
k6611,0.0,0.0,4.0,5.0,1
k6028,198.0,119.4194,3.0,3.0,1
k826,0.0,319.9156,2.0,1.0,0
k1067,99.0,525.6434,5.0,2.0,0
k4857,0.0,200.3397,3.0,1.0,0
k751,0.0,213.3963,5.0,3.0,0
k5541,0.0,96.0052,6.0,2.0,0
k3038,0.0,506.8846,3.0,1.0,0
k1807,0.0,63.3246,4.0,3.0,0
k3273,0.0,44.3847,8.0,4.0,0
k390,139.0,157.0032,3.0,4.0,0
k2952,0.0,408.8826,8.0,1.0,0
k1328,2064.0,288.4614,1.0,4.0,0
k5775,0.0,105.2616,1.0,3.0,0
k4616,0.0,198.8165,4.0,4.0,1
k5250,0.0,0.0,3.0,2.0,0
k4457,0.0,465.0871,7.0,5.0,0
k3924,1054.0,34.9857,8.0,6.0,1
k263,0.0,0.0,3.0,1.0,0
k2475,80.0,102.2008,10.0,6.0,1
k4630,0.0,113.1371,7.0,1.0,0
k3955,0.0,109.6586,2.0,3.0,0
k7013,0.0,100.6578,4.0,4.0,0
k3806,1370.0,168.2409,4.0,4.0,1
k7068,338.0,341.7865,1.0,1.0,0
k3081,0.0,98.1835,4.0,10.0,0
k7069,0.0,46.4004,3.0,6.0,0
k775,359.0,86.4696,10.0,6.0,0
k7495,218.0,117.1068,3.0,4.0,0
k6647,0.0,79.712,3.0,3.0,0
k3132,0.0,80.0625,7.0,4.0,0
k7192,0.0,141.598,1.0,4.0,0
k1057,0.0,305.9837,5.0,5.0,0
k5099,139.0,157.1146,10.0,1.0,1
k5591,0.0,436.715,10.0,1.0,0
k975,2255.0,424.6752,7.0,1.0,0
k7358,139.0,789.6088,10.0,2.0,0
k2672,417.0,963.668,6.0,1.0,1
k94,0.0,180.7125,5.0,1.0,0
k506,0.0,266.2574,8.0,1.0,0
k3377,0.0,170.9883,6.0,3.0,0
k2248,378.0,177.2484,8.0,4.0,1
k7497,0.0,66.7533,9.0,2.0,0
k5681,0.0,81.3019,8.0,2.0,0
k5147,179.0,195.0231,8.0,3.0,1
k6068,0.0,241.9008,9.0,3.0,0
k273,0.0,654.1598,10.0,1.0,0
k2433,0.0,0.0,4.0,6.0,1
k455,0.0,107.4244,4.0,1.0,0
k3871,0.0,0.0,1.0,1.0,0
k6993,0.0,49.0918,1.0,4.0,0
k1365,597.0,84.8764,5.0,1.0,0
k2227,139.0,280.0875,4.0,2.0,0
k409,0.0,424.8411,5.0,1.0,0
k6241,139.0,163.0767,1.0,3.0,1
k5651,297.0,420.6293,7.0,6.0,0
k1476,0.0,58.4209,7.0,4.0,0
k2474,0.0,59.4054,6.0,3.0,0
k4741,0.0,681.502,3.0,2.0,0
k196,20.0,343.0,5.0,4.0,0
k2166,498.0,547.8695,3.0,1.0,1
k953,0.0,112.0714,5.0,1.0,0
k7459,0.0,138.2787,1.0,3.0,1
k776,0.0,184.2715,10.0,4.0,0
k4515,0.0,36.3456,6.0,3.0,0
k733,259.0,353.2039,1.0,6.0,0
k5863,99.0,86.6833,1.0,2.0,1
k1840,0.0,219.0822,3.0,4.0,0
k6821,0.0,528.0502,7.0,1.0,0
k2055,0.0,0.0,2.0,2.0,0
k6509,0.0,327.9466,6.0,4.0,0
k2770,557.0,120.0042,3.0,3.0,0
k2019,836.0,75.2396,2.0,2.0,0
k4042,0.0,145.0552,6.0,4.0,0
k4672,0.0,176.2044,7.0,1.0,0
k5354,1654.0,76.9025,5.0,5.0,1
k1573,0.0,144.5856,10.0,3.0,0
k2831,0.0,23.2594,10.0,5.0,0
k750,199.0,50.0,2.0,4.0,1
k5525,80.0,545.5282,7.0,6.0,0
k7071,0.0,0.0,4.0,7.0,0
k3937,2680.0,229.2182,5.0,2.0,0
k4238,11140.0,647.309,6.0,1.0,1
k1474,0.0,231.4649,3.0,2.0,0
k4160,0.0,64.5368,1.0,5.0,1
k2344,0.0,571.5566,5.0,5.0,0
k2023,0.0,171.0263,8.0,1.0,0
k1778,837.0,191.2616,10.0,5.0,1
k7055,0.0,146.3728,1.0,5.0,0
k3117,179.0,82.0549,4.0,5.0,1
k2823,180.0,576.1736,7.0,2.0,1
k5013,0.0,237.0084,10.0,3.0,0
k3940,99.0,35.1283,3.0,6.0,0
k2387,417.0,167.9673,8.0,1.0,1
k744,0.0,220.7714,7.0,1.0,0
k2413,0.0,38.2884,5.0,5.0,0
k6201,0.0,106.0,8.0,2.0,0
k7587,99.0,41.4367,5.0,2.0,0
k2351,0.0,0.0,2.0,3.0,0
k5045,0.0,144.2221,4.0,4.0,0
k3233,737.0,76.0592,7.0,3.0,0
k6790,676.0,120.2664,5.0,4.0,1
k1702,278.0,70.9366,1.0,3.0,0
k4296,0.0,148.6371,10.0,7.0,0
k3025,0.0,462.5862,1.0,1.0,0
k6511,1016.0,99.5038,7.0,3.0,1
k964,0.0,98.1835,3.0,1.0,0
k6435,0.0,82.4924,6.0,2.0,0
k2724,338.0,152.0526,1.0,4.0,0
k6397,0.0,204.8414,7.0,2.0,0
k5054,0.0,92.1954,7.0,1.0,0
k4684,0.0,67.7422,10.0,2.0,0
