Key_0_0,V33,V53,V37,V48,Key_1_3
k56993,12.7703,0.0617188,149.53,0.161597,k35197
k27207,0.530658,0.0185612,93.8726,0.0460078,k49888
k1055,13.45,0.0245602,140.664,0.126928,k8310
k48886,7.27442,0.0961458,110.235,0.129822,k46892
k56587,16.6208,0.140735,138.103,0.064412,k50232
k27397,3.54468,0.281383,94.2158,0.0283539,k54769
k33720,17.4994,0.0152315,211.423,0.140728,k4305
k47397,12.8362,0.16831,171.044,0.0556797,k2260
k29463,8.15342,0.0623958,248.578,0.00970643,k1809
k41804,23.7068,0.11879,142.439,0.0772114,k43366
k46345,5.63821,0.0913484,68.7372,0.0377074,k48466
k37284,19.3593,0.00927083,214.932,0.0369304,k29772
k44799,11.979,0.0304687,165.289,0.0694827,k21215
k6823,0.587335,0.101898,134.03,0.0196608,k33268
k50512,21.1384,0.0193171,103.41,0.101372,k24325
k701,4.31941,0.0331887,109.934,0.0246232,k40533
k35405,8.3083,0.385937,228.73,0.0239885,k20677
k29277,19.145,0.154109,134.216,0.023156,k19858
k45723,12.5796,0.515093,95.6808,0.0584095,k31966
k21959,18.3198,0.0900694,130.129,0.048403,k5763
k12556,7.59,0.0582407,65.2971,0.0206993,k5735
k49371,14.9294,0.0473148,77.441,0.0342674,k51458
k49604,5.53765,0.42181,224.307,0.0274011,k4992
k39156,3.52953,0.0348438,50.8902,0.133157,k3527
k51678,13.0309,0.136094,176.364,0.107078,k7495
k22053,10.1162,0.175637,248.587,0.0428119,k15846
k55736,1.62035,0.03625,251.288,0.0216319,k19034
k8798,9.44949,0.0910475,105.894,0.0309631,k3780
k31528,18.1337,0.226042,37.411,0.104758,k10785
k48366,18.3346,0.358773,124.506,0.0433212,k2321
k18811,16.827,0.0182118,56.301,0.106172,k49118
k45892,12.3028,0.0374132,186.818,0.0143899,k13837
k31485,16.5506,0.0456424,60.2591,0.0323122,k51901
k7374,17.0087,0.189757,231.134,0.0217058,k23833
k32382,15.8946,0.0666493,107.574,0.0308248,k47992
k57184,20.7374,0.0789873,28.5053,0.0381434,k2291
k48137,6.06891,0.422245,123.549,0.0393625,k56674
k56889,19.6597,0.0199132,112.946,0.114048,k40927
k48434,10.1898,0.146209,138.871,0.0218035,k43884
k51717,11.0115,0.373893,174.851,0.0737339,k39833
k44660,18.0484,0.010787,120.826,0.0324553,k52497
k49733,6.78504,0.00754051,56.1067,0.0228353,k29678
k18171,13.9486,0.0305013,139.258,0.0264881,k29979
k36376,9.05258,0.119745,103.829,0.068837,k21024
k25672,13.955,0.0356966,173.482,0.0628041,k10610
k40258,12.05,0.048588,134.406,0.0247087,k55095
k6556,11.8831,0.186348,98.7324,0.0740152,k29766
k40219,17.7055,0.0608044,97.4224,0.0673716,k30643
k23437,3.00088,0.281597,64.6294,0.0370184,k49695
k41121,13.547,0.0514988,196.924,0.0231201,k6347
k22663,2.22697,0.00614005,135.112,0.0211871,k49520
k47303,14.092,0.347754,131.476,0.0561798,k31065
k34728,14.3677,0.652431,143.148,0.0542476,k18312
k10339,14.8247,0.178796,135.25,0.0906009,k35641
k56079,8.55103,0.130596,139.797,0.0232002,k50855
k20830,10.2244,0.0509086,252.194,0.146221,k18206
k16948,18.3737,0.0309896,173.949,0.0509439,k6444
k33725,4.44301,0.00824074,96.5353,0.101409,k15657
k6288,9.97168,0.0638252,51.2507,0.0191005,k19006
k21083,15.686,0.316701,119.456,0.0428331,k653
k34115,8.95594,0.0185822,128.378,0.102588,k4213
k38696,16.3346,0.208715,36.4547,0.0181637,k50105
k2479,2.18653,0.142488,154.133,0.0374589,k46805
k6879,7.31943,0.0755556,129.713,0.0265856,k25816
k14005,9.6916,0.0121644,111.205,0.0334017,k18477
k14587,3.57507,0.173242,36.113,0.0259873,k12901
k12704,19.7455,0.445278,135.745,0.087001,k9726
k3926,16.355,0.0065625,167.041,0.0427763,k35473
k51130,4.09074,0.0101852,42.5512,0.0193994,k31310
k2195,4.96438,0.0991898,50.9532,0.0183885,k55064
k282,18.3285,0.0435764,208.873,0.042962,k28487
k39315,2.85304,0.128287,37.9956,0.0280765,k44396
k30371,15.2178,0.163299,92.5472,0.047156,k53172
k54959,4.12812,0.640243,96.5896,0.0571545,k9830
k34098,14.1457,0.0417708,106.822,0.054915,k35485
k17977,17.4202,0.0156829,183.561,0.0163103,k56305
k33179,14.8898,0.859236,175.249,0.072303,k35668
k32185,20.3943,0.0235648,151.253,0.0731175,k30126
k25285,12.168,0.0618924,122.304,0.0581279,k7815
k54943,13.5032,0.0102148,133.934,0.0342209,k9719
k57171,5.10316,0.15957,86.2049,0.0137684,k56878
k40752,1.92701,0.481939,130.197,0.0237603,k19941
k32330,10.8442,0.469242,92.2742,0.0641635,k4105
k56621,11.8961,0.492049,89.8069,0.0498738,k8761
k3930,2.75697,0.199873,59.875,0.041201,k5612
k40101,3.80035,0.339173,55.0886,0.0295177,k13151
k56998,10.528,0.0303906,87.0476,0.0333587,k24101
k44969,5.01486,0.465556,154.251,0.038135,k38806
k41403,17.3631,0.00487847,121.684,0.0189074,k9645
k43459,11.3495,0.0921181,117.307,0.0596527,k19559
k34698,12.7334,0.0349826,91.4852,0.0431637,k519
k39644,10.0062,0.258935,81.667,0.0544454,k9404
k28751,3.31341,0.0933102,199.994,0.0532286,k29332
k2565,12.3424,0.0355845,143.247,0.143149,k24466
k7780,8.86577,0.0308218,117.968,0.0356619,k51967
k38772,4.81834,0.0684606,28.2547,0.086758,k36232
k43074,7.36365,0.138999,178.981,0.0392348,k38931
k36582,6.24718,0.312176,75.2578,0.102259,k33044
k32896,17.3243,0.0127083,175.466,0.0524412,k53998
k23127,19.7822,0.1514,116.95,0.0154437,k31973
k38470,13.7935,0.0156481,74.0694,0.0212151,k14515
k37653,7.52567,0.00760417,47.7462,0.0524677,k24493
k14106,2.66653,0.339687,70.6423,0.0304672,k12226
k5470,4.76438,0.55886,184.501,0.0925051,k15506
k51113,2.14748,0.0652431,233.621,0.0350187,k24894
k19980,1.78838,0.00353588,149.075,0.120321,k46238
k4392,23.1282,0.0809028,66.8486,0.0895374,k13339
k22584,18.8467,0.0162847,175.552,0.0322452,k38212
k56146,14.9988,0.0365278,194.258,0.0356826,k38455
k38204,2.80819,0.317747,144.679,0.0416514,k36376
k4942,6.77574,0.0216667,124.433,0.153465,k1705
k51294,5.13409,0.277622,115.188,0.0183525,k15353
k1718,19.3292,0.308843,103.251,0.0425646,k52067
k33038,7.83113,0.0201968,45.9134,0.0753798,k44226
k12951,14.1586,0.570874,66.9733,0.0918229,k6630
k24588,5.09478,0.109199,149.113,0.0200804,k29527
k11317,15.9449,0.072309,101.721,0.160393,k24128
k32539,3.29922,0.21173,87.6672,0.0276089,k1713
k16250,12.2678,0.0279051,54.9104,0.0640809,k1166
k51450,21.9535,0.00315972,112.748,0.0217695,k4265
k14695,3.17178,0.0343359,147.282,0.0187451,k48952
k37940,13.4109,0.285775,144.141,0.0199443,k12566
k3663,15.0486,0.020816,131.863,0.0391372,k34332
k19741,21.876,0.0315162,114.158,0.0729391,k34847
k20201,4.17519,0.0357755,61.9331,0.0492723,k4044
k41429,12.4976,0.122321,73.775,0.0629921,k15801
k35360,10.4134,0.048397,91.2523,0.0708318,k12113
k14298,15.2189,0.165532,72.5093,0.0651769,k54650
k46566,12.5897,0.0921238,57.4847,0.0427521,k23390
k43103,9.62088,0.272778,202.979,0.303269,k21085
k9576,11.7001,0.0342448,93.283,0.0362181,k31609
k43705,4.61369,0.0528356,139.214,0.0298119,k19991
k52323,9.81814,0.0971933,95.3577,0.0288745,k45007
k35178,2.33602,0.03489,123.542,0.0241543,k50394
k56766,2.17796,0.955556,156.789,0.0252111,k57173
k19523,3.89387,0.044103,126.11,0.06061,k7585
k1322,15.5839,0.164141,121.432,0.0374422,k31559
k35836,9.85096,0.0592057,61.4223,0.162037,k22262
k50300,10.4701,0.0750579,112.511,0.111215,k47501
k35369,1.44528,0.514277,135.203,0.110256,k50467
k11092,10.9989,0.398067,120.859,0.0527975,k32985
k28910,1.07024,0.192865,74.3776,0.131545,k18335
k27686,10.1133,0.127691,183.245,0.0308264,k8019
k22863,3.07756,0.15022,208.108,0.061933,k11002
k6676,2.98783,0.0284896,165.773,0.0451423,k4095
k9487,20.9521,0.131186,65.8891,0.0516145,k36384
k39719,8.65932,0.425156,181.761,0.0278452,k39078
k23411,17.1319,0.0444039,153.821,0.0792545,k2613
k22706,16.3882,0.0799942,224.954,0.0228976,k11204
k31809,15.0023,0.32386,92.1965,0.0221651,k40388
k31774,17.1566,0.336858,95.1683,0.0463071,k13900
k24209,15.8527,0.0171991,49.2384,0.0375387,k43846
k43587,4.92096,0.250365,155.003,0.0287141,k34373
k15080,2.14253,0.384867,143.712,0.0370768,k9311
k38144,3.65239,0.189259,33.5792,0.0532755,k15850
k21927,10.266,0.0632617,142.883,0.0337032,k52910
k23404,17.9648,0.0800347,83.9514,0.0625752,k28440
k44816,10.2357,0.0497164,163.231,0.0543417,k13136
k19888,19.0541,0.154294,137.424,0.0311105,k33763
k22248,11.1323,0.0349363,113.302,0.0228937,k35008
k3316,0.931251,0.0471991,98.9657,0.0183553,k29973
k23696,8.34314,0.0927025,107.035,0.107223,k49269
k9160,3.30065,0.225081,82.0893,0.0142216,k54893
k12372,10.644,0.065306,90.1124,0.0296128,k37848
k40954,18.1991,0.0416898,89.3872,0.0910349,k41436
k54329,17.3082,0.278626,79.8822,0.0540381,k49108
k49179,11.6605,0.608299,253.531,0.0349727,k38519
k54240,8.72847,0.0523611,72.4328,0.0164396,k48571
k31423,12.5565,0.0499537,116.266,0.0205155,k39739
k14548,8.5129,0.246366,27.9554,0.0220531,k45063
k38151,3.79959,0.0759664,118.014,0.103869,k20369
k46699,13.6697,0.0763773,124.09,0.0445778,k29170
k56290,14.4103,0.00894097,59.8551,0.0815522,k38031
k27516,21.9956,0.406534,124.95,0.0197895,k14125
k21508,12.5351,0.368767,105.209,0.0424385,k45931
k49129,5.80298,0.00986328,65.7202,0.0560937,k30190
k35174,12.4347,0.033941,82.6813,0.0457339,k11576
k49978,10.8787,0.259335,182.094,0.0432073,k2716
k40232,20.9551,0.365293,121.112,0.0189282,k55335
k50690,4.92637,0.480735,228.97,0.022817,k30625
k37841,17.0987,0.0116667,105.226,0.0206496,k34494
k22267,18.009,0.101123,128.149,0.0516588,k7039
k14580,19.1662,0.0691204,97.7998,0.0271147,k31102
k7239,0.956844,0.116429,102.154,0.0502505,k30465
k15795,9.26694,0.254508,37.6578,0.014525,k16789
k30230,17.5466,0.11408,41.1467,0.0574141,k4689
k56327,7.61763,0.403333,178.831,0.0390767,k16655
k40200,15.4172,0.0192014,164.898,0.0179495,k26765
k39486,12.9535,0.0142419,184.532,0.071871,k9320
k27419,10.5134,0.0284245,84.7632,0.0375844,k31933
k14842,14.056,0.262974,116.78,0.0679056,k19701
k27058,10.6827,0.0817824,189.424,0.0377253,k39638
k21256,8.02216,0.115301,224.083,0.0960549,k27165
k19236,2.62401,0.0955845,103.082,0.118864,k37532
k30372,14.0822,0.00157986,87.0322,0.0526175,k33092
k39607,13.9016,0.112975,56.0554,0.0298401,k10353
k52380,9.5178,0.00840856,161.382,0.069372,k55856
k51533,13.2055,0.171383,157.774,0.0623446,k36963
k35720,14.7735,0.0947164,141.565,0.0220468,k21357
k45747,7.83249,0.194062,82.8962,0.0118019,k27467
k9836,6.52783,0.655127,135.886,0.0453377,k23996
k428,16.6099,0.976551,77.5654,0.025755,k23164
k9087,14.5113,0.541134,166.112,0.0231663,k23348
k51049,15.2931,0.0416377,77.5155,0.0388865,k51215
k40448,11.2931,0.0904883,115.278,0.0248933,k34006
k27995,15.2997,0.616035,170.053,0.0315888,k3518
k29042,10.487,0.0403993,156.188,0.0129571,k17086
k38972,10.595,0.0597627,176.424,0.0952563,k34279
k12580,17.9485,0.141748,104.001,0.039732,k20510
k45095,6.02112,0.0392014,70.1951,0.0823306,k14351
k48189,13.1121,0.0213889,66.7005,0.0356012,k14423
k49246,8.70132,0.0141551,108.607,0.0311235,k10795
k125,12.5991,0.016088,86.4007,0.0298573,k25777
k48848,20.278,0.119965,187.848,0.0274012,k9657
k520,9.64455,0.0387789,34.1088,0.0467977,k2725
k22440,14.4117,0.206267,145.069,0.016358,k55724
k26866,4.89407,0.296881,125.865,0.0385624,k40760
k55917,9.17485,0.137529,84.0523,0.081571,k38681
k20480,12.2033,0.0260185,254.288,0.0468114,k4663
k6795,16.6575,0.00416667,97.6954,0.0599656,k9200
k35294,14.584,0.00498843,105.109,0.108194,k17079
k16640,15.3211,0.423901,140.479,0.0347609,k14941
k9029,16.9724,0.109121,151.602,0.0644486,k12772
k7081,6.56051,0.141522,46.1438,0.0758621,k5217
k5089,11.0294,0.00670139,19.9313,0.0675355,k43538
k1870,1.36183,0.039213,147.799,0.0688176,k46294
k48179,6.59231,0.0121007,70.426,0.155429,k31243
k33311,2.58263,0.345544,103.523,0.0440403,k37443
k33561,19.8009,0.15213,137.205,0.0214279,k8142
k48083,12.4667,0.0130382,18.1032,0.0300499,k39102
k9385,0.748796,0.104543,226.118,0.0296328,k35472
k22554,18.7175,0.0377951,149.189,0.159341,k11423
k39232,10.893,0.205874,184.987,0.0241675,k55359
k39859,10.3826,0.0273503,129.851,0.0372545,k8844
k25312,3.80879,0.202286,172.987,0.0388809,k41879
k45845,3.0745,0.459178,60.7471,0.0444384,k45062
k10749,8.71697,0.134838,134.779,0.032088,k57430
k41768,8.92775,0.224143,138.85,0.13023,k51744
k34215,16.585,0.0402141,80.0551,0.060047,k5999
k26368,10.9273,0.141227,113.651,0.0179623,k43001
k19395,7.70012,0.451516,33.8348,0.105314,k19000
k53004,6.59631,0.0021875,105.253,0.05117,k22829
k8074,11.3628,0.0144329,75.66,0.060126,k18460
k8842,26.1516,0.0939352,186.016,0.0326901,k4554
k45626,13.7462,0.244167,172.972,0.0230201,k27248
k14608,4.64956,0.0460706,219.457,0.0598821,k35143
k16557,9.05481,0.592749,217.495,0.0212449,k37991
k13619,12.0034,0.144277,47.3048,0.129371,k21386
k11536,8.1979,0.024456,201.401,0.0924631,k28377
k37419,3.33031,0.00560764,102.306,0.137725,k51576
k48122,8.46693,0.139543,126.521,0.0727677,k41506
k50427,1.60777,0.196516,247.449,0.0112964,k53343
k44186,12.2562,0.0427431,234.501,0.0247508,k29139
k22513,13.8786,0.0409664,140.807,0.040234,k38237
k29011,12.7478,0.0889005,141.241,0.0727357,k5226
k11588,14.778,0.0903993,221.079,0.0243656,k25504
k2447,7.35008,0.134219,98.8404,0.128571,k23742
k8684,0.665094,0.0761574,160.761,0.132371,k32946
k16560,13.0253,0.434931,182.176,0.091706,k29018
k33452,3.74903,0.300631,127.11,0.0187088,k20935
k214,12.7644,0.41316,86.9552,0.0822823,k21161
k37175,12.7778,0.0574653,92.7828,0.0200294,k24281
k29413,10.9955,0.251505,187.375,0.0745342,k24013
k33669,9.09496,0.00538194,65.8008,0.0200086,k26627
k17850,2.02092,0.0459606,125.113,0.0225954,k36217
k14334,18.8643,0.134259,132.935,0.0277928,k30982
k30675,11.7035,0.099566,82.6958,0.0266616,k29950
k7507,11.6555,0.146673,124.884,0.0641425,k13748
k14529,2.80822,0.00454282,146.065,0.0487078,k32908
k43996,24.5595,0.00870949,86.8238,0.0268799,k35119
k13968,7.35077,0.0553704,125.474,0.134048,k12295
k50820,13.4014,0.099375,189.713,0.0202591,k32205
k19189,12.5899,0.0411806,35.9635,0.124767,k57341
k15004,3.79776,0.0555556,166.658,0.0732468,k9637
k22927,12.4337,0.00995949,140.678,0.0602459,k46196
k36357,15.7314,0.0581134,127.149,0.18323,k53268
k40546,18.1077,0.294554,63.2898,0.0193397,k20150
k38093,12.9367,0.00940394,93.9512,0.0688192,k20747
k19294,9.77855,0.144395,149.675,0.0380112,k46831
k22661,12.83,0.0839294,87.7051,0.0683522,k38373
k1075,3.68192,0.251591,241.947,0.0552195,k46961
k40415,4.82257,0.291186,43.0485,0.102795,k48392
k33314,9.48083,0.0678704,150.624,0.0706504,k376
k52106,6.21998,0.0942014,127.02,0.0400204,k9400
k2687,18.8497,0.157627,105.902,0.0539632,k11580
k35067,6.57812,0.118964,121.849,0.0642955,k1793
k32988,13.9555,0.0848322,50.8873,0.0482133,k51128
k29052,1.50833,0.0310185,168.336,0.0598515,k51647
k41979,11.0006,0.290064,120.421,0.102867,k54069
k21790,6.31365,0.092691,123.09,0.022095,k34746
k10338,15.5413,0.0167998,214.571,0.0766972,k12639
k8248,8.0256,0.557205,162.436,0.0727978,k16962
k40873,5.21131,0.627558,139.519,0.0882035,k8368
k41185,6.16942,0.0275984,167.037,0.0588423,k40403
k50957,4.07837,0.510943,123.502,0.0457276,k11603
k5680,3.95448,0.165208,99.4933,0.0138293,k13442
k54438,10.7376,0.0340039,142.388,0.0238037,k5359
k4574,3.1803,0.145221,163.563,0.0177508,k55781
k56495,15.7841,0.0455671,182.67,0.0217027,k55240
k16669,3.59751,0.041412,128.628,0.0540643,k39594
k7088,16.2866,0.0981424,54.9548,0.0722781,k13956
k11928,8.75523,0.330091,114.593,0.0840259,k4309
k12137,15.8603,0.419034,45.5081,0.0631541,k8801
k40317,6.95885,0.151435,191.075,0.0384754,k22929
k39564,25.7486,0.162465,173.17,0.104684,k41793
k46017,17.9143,0.763611,108.421,0.0228295,k18575
k51226,10.3101,0.0178993,113.139,0.0492091,k32044
k236,2.4447,0.208067,156.526,0.0380026,k11039
k7556,16.126,0.315284,55.9032,0.0683835,k28012
k30216,12.528,0.00416088,110.435,0.0796756,k53739
k34830,11.1693,0.00696759,118.532,0.0989255,k51233
k41770,13.4332,0.0291319,98.3857,0.0222352,k25870
k20569,20.0295,0.0355273,148.846,0.0195056,k49387
k30689,11.5623,0.0182292,65.1348,0.0964456,k4558
k18135,3.88857,0.239387,69.7555,0.0406415,k33560
k670,9.30144,0.0237847,192.981,0.135906,k37816
k16151,28.2812,0.141545,81.9844,0.0408934,k37290
k40350,2.5964,0.166991,106.723,0.0258307,k28572
k53413,4.60068,0.0141898,169.702,0.0963605,k31621
k48461,1.39164,0.342928,59.8671,0.0507042,k57410
k7072,3.21833,0.048206,103.016,0.0198718,k7762
k15175,5.53,0.0144155,145.636,0.0333458,k39806
k41397,4.31918,0.00314236,154.238,0.0389892,k20428
k56712,6.64643,0.139745,50.7648,0.0211612,k28645
k16663,0.122452,0.0108218,155.745,0.022722,k4820
k8554,15.1167,0.056169,92.0324,0.0219103,k48731
k14888,5.52672,0.0455729,183.188,0.0471214,k34140
k57047,12.6427,0.341915,172.108,0.0537821,k49758
k33513,22.0389,0.0662558,118.376,0.0317724,k8634
k1579,0.90467,0.782847,116.589,0.0380023,k2709
k47618,20.6417,0.113327,49.6347,0.0697472,k9261
k16878,8.04207,0.46419,106.254,0.115992,k45462
k22223,13.3681,0.00584491,103.209,0.024341,k7448
k10957,7.36776,0.650012,142.735,0.0295732,k39656
k8186,12.2342,0.0655787,165.057,0.064863,k24437
k10463,12.6143,0.334798,143.459,0.0573533,k31318
k3347,3.70487,0.617089,108.126,0.135274,k14825
k22597,3.61941,0.0991435,178.816,0.0530499,k51307
k43431,2.42238,0.556175,180.013,0.0513885,k47234
k16796,2.32249,0.0630382,137.77,0.0133903,k21876
k30880,5.96127,0.218669,32.8095,0.0378559,k42649
k41744,4.58535,0.0740278,52.4365,0.135673,k323
k6803,3.0219,0.389734,18.4823,0.0355673,k56541
k56955,8.05675,0.0208738,102.162,0.0877898,k6662
k30357,18.8751,0.0057487,106.384,0.131404,k44967
k50800,8.06711,0.0303356,106.808,0.217557,k32870
k10796,10.5169,0.289595,188.888,0.0179041,k38604
k4457,7.89627,0.180266,87.4399,0.0262953,k9538
k5184,6.40007,0.262428,136.919,0.0479356,k40764
k45168,14.3786,0.111076,159.125,0.0904093,k24531
k43569,12.8607,0.0586921,36.8554,0.0453018,k9306
k22510,5.63067,0.0562847,90.5473,0.0624772,k41340
k55811,14.6493,0.0949479,153.777,0.0589507,k22685
k10538,19.5344,0.00627894,36.4572,0.0349735,k19060
k9839,13.5739,0.109988,166.387,0.0350832,k52414
k21717,10.1992,0.0427951,128.735,0.0204253,k51924
k6439,5.11054,0.142982,137.03,0.0160455,k9152
k10699,1.58391,0.125039,136.861,0.040602,k16920
k26529,6.86299,0.0215972,227.941,0.0326648,k27865
k40623,10.4087,0.00243634,141.997,0.0297033,k21681
k49193,18.3229,0.152338,56.1774,0.0317736,k46085
k50373,11.6937,0.161429,104.817,0.0218096,k29849
k27125,7.76556,0.255446,85.9331,0.0162388,k17056
k55181,15.6373,0.0932697,80.7021,0.0274659,k16297
k53397,2.42202,0.0460185,121.076,0.0386508,k2180
k17263,3.76826,0.0495428,253.876,0.0431843,k42020
k56084,10.2536,0.151956,62.8176,0.0440583,k46084
k17389,14.4401,0.0180035,112.678,0.0332401,k20947
k12997,2.59789,0.276458,132.895,0.0253467,k44013
k19369,6.01853,0.229786,83.565,0.123819,k22855
k23040,1.12714,0.173513,108.996,0.0131683,k29718
k31099,11.7963,0.0260822,76.3888,0.0219326,k54068
k14725,9.12839,0.0280613,91.7263,0.0297055,k39457
k42483,10.7345,0.0552778,54.9523,0.0158358,k30011
k38293,8.55966,0.105313,239.85,0.0660436,k1737
k16140,16.9278,0.204387,99.4592,0.0366764,k46172
k44221,15.4854,0.666007,135.951,0.0245477,k18646
k16159,13.4302,0.157176,196.228,0.0314992,k27715
k23979,8.58845,0.0605729,159.748,0.028757,k29481
k39070,9.58215,0.0112963,246.894,0.107798,k7724
k35230,3.08458,0.0178935,189.973,0.0398985,k1351
k38256,6.78414,0.0374479,56.5207,0.0318348,k43418
k12039,9.67753,0.0118866,29.0981,0.0538742,k20921
k24688,11.9837,0.165295,183.776,0.0285102,k12702
k34349,8.1544,0.10196,120.525,0.0355186,k9203
k14383,15.5688,0.0663773,92.2644,0.086496,k41035
k15138,7.34782,0.103264,115.495,0.0154899,k45704
k35849,9.38343,0.256887,132.445,0.112565,k1409
k26357,6.49314,0.620324,66.1007,0.0271009,k43684
k51345,11.1535,0.460091,67.4432,0.015647,k37083
k34495,4.70373,0.261557,147.231,0.0524963,k44782
k23405,14.2838,0.221192,131.306,0.0496122,k13214
k11305,10.9891,0.00585069,176.313,0.137113,k41274
k45219,3.1197,0.141707,110.089,0.094569,k40892
k14040,2.6396,0.16,128.339,0.0216214,k48093
k12850,4.6754,0.120833,79.4454,0.0344677,k2595
k7961,14.1107,0.0240104,128.804,0.0244631,k19507
k45540,14.1272,0.169277,123.849,0.0608182,k26118
