Key_1_2,V9,V27,V7,V3
k40314,0.702835,0.532512,0.124126,0.175
k43709,0.0938763,0.875398,0.505517,0.55
k14719,0.396663,-0.872512,0.54257,0.59375
k22223,0.116438,0.132998,0.448458,0.484375
k48410,0.352687,0.376375,0.42477,0.494444
k16041,0.294973,0.260492,0.280405,0.35
k33673,0.670671,2.61359,0.114997,0.158333
k4112,0.396203,0.701661,0.560012,0.627778
k29297,0.0348353,0.61583,0.461501,0.477778
k33820,0.0399248,-0.0236439,1.01788,1.0
k52358,0.408625,-0.458626,0.263707,0.290625
k32563,0.628471,-1.92866,0.151318,0.205556
k44718,0.344042,4.97595,0.761783,0.872222
k50077,0.33074,-0.600945,0.177845,0.210417
k48793,0.372791,-1.5901,0.131837,0.155556
k38921,0.517102,0.160907,0.154852,0.1875
k41467,0.529287,0.146772,0.40355,0.433333
k46152,0.53066,-0.768108,0.0997881,0.122222
k24874,0.481584,0.77483,0.267208,0.316667
k1336,0.285,1.90817,0.0997285,0.111111
k55787,0.470929,0.353418,0.425476,0.486111
k48040,0.332746,1.01669,0.664825,0.808333
k36822,0.182988,0.135163,0.331908,0.344444
k26789,0.219203,0.0758665,0.186228,0.221875
k47661,0.773401,0.190907,0.455186,0.358333
k18215,0.57984,0.126345,0.182382,0.275
k19646,0.622325,3.78703,0.178491,0.225
k47958,0.683923,0.16316,0.257791,0.366667
k57072,0.177026,1.79065,0.11726,0.133333
k55400,0.513801,0.939698,0.460706,0.530556
k42557,0.327453,-0.964376,0.167684,0.19375
k10011,0.607532,-0.310754,0.233551,0.361111
k16594,0.355385,0.256659,0.0841384,0.108333
k49995,0.249,-0.310526,0.467254,0.555556
k35804,0.318463,1.31086,0.59154,0.644444
k55385,0.580277,-0.155782,0.175988,0.205556
k38670,0.364792,1.85011,0.223054,0.25
k11071,0.63405,0.995503,0.891758,0.861111
k39737,0.0430497,0.227536,0.31793,0.330556
k34058,0.637689,1.37299,0.32736,0.375
k163,0.379742,0.907297,0.41094,0.471875
k10847,0.560746,5.03099,0.396324,0.544444
k1021,0.271161,0.475758,0.44711,0.494444
k23641,0.410242,-3.24301,0.151034,0.197917
k32433,0.254143,-0.136379,0.190007,0.23125
k47428,0.37723,0.944255,0.164541,0.197222
k50293,0.639334,2.24051,0.457982,0.595833
k8113,0.61419,0.988174,1.22179,1.0
k18412,0.447096,0.0207331,0.115576,0.177083
k50884,0.477266,1.92899,0.349904,0.444444
k10232,0.345197,0.037966,0.268226,0.3375
k50274,0.231323,3.67687,0.265443,0.313889
k22616,0.374522,0.494988,0.485687,0.635417
k2952,0.415786,0.028448,0.13816,0.197222
k2315,0.621875,1.96704,0.498749,0.679167
k50876,0.167159,-2.68762,0.164003,0.188889
k1123,0.265873,-1.73486,0.121254,0.13125
k5355,0.206674,-0.30633,0.494597,0.55
k49516,0.0962484,0.319148,0.697612,0.725
k4946,0.131271,0.101699,0.0989782,0.108333
k12620,0.254778,1.05871,0.899347,1.0
k52189,0.565452,0.838345,0.733363,0.727083
k38320,0.139701,-0.563289,0.528083,0.588889
k45902,0.538527,1.84496,0.384506,0.54375
k32340,0.0153,-0.865983,0.384713,0.390625
k25452,0.393939,0.0183503,0.115046,0.136111
k453,0.503414,0.0712498,0.217505,0.294444
k47930,0.26672,0.910094,0.177139,0.213889
k11260,0.364449,0.287124,0.247618,0.286111
k46287,0.206493,-0.832833,0.32852,0.405556
k9575,0.388316,-1.23037,0.348967,0.438889
k15458,0.16626,-8.87623,0.304862,0.341667
k18116,0.419374,0.0665074,0.161638,0.2125
k18545,0.446199,0.57023,0.268033,0.363889
k23544,0.316519,2.84112,0.24223,0.269444
k44432,0.342245,0.439078,0.35942,0.428125
k55454,0.295565,-0.782846,0.126065,0.147222
k45904,0.472584,0.172826,0.835276,0.875
k19387,0.149451,-0.754785,0.327754,0.35
k22515,0.525531,-0.817819,0.0326412,0.0583333
k28198,0.0733884,1.69247,0.414829,0.441667
k14873,0.471253,-0.713259,0.410242,0.455556
k11712,0.0902132,0.716198,0.123023,0.134375
k22681,0.49735,1.22621,0.405212,0.602778
k6646,0.335119,-0.84592,0.303876,0.369444
k46548,0.522305,2.87306,0.220939,0.302083
k23684,0.367248,-0.555922,0.486281,0.622222
k29148,0.268814,0.302225,0.435396,0.496875
k13602,0.459702,1.21234,0.204036,0.291667
k11539,0.374599,0.0188071,0.62061,0.808333
k9857,0.329697,1.1894,0.0714226,0.0833333
k39584,0.371863,-0.109368,0.284776,0.370833
k20118,0.645299,1.1461,0.156983,0.216667
k15896,0.159481,1.25268,0.849545,0.970833
k26172,0.280053,1.53799,0.195445,0.216667
k52430,0.771118,0.408558,0.69511,0.68125
k38188,0.132112,0.918234,0.211411,0.241667
k5961,0.483888,7.06473,0.194236,0.252083
k20857,0.0187658,-0.87467,0.359936,0.366667
k56216,0.310152,-0.512825,0.568427,0.622222
k45564,0.275556,0.790134,0.265062,0.308333
k51074,0.23154,2.03332,0.213066,0.225
k13413,0.0473279,0.126228,0.609896,0.638889
k36118,0.127592,0.314862,0.317395,0.352778
k29833,0.563466,0.760529,0.441509,0.497222
k8528,0.374531,0.361434,0.285646,0.308333
k50044,0.423958,-1.45294,0.252975,0.283333
k13658,0.295833,0.0961682,0.275494,0.336111
k9079,0.65775,2.75459,0.692683,0.719444
k56948,0.256036,0.0501343,0.190668,0.216667
k2179,0.537585,-0.220973,0.263985,0.344444
k6165,0.472499,0.115016,0.606871,0.835417
k41863,0.469329,0.512131,0.408721,0.497222
k2419,0.378097,-0.515243,0.28818,0.313889
k21334,0.433693,-0.371059,0.361456,0.525
k31415,0.270313,1.249,0.0473008,0.0555556
k27456,0.334409,1.44087,0.0690166,0.0833333
k14083,0.0783796,-0.110963,0.260769,0.28125
k10734,0.182544,0.216064,0.248055,0.286111
k53153,0.423497,0.323209,0.126468,0.180556
k34409,0.37726,0.748871,0.941847,1.0
k32561,0.273528,-1.37923,0.468767,0.558333
k34207,0.130754,2.1806,0.306898,0.35
k8764,0.405299,8.3415,0.237034,0.272222
k37472,0.491624,-0.311182,0.195529,0.269444
k37337,0.267974,1.49413,0.118123,0.141667
k1341,0.463766,0.761547,0.402322,0.483333
k55942,0.380043,-2.00049,0.264731,0.322222
k29926,0.369383,4.557,0.174619,0.2375
k10979,0.222176,0.558468,0.440062,0.538889
k55633,0.552741,-1.31706,0.294888,0.314583
k44124,0.509469,0.604441,0.760715,0.769444
k37372,0.504346,0.921759,0.712277,0.955556
k43834,0.50193,-0.443541,0.165457,0.25
k1408,0.343967,0.773207,0.220689,0.319444
k54569,0.170426,-0.308568,0.617211,0.638889
k2994,0.178931,0.112178,0.373978,0.38125
k50671,0.496022,-0.307884,0.201904,0.230556
k43005,0.615149,2.69206,0.180129,0.202778
k149,0.516317,0.0954445,0.78143,0.894444
k53452,0.423611,0.0470864,0.0578279,0.0833333
k17574,0.0614972,1.60642,0.51952,0.539583
k10286,0.234751,7.55046,0.25522,0.297917
k6400,0.149562,-0.483325,0.245839,0.277778
k51793,0.143892,0.735647,0.297308,0.335417
k46359,0.155882,1.54376,0.0770634,0.0888889
k37688,0.307497,0.345904,0.117963,0.152778
k36671,0.108831,-0.371839,0.475631,0.496875
k39615,0.304889,2.47959,0.269191,0.352778
k36483,0.182213,-0.222052,0.329914,0.3875
k15014,0.4,1.07108,0.141442,0.178125
k4671,0.344545,3.43848,0.109958,0.139583
k12376,0.465176,2.04027,0.147283,0.184375
k37413,0.361241,2.81657,0.207074,0.266667
k9302,0.351789,0.242867,0.136075,0.163889
k2771,0.0938995,-0.436142,0.729338,0.733333
k25188,0.566149,0.952257,0.0652749,0.0888889
k51719,0.367098,-0.25376,0.186023,0.225
k7604,0.63058,1.95883,0.53057,0.7
k45479,0.365568,2.72681,0.139508,0.188889
k50635,0.334573,-0.713253,0.121685,0.14375
k33022,0.443559,0.48163,0.338419,0.427778
k12437,0.498373,-0.256232,0.100987,0.120833
k45640,0.405999,-0.417386,0.425243,0.466667
k29084,0.220599,0.718646,0.314888,0.370833
k51603,0.0996116,-0.249873,0.300791,0.327778
k46349,0.225587,2.03435,0.16189,0.197222
k2932,0.469886,2.63588,0.131544,0.152778
k36541,0.288602,0.339146,0.228949,0.263889
k10139,0.233515,2.15867,0.317034,0.38125
k37880,0.377058,0.199557,0.216965,0.259375
k46455,0.708905,-1.15238,0.333688,0.364583
k25989,0.578112,0.773164,0.521113,0.60625
k42911,0.530957,1.00409,0.140202,0.164583
k28428,0.396112,0.98544,0.0796063,0.10625
k44863,0.281395,-0.174066,0.358152,0.403125
k32944,0.406187,0.785846,0.204449,0.275
k8838,0.318956,0.0610336,0.487434,0.616667
k43595,0.417749,-0.529842,0.861861,1.0
k4641,0.363953,-2.12365,0.924633,1.0
k31020,0.128495,1.2312,0.100114,0.105556
k6127,0.369676,2.94897,1.07852,1.0
k10032,0.640309,-0.518373,0.0681811,0.1
k9788,0.489449,1.79555,0.107089,0.161111
k30006,0.133505,0.280764,0.269397,0.3
k15604,0.585722,-0.860876,0.150511,0.227778
k21796,0.31045,-0.426624,0.404732,0.475
k57302,0.158953,0.440451,0.273407,0.308333
k21432,0.391098,-0.0661495,0.395316,0.375
k8845,0.106436,-0.0117444,0.155204,0.170833
k39105,0.200028,0.166261,0.566265,0.619444
k19071,0.038488,-2.17025,0.293786,0.303125
k37828,0.299638,-0.303621,0.227838,0.269444
k8701,0.499419,-0.842096,0.0776531,0.113889
k52216,0.128915,-0.387882,0.431836,0.4625
k38653,0.23489,2.08448,0.3911,0.433333
k8385,0.243076,0.993476,0.19644,0.2125
k5619,0.306106,0.446772,0.177406,0.222222
k34282,0.558951,0.0689829,0.782493,0.783333
k56348,0.287582,1.34034,0.462809,0.53125
k17841,0.60015,0.490326,0.331889,0.4625
k26232,0.695241,1.63702,0.220582,0.26875
k26686,0.221207,-0.84191,0.103354,0.121875
k31929,0.35102,0.827222,0.416768,0.469444
k44912,0.402669,-0.0516543,0.189485,0.216667
k30514,0.109515,-0.998195,0.26454,0.286111
k19075,0.476389,0.475807,0.0853343,0.133333
k55955,0.39547,-0.0340205,0.205795,0.277083
k15553,0.34146,4.86096,0.521958,0.570833
k44835,0.479892,0.705289,0.296362,0.396875
k34864,0.831159,-2.96087,0.303011,0.380556
k29038,0.31754,0.00667864,0.109968,0.129167
k13496,0.335526,-0.459358,0.122831,0.133333
k30616,0.603113,0.44443,0.289205,0.322222
k13525,0.329433,0.777917,0.138584,0.161111
k24981,0.34384,-0.25033,0.330616,0.416667
k36539,0.406867,0.715751,0.321393,0.4625
k45218,0.0929914,1.10075,0.475061,0.511111
k19545,0.245847,0.419818,0.86457,0.852778
k17436,0.0655303,0.0991425,0.429809,0.458333
k18468,0.613979,0.68062,0.578175,0.708333
k10940,0.388878,0.40134,0.602816,0.713889
k49925,0.139449,-1.17019,0.220734,0.247222
k47642,0.242869,0.951429,0.0383739,0.0444444
k52628,0.466966,3.57107,0.29377,0.364583
k44272,0.298272,-2.68908,0.549622,0.639583
k8003,0.334757,0.599598,0.0715682,0.0791667
k12703,0.454325,-0.192882,0.195518,0.235417
k40794,0.394789,1.78983,0.253208,0.302083
k19105,0.238426,-0.628963,0.196714,0.225
k17402,0.262581,-0.869619,0.199823,0.233333
k7142,0.5109,-0.0110466,0.148956,0.183333
k15295,0.286215,0.615127,0.966863,1.0
k50922,0.281299,-0.699838,0.179402,0.236111
k19782,0.566973,-0.811172,0.110121,0.144444
k6069,0.141219,1.26131,0.804136,0.788889
k39185,0.241059,-0.823074,0.420941,0.480556
k9885,0.155351,-0.165991,0.53836,0.580556
k23305,0.265697,-0.682304,0.466589,0.484375
k12591,0.538117,-1.17588,0.068748,0.0861111
k16298,0.558702,-2.15132,0.671259,0.754167
k51321,0.524791,1.67608,0.53096,0.580556
k27988,0.221114,0.482706,0.212432,0.247222
k5697,0.522232,0.171154,0.244635,0.3
k25296,0.429424,0.990076,0.473572,0.664583
k39824,0.205,1.29354,0.0612801,0.0694444
k34870,0.315719,4.53972,0.218625,0.2625
k23563,0.338251,0.0126665,0.0491819,0.0638889
k6215,0.183116,0.538191,0.456077,0.497222
k11425,0.120475,-0.253304,0.314184,0.355556
k4759,0.367019,14.0053,0.382063,0.525
k13556,0.448531,0.1761,0.190011,0.279167
k10733,0.465428,0.323115,0.120976,0.16875
k43923,0.186843,0.59839,0.309742,0.338889
k5285,0.438443,0.199052,0.232472,0.333333
k42905,0.16206,-0.995301,0.449166,0.5
k56947,0.108997,0.672072,0.253667,0.279167
k56702,0.211873,1.37468,0.454463,0.544444
k11932,0.388797,-0.131766,0.127537,0.163889
k47296,0.297028,2.20697,0.173399,0.205556
k51732,0.362045,-0.169584,0.168085,0.188889
k50403,0.39874,0.760058,0.445563,0.514583
k22214,0.47142,-0.233757,0.235449,0.295833
k29223,0.467897,-0.078424,0.125414,0.164583
k8132,0.145795,0.381179,0.272224,0.305556
k51712,0.369832,-0.852897,0.728988,0.719444
k656,0.314526,-0.691626,0.34212,0.386111
k44491,0.278246,0.0638697,0.496449,0.51875
k19643,0.634438,0.211515,0.563926,0.638889
k26347,0.0302157,0.880805,0.38018,0.391667
k813,0.307131,-0.62627,0.477167,0.538889
k48414,0.436051,1.38384,0.741379,0.764583
k39229,0.0384838,0.409236,1.01865,1.0
k33487,0.355969,0.471683,0.527803,0.59375
k45536,0.28835,-0.170801,0.0890398,0.113889
k53266,0.343281,1.00124,0.162411,0.205556
k46925,0.436883,0.458455,0.337026,0.355556
k7658,0.416539,1.16542,0.755671,0.770833
k41474,0.387128,-0.875919,0.317333,0.402778
k2885,0.168941,-0.023412,0.674863,0.636111
k29998,0.48392,-0.679763,0.254776,0.302778
k48990,0.572652,2.72174,0.209039,0.23125
k8321,0.327358,1.46335,0.414202,0.505556
k56570,0.530825,0.468393,0.329346,0.463889
k49833,0.215248,-0.770682,0.590531,0.675
k48313,0.273661,1.77536,0.412455,0.472222
k42877,0.544367,0.547239,0.326271,0.447917
k17058,0.133318,-0.257676,0.339634,0.386111
k31089,0.409522,0.538371,0.66339,0.747222
k20544,0.123662,-0.132848,0.266961,0.296875
k11695,0.489626,2.70731,0.146319,0.185417
k34088,0.344658,-0.680344,0.155824,0.177778
k45792,0.578817,5.50282,0.386949,0.472917
k31264,0.388711,0.479643,0.23057,0.284375
k6311,0.341511,-1.51747,0.231273,0.335417
k30194,0.534419,1.05397,0.179161,0.204167
k46253,0.559513,0.567548,0.0588054,0.0916667
k8183,0.495477,-0.82618,0.440444,0.560417
k17428,0.0721073,1.24102,0.360357,0.386111
k34855,0.347861,0.272462,0.134753,0.166667
k52306,0.542948,0.788192,0.173311,0.252778
k50943,0.521621,0.639707,0.666278,0.94375
k20137,0.481433,1.15431,0.275322,0.358333
k13165,0.0943182,0.0278931,0.19527,0.213889
k55893,0.0280711,0.178188,0.627395,0.644444
k1468,0.107124,0.065915,0.41162,0.45
k52678,0.420212,0.158294,0.396995,0.484375
k28114,0.711659,-0.84523,0.725914,0.694444
k32615,0.365079,1.12002,0.100802,0.13125
k7037,0.509594,-0.0488014,0.614348,0.641667
k2395,0.290505,0.995027,0.124085,0.144444
k30644,0.13697,-0.424642,0.492825,0.540625
k42665,0.482242,0.0146335,0.137542,0.175
k22851,0.213525,-0.41427,0.49819,0.578125
k24217,0.202355,0.277473,0.703376,0.766667
k30488,0.272007,-0.731861,0.168956,0.197222
k22470,0.0505575,1.47229,0.189732,0.197222
k45948,0.214814,0.97622,0.175349,0.214583
k42522,0.271991,-0.121468,0.0622403,0.075
k41242,0.725597,0.364836,0.306297,0.445833
k8276,0.547696,1.07596,0.282376,0.286111
k23627,0.294308,0.770377,0.297142,0.3625
k4996,0.136054,0.0483553,0.161614,0.175
k32853,0.124649,0.464675,0.24987,0.280556
k10682,0.274258,23.9985,0.30532,0.366667
k19965,0.215947,0.128962,0.188246,0.233333
k1976,0.206693,0.770831,0.234178,0.261111
k26193,0.395286,0.255448,0.263824,0.347222
k56981,0.347081,-0.758464,0.42171,0.533333
k11767,0.409198,-1.29781,0.127946,0.177083
k11559,0.645343,1.62624,0.222541,0.222222
k32379,0.373893,-2.39661,0.103857,0.138889
k15350,0.336258,1.27822,0.265405,0.333333
k24501,0.625844,0.711236,0.385554,0.6
k35028,0.330854,-2.01045,0.054606,0.06875
k33639,0.725978,0.827331,0.28251,0.33125
k7980,0.41578,-2.75692,0.296158,0.370833
k33913,0.491263,-0.298172,0.864675,1.0
k18899,0.230107,0.111107,0.418404,0.452083
k42570,0.48844,0.673626,0.121308,0.141667
k9103,0.335662,0.534446,0.566031,0.747222
k15986,0.439936,0.995913,0.111146,0.152778
k11170,0.594457,-0.701604,0.316023,0.338889
k4464,0.254722,0.884159,0.428148,0.477083
k35634,0.629239,-0.252095,0.461542,0.558333
k5373,0.16948,0.278783,0.136172,0.1625
k48824,0.248289,0.309903,0.476237,0.575
k46396,0.29482,-3.2888,0.120922,0.152083
k19870,0.398688,-1.6306,0.213954,0.247222
k28176,0.26366,2.92789,0.401202,0.45
k12601,0.414935,0.163505,0.0867822,0.102778
k37358,0.188574,-0.0254368,0.0638761,0.075
k49920,0.126667,0.701966,0.427129,0.458333
k41776,0.607888,1.62926,0.120305,0.125
k12581,0.379517,1.3325,0.235129,0.366667
k30910,0.533245,-1.71919,0.841354,0.905556
k48388,0.226641,2.19829,0.533829,0.580556
k48063,0.666962,0.155437,0.41207,0.455556
k31811,0.155398,-0.584027,0.324679,0.366667
k24864,0.0528836,-0.188834,0.207698,0.21875
k45953,0.494079,-4.04588,0.586336,0.761111
k881,0.389549,0.337525,0.1279,0.166667
k11288,0.445025,1.98879,0.226149,0.252778
k8808,0.252558,2.12622,0.429016,0.5
k35462,0.577272,0.301775,0.179125,0.216667
k12132,0.321877,1.16099,0.174944,0.216667
k4154,0.368961,0.712235,0.303973,0.352778
k40706,0.479062,0.183028,0.174182,0.186111
k46177,0.327152,0.463765,0.559489,0.713889
k43522,0.4392,-0.927821,0.361564,0.452778
k9900,0.274093,-1.03876,0.626913,0.663889
k43358,0.329748,0.521424,0.407094,0.488889
k56851,0.312942,1.10721,0.235754,0.286111
k11005,0.14649,0.620211,0.54102,0.583333
k51631,0.322111,0.029374,0.355647,0.372222
k1857,0.435268,0.509275,0.0621194,0.0777778
k46619,0.170265,1.37428,0.185402,0.213889
k18169,0.379487,1.34489,0.109215,0.147222
k17292,0.358943,0.938634,0.129816,0.170833
k27832,0.0527856,0.00344821,0.237138,0.247222
k46632,0.184424,0.450103,0.255304,0.288889
k48028,0.162606,-0.188144,0.348295,0.36875
k47678,0.393327,-0.0786631,0.599899,0.738889
k40295,0.298062,-0.976842,0.0740018,0.0895833
k17883,0.399957,1.27514,0.750729,0.814583
k29614,0.0483308,0.373533,0.885189,0.929167
k6598,0.441174,2.3548,0.347713,0.405556
k11147,0.468063,-0.237953,0.208354,0.303125
k44632,0.213115,-0.863112,0.111858,0.127083
k30713,0.18159,-0.434881,0.327909,0.383333
k21115,0.11652,0.13497,0.703878,0.708333
k53721,0.711386,0.759483,0.335389,0.333333
k56246,0.190015,-0.199767,0.382651,0.4375
k49547,0.764307,0.624362,0.281381,0.355556
k6629,0.195678,-0.113532,0.347939,0.372222
k42039,0.454545,0.0918794,0.152586,0.183333
k49094,0.384446,1.91364,0.347453,0.338889
k53224,0.583842,-0.80195,0.316766,0.355556
k34044,0.648501,-0.0685528,0.914681,0.980556
k48551,0.243613,-0.352629,0.996059,1.0
k72,0.331009,8.43349,0.311081,0.378125
k7417,0.20769,0.0688326,0.373069,0.413889
k40661,0.246221,-1.32476,0.805604,0.791667
k17115,0.37415,2.8613,0.080964,0.102083
k14328,0.37051,0.314317,0.750932,0.716667
k20120,0.432371,0.597163,0.524803,0.655556
k32400,0.165473,0.888186,0.47648,0.513889
k56363,0.394687,-1.00187,0.464704,0.535417
k30108,0.417347,2.83352,0.0751781,0.0958333
k31399,0.141725,0.192833,0.294876,0.334375
k44571,0.369464,0.561936,0.0258021,0.0305556
k29726,0.520872,-1.21112,0.805144,0.891667
k33412,0.403066,0.474808,0.191802,0.194444
k12518,0.198594,1.2169,0.189371,0.230556
k21007,0.417773,0.941416,0.143849,0.185417
k32262,0.158251,0.244242,0.42546,0.471875
k53209,0.290675,0.16851,0.430188,0.5125
k46157,0.187995,14.0133,0.209398,0.239583
k20360,0.379197,-0.0841206,0.282922,0.377778
k8141,0.506732,2.709,0.206251,0.2625
k29248,0.0899254,-0.152659,0.103652,0.111111
k47390,0.0979735,0.0745056,0.277134,0.305556
k33058,0.302805,0.11293,0.0872151,0.113889
k44091,0.447867,3.33842,0.278793,0.35
k6643,0.551355,-0.299835,0.194454,0.247222
k18617,0.200499,1.08058,1.00542,1.0
k36182,0.438302,0.66893,0.542352,0.619444
k48331,0.254321,-0.877498,0.0709885,0.084375
k14545,0.479856,3.45188,0.485169,0.530556
k40384,0.258199,1.13545,0.615332,0.688889
k5155,0.294296,0.579487,0.135357,0.166667
k14685,0.561538,2.09949,0.140152,0.241667
k7212,0.240654,0.535686,0.15651,0.179167
k16058,0.316346,-0.145935,0.366337,0.402778
k48492,0.47465,0.873669,0.747784,0.883333
k37576,0.27183,1.13318,0.648506,0.705556
k33754,0.373311,-0.85999,0.113964,0.122222
k46508,0.36375,1.42446,0.505829,0.597222
k50777,0.293304,0.383218,0.163223,0.194444
k46864,0.339593,-0.178847,0.410442,0.5
k33783,0.353595,2.32521,0.320213,0.394444
k37701,0.144422,-1.30067,0.105689,0.122222
k21599,0.216166,-2.48318,0.507627,0.577778
k7153,0.535943,-0.657669,0.916386,0.890625
k34862,0.706374,-0.0921491,0.485502,0.660417
k26252,0.263556,2.03427,0.0821929,0.104167
k11376,0.427338,0.316959,1.01767,1.0
k13631,0.0507311,3.22548,0.245008,0.254167
k1536,0.335329,2.14093,0.42429,0.463889
k25860,0.645418,-0.475903,0.515528,0.564583
k49080,0.580399,7.53428,0.30227,0.336111
k35001,0.301745,-1.25558,0.0906684,0.102778
k17988,0.456028,0.423209,0.397761,0.577083
k39785,0.706481,3.92803,0.100749,0.138889
k36139,0.450446,-0.236869,0.50234,0.671875
k1895,0.182686,-1.27554,0.468004,0.5125
k52191,0.508695,1.10672,0.179143,0.195833
k22211,0.476073,0.470933,0.332166,0.391667
k6796,0.0451273,0.91992,1.02141,1.0
k8325,0.347282,-5.48638,0.175806,0.227778
k45144,0.275503,0.289675,0.36902,0.483333
k46000,0.444744,-0.924033,0.236668,0.302778
k29812,0.272948,0.4069,0.337933,0.360417
k42976,0.765328,-0.61626,0.201559,0.238889
k53189,0.376298,-0.989049,0.192126,0.2125
k18848,0.448181,-1.56808,0.182983,0.230556
k11495,0.190184,-0.0455191,0.137053,0.1625
k55629,0.406923,-0.0220224,0.180655,0.2
k9888,0.290522,1.41965,0.461707,0.505556
k42819,0.260218,-1.07207,0.0920055,0.109375
k17321,0.395349,-0.538209,0.0660854,0.0875
k39108,0.159207,2.65134,0.814031,0.894444
k56136,0.679315,0.00127013,0.187047,0.233333
k45458,0.382129,-0.71491,0.402801,0.452083
k23947,0.231278,1.07772,0.226558,0.239583
k3566,0.41887,-0.518868,0.377111,0.491667
k37347,0.190113,-11.1349,0.147362,0.169444
k15122,0.301138,-2.14537,0.430763,0.538889
k8826,0.508654,1.42223,0.0798436,0.108333
k23387,0.427424,0.447146,0.304901,0.341667
k25705,0.0,1.24867,1.0,1.0
k38452,0.646309,-1.0638,0.283581,0.388889
k26303,0.452957,0.670425,0.140332,0.1875
k4849,0.0844379,-0.200018,0.391283,0.413889
k5470,0.145357,1.336,0.249188,0.279167
k14175,0.0987237,-0.490891,0.139614,0.154167
k18921,0.347766,0.470138,0.164119,0.202083
k24346,0.183046,0.71939,0.485484,0.529167
k19878,0.437787,13.7781,0.210523,0.255556
k40473,0.389421,1.10756,0.0700264,0.0895833
k9884,0.217049,-1.15446,0.156813,0.1875
k54886,0.671789,-0.462809,0.210041,0.320833
