Key_0_0,V40,V43,V29,V38,Key_1_2
k48434,13.1192,11.5925,0.295833,0.361111,k50274
k51717,32.2556,25.5449,0.0583333,0.388889,k22616
k44660,76.4241,10.8966,0.06875,0.0444444,k2952
k49733,4.55134,20.3001,0.183333,0.225,k2315
k18171,34.6279,15.6048,0.0979167,0.141667,k50876
k36376,9.35577,4.92299,0.43125,1.0,k1123
k25672,21.1849,7.84132,0.333333,0.369444,k5355
k40258,46.8053,16.0839,1.0,0.388889,k49516
k6556,59.4532,3.89729,0.141667,0.108333,k4946
k40219,38.4194,13.4562,0.189583,0.0958333,k12620
k23437,58.6007,18.3068,0.113889,0.316667,k52189
k41121,73.7126,14.7695,0.916667,0.666667,k38320
k22663,5.00735,14.2272,1.0,0.569444,k45902
k47303,19.4114,12.2174,1.0,0.36875,k32340
k34728,28.858,8.80521,0.497222,0.883333,k25452
k10339,12.0345,16.4367,0.45,0.105556,k453
k56079,71.4064,1.15031,0.19375,0.408333,k47930
k20830,5.36087,1.05399,0.347917,0.172222,k11260
k16948,19.5331,9.27464,0.769444,0.902778,k46287
k33725,12.704,19.0568,1.0,0.375,k9575
k6288,58.7778,9.0068,1.0,0.661111,k15458
k21083,25.8349,2.69521,0.76875,0.352778,k18116
k34115,30.783,19.1444,0.1,0.379167,k18545
k38696,4.62328,4.56936,0.25,0.147222,k23544
k2479,16.7983,1.32844,0.8,0.675,k44432
k6879,43.5466,4.94719,0.683333,0.4,k55454
k14005,71.1105,2.3203,1.0,0.619444,k45904
k14587,34.1358,8.93359,0.252083,0.0527778,k19387
k12704,2.31049,11.5351,0.421875,0.2375,k22515
k3926,13.0843,22.8792,0.272917,0.411111,k28198
k51130,10.3901,10.7937,0.379167,0.272222,k14873
k2195,55.6636,2.59435,0.21875,0.552778,k11712
k282,11.326,10.0171,0.114583,0.194444,k22681
k39315,39.3341,18.1411,0.154167,0.166667,k6646
k30371,73.105,10.0554,0.991667,0.46875,k46548
k54959,48.5512,17.593,0.160417,0.344444,k23684
k34098,74.878,1.33252,1.0,0.136111,k29148
k17977,49.89,5.42142,0.360417,0.655556,k13602
k33179,46.323,9.60871,0.50625,0.1125,k11539
k32185,7.6454,8.05089,0.322222,0.729167,k9857
k25285,45.2357,3.39859,0.210417,0.108333,k39584
k54943,73.0568,15.5899,0.191667,0.483333,k20118
k57171,1.04867,10.8505,0.4,0.744444,k15896
k40752,16.4515,9.74073,0.210417,0.2625,k26172
k32330,13.7173,11.4131,1.0,0.23125,k52430
k56621,54.0989,7.94093,0.116667,0.266667,k38188
k3930,11.7921,2.97876,0.545833,0.25,k5961
k40101,22.4783,5.99399,0.577083,0.144444,k20857
k56998,35.4852,10.0547,0.108333,0.272222,k56216
k44969,35.3511,7.97117,0.164583,0.45,k45564
k41403,55.5773,4.2439,0.560417,0.689583,k51074
k43459,57.5076,9.17615,0.99375,0.702778,k13413
k34698,17.4588,12.9869,0.986111,0.0777778,k36118
k39644,35.1302,13.6589,0.183333,0.619444,k29833
k28751,50.7838,16.1013,1.0,0.283333,k8528
k2565,63.1629,10.0118,0.125,0.180556,k50044
k7780,56.8165,16.451,1.0,0.141667,k13658
k38772,70.5504,6.46149,0.0916667,0.380556,k9079
k43074,17.4749,6.3228,0.0583333,0.177778,k56948
k36582,5.79913,10.5347,0.3,0.265625,k2179
k32896,65.1415,3.85854,1.0,0.075,k6165
k23127,24.5826,10.9346,0.458333,0.177778,k41863
k38470,14.5427,0.759442,0.04375,0.5,k2419
k37653,23.4778,2.27732,0.110417,0.627778,k21334
k14106,62.6812,5.14315,0.647917,0.0777778,k31415
k5470,47.1654,1.51315,0.116667,1.0,k27456
k51113,46.2056,8.99832,0.0291667,0.35,k14083
k19980,51.4742,6.24472,0.538889,0.536111,k10734
k4392,26.326,0.0119519,0.327083,0.266667,k53153
k22584,46.9252,16.4672,0.197222,0.397222,k34409
k56146,39.0357,3.86955,1.0,0.163889,k32561
k38204,36.1348,11.803,0.345833,0.566667,k34207
k4942,22.9053,17.509,0.35,0.296875,k8764
k51294,42.0954,0.744683,0.472222,0.15625,k37472
k1718,42.2792,5.35541,1.0,0.463889,k37337
k33038,36.9761,12.1785,1.0,0.125,k1341
k12951,43.9438,12.81,0.85625,0.48125,k55942
k24588,41.6101,11.7891,0.515625,0.472917,k29926
k11317,18.8064,8.47291,1.0,0.380556,k10979
k32539,38.6355,13.9198,1.0,0.683333,k55633
k16250,14.3187,2.84823,0.513889,0.336111,k44124
k51450,68.9933,19.3968,0.904167,0.246875,k37372
k14695,64.8967,13.3536,1.0,0.325,k43834
k37940,53.2313,10.0675,1.0,0.0916667,k1408
k3663,28.2992,1.63666,0.11875,0.255556,k54569
k19741,9.87459,6.6463,0.364583,0.177778,k2994
k20201,37.8773,9.44113,0.238889,0.583333,k50671
k41429,61.2371,1.75445,1.0,0.283333,k43005
k35360,42.3573,1.44186,1.0,0.65,k149
k14298,21.402,14.6381,1.0,0.075,k53452
k46566,53.0725,13.3269,1.0,0.23125,k17574
k43103,55.9781,18.4171,0.155556,0.125,k10286
k9576,12.787,15.0839,1.0,0.291667,k6400
k43705,15.26,12.6683,0.122917,0.536111,k51793
k52323,32.8806,14.9708,0.90625,0.494444,k46359
k35178,66.0752,14.4261,0.247222,0.377083,k37688
k56766,48.9517,4.22141,0.78125,0.911111,k36671
k19523,24.1948,1.21615,0.702778,0.258333,k39615
k1322,47.6454,12.0354,1.0,0.266667,k36483
k35836,3.37692,8.58762,1.0,0.208333,k15014
k50300,33.2312,8.4796,0.869444,0.35,k4671
k35369,37.2495,2.38946,0.8125,0.102778,k12376
k11092,43.0955,16.4752,0.9,0.122222,k37413
k28910,13.6951,1.18268,0.0416667,0.15625,k9302
k27686,43.665,14.9909,0.416667,0.308333,k2771
k22863,0.733123,6.8101,0.383333,0.475,k25188
k6676,53.3106,5.5747,1.0,0.5,k51719
k9487,48.5562,4.38338,1.0,0.155556,k7604
k39719,27.7902,7.70918,1.0,0.35625,k45479
k23411,14.7074,15.4193,0.797917,0.519444,k50635
k22706,13.1325,9.3992,0.73125,0.125,k33022
k31809,2.02203,16.4777,0.172917,0.336111,k12437
k31774,16.6583,3.17148,1.0,0.491667,k45640
k24209,48.4045,6.27443,0.575,0.0875,k29084
k43587,48.323,14.859,0.73125,0.494444,k51603
k15080,11.6477,3.37941,1.0,0.0979167,k46349
k38144,26.8784,14.1585,0.20625,0.2,k2932
k21927,64.5162,4.69503,1.0,0.0611111,k36541
k23404,27.8846,27.1959,0.11875,0.469444,k10139
k44816,35.5252,10.1644,1.0,0.330556,k37880
k19888,15.3671,4.09089,0.585417,0.163889,k46455
k22248,15.0848,4.70037,1.0,0.141667,k25989
k3316,5.7777,7.72302,0.108333,0.34375,k42911
k23696,21.8753,5.14924,0.291667,0.0583333,k28428
k9160,42.526,6.92572,1.0,0.0944444,k44863
k12372,45.3171,10.5199,0.154167,0.275,k32944
k40954,8.76617,17.4078,0.933333,0.586111,k8838
k54329,42.3787,0.931365,0.297917,0.422917,k43595
k49179,59.6062,4.03584,0.720833,0.155556,k4641
k54240,24.8795,13.233,0.291667,0.841667,k31020
k31423,74.4019,22.3033,1.0,0.25,k6127
k14548,30.5064,15.7958,0.720833,0.252083,k10032
k38151,20.812,6.6881,0.129167,0.233333,k9788
k46699,9.03652,12.8547,0.102083,0.25,k30006
k56290,35.7389,1.74111,0.795833,0.430556,k15604
k27516,28.178,2.29611,0.269444,0.844444,k21796
k21508,21.0988,11.4909,0.51875,0.380556,k57302
k49129,32.8852,2.6887,1.0,0.630556,k21432
k35174,18.2157,3.31317,1.0,0.805556,k8845
k49978,8.1213,5.96961,0.25625,0.455556,k39105
k40232,60.2642,12.0252,0.0541667,1.0,k19071
k50690,53.011,6.81667,0.302778,0.4,k37828
k37841,8.49834,16.7614,1.0,0.625,k8701
k22267,19.0361,14.2008,1.0,0.530556,k52216
k14580,51.8969,7.45423,0.504167,1.0,k38653
k7239,63.3582,16.2415,0.816667,0.78125,k8385
k15795,18.1827,6.31016,0.313889,0.425,k5619
k30230,19.3907,8.87785,0.352083,0.363889,k34282
k56327,12.0848,11.0785,0.154167,1.0,k56348
k40200,15.2436,10.4235,0.0979167,0.680556,k17841
k39486,49.7389,14.5324,0.213889,0.5,k26232
k27419,60.0958,13.4378,0.777083,0.602778,k26686
k14842,21.5563,10.0935,0.20625,0.0979167,k31929
k27058,10.2603,13.1299,1.0,0.0472222,k44912
k21256,4.01468,7.22454,0.647917,0.527778,k30514
k19236,76.5695,15.0732,0.85,0.272917,k19075
k30372,15.339,6.0714,0.329167,0.89375,k55955
k39607,24.1585,9.6385,1.0,0.497222,k15553
k52380,9.88607,2.86346,0.145833,0.502083,k44835
k51533,59.5953,3.41003,0.216667,0.334375,k34864
k35720,37.3283,18.6567,0.5,0.172222,k29038
k45747,10.294,20.7751,1.0,0.55625,k13496
k9836,64.9942,12.9541,0.327083,0.0833333,k30616
k428,25.0576,8.05481,0.438889,0.854167,k13525
k9087,38.6608,6.56156,0.127083,0.68125,k24981
k51049,55.5691,15.4394,0.522222,0.190625,k36539
k40448,31.0842,14.7716,0.0916667,0.59375,k45218
k27995,68.3256,6.30615,0.3,0.190625,k19545
k29042,71.339,12.5395,0.991667,0.636111,k17436
k38972,23.6804,8.22993,0.21875,0.20625,k18468
k12580,33.5267,13.1708,0.997917,0.808333,k10940
k45095,23.4099,14.5787,0.547917,0.25625,k49925
k48189,34.8382,12.126,1.0,0.4875,k47642
k49246,21.2743,22.7009,0.655556,0.336111,k52628
k125,19.8078,15.6842,1.0,0.379167,k44272
k48848,12.0594,5.78981,0.741667,0.555556,k8003
k520,62.2573,4.72337,0.08125,0.163889,k12703
k22440,2.46129,9.76603,0.891667,0.513889,k40794
k26866,16.5112,7.88399,0.120833,0.427778,k19105
k55917,32.6878,13.7917,0.45625,0.152778,k17402
k20480,46.1547,5.31774,0.494444,0.0722222,k7142
k6795,32.0227,14.7282,0.164583,0.497917,k15295
k35294,19.2118,4.31941,0.25,0.25,k50922
k16640,19.8605,13.1554,1.0,0.714583,k19782
k9029,15.9135,6.80043,0.622917,0.889583,k6069
k7081,14.4476,13.567,0.447917,0.497917,k39185
k5089,5.6359,2.97693,0.183333,0.325,k9885
k1870,14.2896,9.88472,1.0,0.205556,k23305
k48179,33.6994,27.1495,1.0,0.245833,k12591
k33311,56.039,13.5899,0.377083,0.525,k16298
k33561,73.4559,7.8824,0.08125,0.260417,k51321
k48083,50.5543,10.952,0.229167,0.130556,k27988
k9385,57.4444,3.6391,0.4375,0.927083,k5697
k22554,3.99311,13.7713,1.0,0.104167,k25296
k39232,10.8706,13.8956,0.1,0.558333,k39824
k39859,50.8754,7.20909,0.0791667,0.461111,k34870
k25312,29.7108,4.82705,0.1625,0.344444,k23563
k45845,40.7709,16.5457,1.0,0.616667,k6215
k10749,74.1606,8.73142,0.295833,0.177778,k11425
k41768,46.1211,3.78718,1.0,0.105556,k4759
k34215,43.1205,13.4988,0.872917,0.388889,k13556
k26368,17.7903,10.0406,1.0,0.38125,k10733
k19395,48.0843,1.7469,0.347222,0.810417,k43923
k53004,4.66872,11.4131,0.377083,0.647222,k5285
k8074,7.58548,11.056,0.19375,0.258333,k42905
k8842,38.3119,10.0189,0.210417,0.410417,k56947
k45626,20.6586,5.77862,0.252083,0.246875,k56702
k14608,68.8596,12.4756,1.0,0.283333,k11932
k16557,30.3005,13.3239,1.0,0.165625,k47296
k13619,26.8218,7.61298,0.158333,0.08125,k51732
k11536,52.3117,6.50644,0.665625,0.463889,k50403
k37419,30.792,11.7849,0.133333,0.216667,k22214
k48122,50.4781,3.14762,0.116667,0.522222,k29223
k50427,26.4712,7.72981,0.739583,0.596875,k8132
k44186,4.05728,4.24765,0.145833,0.179167,k51712
k22513,36.3504,10.9567,0.3125,0.536111,k656
k29011,46.4041,20.0429,0.733333,0.128125,k44491
k11588,22.0431,18.6325,1.0,0.0972222,k19643
k2447,59.8372,11.5758,1.0,0.625,k26347
k8684,64.7562,8.81624,0.975,0.160417,k813
k16560,54.5506,22.4713,0.28125,0.34375,k48414
k33452,12.8812,7.48501,0.0958333,0.225,k39229
k214,11.8762,12.9855,0.291667,0.361111,k33487
k37175,3.50657,8.98881,1.0,0.144444,k45536
k29413,14.8939,13.9325,0.225,0.227778,k53266
k33669,42.8467,6.52652,0.11875,0.277778,k46925
k17850,37.6967,10.9647,1.0,0.708333,k7658
k14334,45.1797,7.19588,0.14375,0.364583,k41474
k30675,7.54287,14.7683,0.708333,0.291667,k2885
k7507,33.0078,12.1161,1.0,0.147222,k29998
k14529,48.497,11.2093,0.16875,0.177778,k48990
k43996,32.8988,5.23369,1.0,0.125,k8321
k13968,67.0933,13.7732,1.0,0.433333,k56570
k50820,7.94348,14.4493,0.411111,0.64375,k49833
k19189,60.0927,9.1913,1.0,0.3,k48313
k15004,26.397,1.24008,0.166667,0.844444,k42877
k22927,39.863,1.63193,0.914583,0.2,k17058
k36357,58.6106,13.2818,0.308333,0.311111,k31089
k40546,55.7407,12.9415,0.0708333,0.680556,k20544
k38093,28.7818,5.2336,0.958333,0.15625,k11695
k19294,15.3535,10.0497,0.445833,0.9125,k34088
k22661,17.151,5.32857,1.0,0.144444,k45792
k1075,56.7846,6.5546,1.0,0.516667,k31264
k40415,22.4067,8.78206,0.170833,0.309375,k6311
k33314,17.4434,1.97968,0.179167,0.269444,k30194
k52106,30.0992,2.51024,0.354167,0.2,k46253
k2687,15.8131,28.6566,0.302778,0.475,k8183
k35067,56.7164,13.012,0.694444,0.790625,k17428
k32988,15.8803,1.56848,0.285417,0.586111,k34855
k29052,2.09404,7.38136,1.0,0.454167,k52306
k41979,24.7147,6.20806,0.991667,0.927778,k50943
k21790,12.7631,2.69584,0.1125,0.0722222,k20137
k10338,15.4072,2.1406,1.0,0.275,k13165
k8248,51.5134,18.1087,0.19375,0.210417,k55893
k40873,33.8269,7.47297,0.136111,0.26875,k1468
k41185,55.059,13.1028,1.0,0.2,k52678
k50957,50.2104,13.7065,0.30625,0.0944444,k28114
k5680,24.3257,4.5359,1.0,0.341667,k32615
k54438,17.6891,1.35076,0.483333,0.420833,k7037
k4574,12.8189,3.25693,0.225,0.883333,k2395
k56495,20.5918,7.9454,0.889583,0.288889,k30644
k16669,2.57947,7.90962,0.116667,0.06875,k42665
k7088,19.1838,21.6009,0.239583,0.06875,k22851
k11928,11.5122,15.2612,0.23125,0.14375,k24217
k12137,15.0497,14.3585,0.28125,0.929167,k30488
k40317,33.445,7.1654,0.425,0.188889,k22470
k39564,47.6406,3.23975,0.930556,0.945833,k45948
k46017,61.9906,2.75286,0.314583,0.475,k42522
k51226,20.535,6.32994,0.185417,0.388889,k41242
k236,69.5361,9.0578,0.6,0.210417,k8276
k7556,29.316,14.8895,1.0,0.647222,k23627
k30216,18.5852,11.6982,0.227083,0.1375,k4996
k34830,61.7398,12.7516,0.133333,0.355556,k32853
k41770,10.1108,0.0287677,0.289583,0.219444,k10682
k20569,38.8677,9.89061,1.0,0.58125,k19965
k30689,46.3416,13.3095,0.820833,0.686111,k1976
k18135,66.0444,12.3998,0.475,1.0,k26193
k670,10.0054,17.4957,0.247222,0.0944444,k56981
k16151,30.16,10.0835,0.1875,0.0972222,k11767
k40350,14.4243,17.186,0.0416667,0.340625,k11559
k53413,13.3788,3.34872,0.222917,0.495833,k32379
k48461,47.165,8.34959,1.0,0.122222,k15350
k7072,15.1944,4.93259,0.611111,0.102083,k24501
k15175,70.6692,6.78956,0.169444,0.216667,k35028
k41397,84.5641,13.3847,1.0,0.0611111,k33639
k56712,47.2975,7.53324,0.74375,0.552778,k7980
k16663,29.4086,2.93692,0.147222,0.583333,k33913
k8554,27.1109,11.1847,0.075,0.169444,k18899
k14888,24.6597,14.4024,0.716667,0.0805556,k42570
k57047,43.366,14.401,0.113889,0.241667,k9103
k33513,16.0722,2.92133,0.138889,0.466667,k15986
k1579,1.2276,15.2302,0.1875,0.175,k11170
k47618,22.5653,23.9273,0.402778,0.38125,k4464
k16878,34.3022,12.8112,0.341667,0.183333,k35634
k22223,55.1091,19.6149,0.71875,0.561111,k5373
k10957,32.532,14.723,0.20625,0.24375,k48824
k8186,17.9581,13.0559,0.18125,0.9375,k46396
k10463,10.3061,19.7425,0.9375,0.761111,k19870
k3347,18.5233,14.3116,0.691667,0.8,k28176
k22597,5.15927,2.8164,0.0479167,0.269444,k12601
k43431,67.2819,7.53805,0.114583,0.794444,k37358
k16796,38.6336,16.3751,0.308333,0.0645833,k49920
k30880,39.4329,19.8448,1.0,0.3875,k41776
k41744,20.0247,3.44202,0.0666667,0.425,k12581
k6803,33.3248,9.99811,0.130556,0.463889,k30910
k56955,46.8997,9.19313,1.0,0.269444,k48388
k30357,22.5724,3.96405,1.0,0.391667,k48063
k50800,34.5165,12.0291,0.533333,0.210417,k31811
k10796,20.2444,9.10401,1.0,0.364583,k24864
k4457,62.9133,10.8181,1.0,0.647222,k45953
k5184,50.3588,4.13609,1.0,0.291667,k881
k45168,29.9286,4.51044,0.583333,0.327778,k11288
k43569,47.2454,3.6212,0.541667,0.219444,k8808
k22510,56.0935,15.4775,0.144444,0.119444,k35462
k55811,50.0142,4.76642,0.922222,0.15625,k12132
k10538,42.3183,8.51692,0.683333,0.541667,k4154
k9839,74.0778,2.3503,0.56875,0.291667,k40706
k21717,48.8404,9.81404,0.797917,0.191667,k46177
k6439,50.2478,7.27069,1.0,0.508333,k43522
k10699,14.9072,15.158,0.2,0.147222,k9900
k26529,18.8646,12.0418,0.0729167,0.533333,k43358
k40623,48.8979,5.77051,0.20625,0.491667,k56851
k49193,25.9247,19.0201,0.177778,0.103125,k11005
k50373,30.2682,7.61184,0.433333,0.15,k51631
k27125,31.0065,7.49378,1.0,0.327778,k1857
k55181,35.5126,8.61814,0.494444,0.561111,k46619
k53397,24.5156,12.4571,0.197917,0.0472222,k18169
k17263,38.9147,16.0399,1.0,0.291667,k17292
k56084,53.0204,16.1517,0.55,0.2125,k27832
k17389,74.3513,10.6612,0.0520833,0.359375,k46632
k12997,9.58234,1.30277,1.0,0.422222,k48028
k19369,11.0865,2.30209,0.19375,0.738889,k47678
k23040,16.2891,0.48082,0.972917,0.133333,k40295
k31099,11.9994,22.1085,1.0,0.208333,k17883
k14725,60.37,7.53758,0.3125,0.320833,k29614
k42483,33.8862,16.2648,0.991667,0.427778,k6598
k38293,12.832,3.05166,0.15625,0.316667,k11147
k16140,48.1953,1.26958,1.0,0.878125,k44632
k44221,68.8722,1.94851,0.5625,0.0958333,k30713
k16159,25.5926,2.36744,0.110417,0.31875,k21115
k23979,37.4047,8.36193,0.89375,0.741667,k53721
k39070,48.1597,13.8819,0.241667,0.258333,k56246
k35230,48.2794,5.66976,0.3125,0.147222,k49547
k38256,37.0936,13.8255,0.141667,0.378125,k6629
k12039,17.0507,13.4148,1.0,0.0972222,k42039
k24688,31.2351,8.68003,1.0,0.294444,k49094
k34349,61.7927,12.998,0.30625,0.297222,k53224
k14383,14.638,16.3866,0.416667,0.477778,k34044
k15138,35.6491,4.17703,0.829167,0.466667,k48551
k35849,46.9027,20.5097,0.514583,0.397222,k72
k26357,17.8184,14.6204,0.314583,0.180556,k7417
k51345,57.9345,2.84503,1.0,0.597917,k40661
k34495,51.0406,6.10163,1.0,0.564583,k17115
k23405,5.85467,5.52305,0.308333,0.125,k14328
k11305,21.6007,5.95727,0.488889,0.319444,k20120
k45219,49.7565,13.0774,0.29375,0.29375,k32400
k14040,37.0605,15.4517,0.566667,0.697222,k56363
k12850,13.6272,20.3358,0.210417,0.561111,k30108
k7961,7.69843,9.5663,0.239583,0.444444,k31399
k45540,30.3489,15.4182,0.102083,0.102778,k44571
k18622,40.9125,9.99404,0.140625,0.49375,k29726
k22756,11.8727,2.16597,1.0,0.380556,k33412
k54600,34.16,6.55604,1.0,0.616667,k12518
k36347,50.8795,2.89133,0.786111,0.369444,k21007
k4861,45.9809,3.19476,0.620833,0.209375,k32262
k15441,41.7816,14.1515,0.380556,0.264583,k53209
k23455,10.1845,6.58536,1.0,0.647222,k46157
k33146,43.7597,3.10021,0.133333,0.491667,k20360
k25044,16.1656,13.1366,0.0916667,0.302083,k8141
k1504,35.6663,1.82758,0.172917,0.452083,k29248
k39359,32.197,1.39344,1.0,0.08125,k47390
k31540,58.1003,14.0085,0.21875,0.561111,k33058
k54030,27.8105,13.2503,0.505556,0.683333,k44091
k17293,13.5889,16.3159,0.836111,0.44375,k6643
k40857,63.7364,7.42199,1.0,0.514583,k18617
k7391,3.6672,21.2613,0.133333,0.430556,k36182
k53386,55.8537,7.1027,0.627778,0.772917,k48331
