Key_0_0,V32,V35,V49,V31,Key_1_1
k30371,0.457587,2.28317,109.388,57.6184,k22987
k54959,0.213101,-0.0250699,103.102,53.5975,k21554
k34098,0.161241,-1.52556,130.993,56.6566,k14934
k17977,0.922317,1.37374,200.633,46.0799,k13178
k33179,0.599548,2.03642,178.072,55.7611,k51027
k32185,0.79395,5.80267,142.413,62.9826,k1424
k25285,0.755671,-0.886168,151.335,69.7802,k5906
k54943,0.141653,11.9663,127.361,29.5387,k52792
k57171,0.226229,-1.3224,102.712,51.5198,k34520
k40752,0.410648,3.27739,172.643,28.858,k38581
k32330,0.689765,-2.96678,115.296,70.3835,k43431
k56621,0.330358,0.777937,73.0136,15.4918,k45218
k3930,0.64207,4.83033,237.431,3.76058,k6402
k40101,0.246708,-0.382517,152.605,54.8342,k27093
k56998,0.168817,0.291795,134.1,65.9347,k55731
k44969,0.194748,16.4934,140.257,15.4629,k17717
k41403,0.2022,-10.8992,76.2186,2.693,k47937
k43459,0.612178,0.779285,123.198,18.7532,k38810
k34698,0.259825,-6.76788,150.827,66.6934,k556
k39644,0.442597,5.67088,123.975,12.2629,k31270
k28751,0.34238,-0.273997,176.785,53.3456,k2534
k2565,0.386172,-1.1606,162.509,10.6801,k13182
k7780,0.22473,3.06578,171.39,17.7031,k30688
k38772,0.151606,1.61728,110.434,29.3368,k35476
k43074,0.636178,0.544311,135.363,15.6464,k29202
k36582,0.0997285,-0.382786,142.733,46.8607,k25800
k32896,0.357172,-9.61676,186.782,22.8581,k44283
k23127,0.522833,0.959154,86.5294,46.0048,k26972
k38470,0.113457,0.748414,192.095,26.0589,k19217
k37653,0.580221,13.9298,97.3911,48.4465,k17498
k14106,0.139879,-2.3353,80.29,20.3015,k35647
k5470,0.897022,-0.776052,97.1717,63.5112,k18181
k51113,0.365683,1.30863,129.827,16.5899,k50865
k19980,0.164883,6.23348,132.923,21.5443,k37385
k4392,0.208453,2.2981,226.113,11.8782,k3963
k22584,0.526926,2.59899,191.414,61.7777,k28065
k56146,0.562631,50.3278,54.685,8.50907,k53105
k38204,0.421881,4.32634,124.856,13.9626,k39355
k4942,0.212476,6.15028,161.389,68.0505,k40064
k51294,0.463635,2.37594,174.705,35.8212,k1216
k1718,0.378783,1.30863,129.002,33.5194,k48066
k33038,0.671563,-2.56438,120.565,9.31777,k55956
k12951,0.682732,3.79873,158.493,23.9583,k20804
k24588,0.260847,0.21488,141.363,7.04297,k54816
k11317,0.36974,-0.568283,127.751,53.7267,k16913
k32539,0.174193,7.09972,178.339,22.5631,k52564
k16250,0.180783,2.63692,141.622,60.5614,k55166
k51450,0.0903065,4.66012,176.862,39.9358,k24308
k14695,0.427038,2.59957,128.852,29.2361,k29105
k37940,0.313993,2.29482,157.59,50.4368,k1231
k3663,0.625865,-2.39826,9.26538,4.14351,k17419
k19741,0.392849,2.18348,102.071,25.8552,k44756
k20201,0.174909,-4.2278,176.182,81.4739,k17014
k41429,0.428297,0.00419348,158.636,13.1406,k32811
k35360,0.762512,-1.52682,122.377,67.8642,k34121
k14298,0.544628,-0.2518,102.814,67.5947,k2806
k46566,0.485675,9.9353,206.05,43.3092,k42057
k43103,0.0961604,0.741997,63.2427,7.72529,k10962
k9576,0.191017,-0.254126,142.535,18.7504,k7997
k43705,0.216442,7.27963,82.9586,6.57018,k20460
k52323,0.354148,9.36876,95.4758,49.5517,k16426
k35178,0.0824044,1.25518,156.291,27.6991,k6633
k56766,0.200167,0.987062,171.222,12.4677,k1636
k19523,0.268277,4.46466,77.4089,26.9427,k7794
k1322,0.188056,0.849792,84.3237,13.5352,k36547
k35836,0.446986,8.05977,137.076,67.4836,k800
k50300,0.149792,-13.8694,144.316,48.1099,k25347
k35369,0.509438,-0.0275432,58.017,49.3918,k29613
k11092,0.312823,-1.7547,122.591,42.5209,k25367
k28910,0.766597,4.98963,83.4006,56.0208,k47930
k27686,0.326384,6.291,104.996,56.5111,k50146
k22863,0.637238,-1.00577,132.865,34.9542,k40920
k6676,0.420791,-5.17505,137.407,34.2188,k20715
k9487,0.269413,1.05151,167.936,2.68158,k6099
k39719,0.415913,15.5813,73.2182,18.1627,k47740
k23411,0.587006,-7.67239,222.812,3.61972,k37259
k22706,0.338398,0.945481,195.196,20.7538,k25176
k31809,0.178835,0.608729,70.2926,39.5087,k54102
k31774,0.654359,0.76409,127.16,59.5206,k15328
k24209,0.280101,4.36917,222.578,59.4465,k14927
k43587,0.62588,-3.45963,127.334,8.26874,k43261
k15080,1.05764,1.25701,139.229,13.9643,k36873
k38144,0.0907686,8.89264,172.253,21.4208,k56235
k21927,1.0628,2.80574,129.125,14.4963,k7414
k23404,0.437967,3.54145,136.004,37.9062,k40304
k44816,0.504622,7.94185,59.299,44.5737,k55590
k19888,0.65088,5.91963,56.3787,66.0891,k57498
k22248,0.113568,2.0311,141.082,18.471,k24904
k3316,0.945572,-0.797423,82.487,7.74605,k22118
k23696,0.107145,-0.673947,141.487,24.5136,k11561
k9160,0.308778,-3.59126,185.97,73.8344,k50995
k12372,0.117494,15.7745,231.678,72.891,k33804
k40954,0.1111,-0.406337,50.2345,37.4266,k9230
k54329,0.231782,0.186293,26.1805,44.9069,k23281
k49179,0.416881,7.36036,217.541,26.6614,k35184
k54240,0.13635,0.656036,126.132,51.6535,k180
k31423,0.249269,-2.11471,145.444,33.9967,k51021
k14548,0.465301,-2.86653,135.645,34.0885,k3649
k38151,0.273357,0.466713,52.8442,46.8336,k46554
k46699,0.557717,4.38285,82.6008,21.0493,k20785
k56290,0.398738,4.15138,140.076,54.7875,k26385
k27516,0.313211,2.4027,215.429,51.9705,k54222
k21508,0.451227,-7.69472,215.665,4.60958,k48389
k49129,0.28608,-0.939743,84.5604,51.4583,k45365
k35174,0.20834,-4.94512,132.531,41.9431,k31038
k49978,0.32937,-2.09865,59.7558,44.4248,k31176
k40232,0.314105,0.0955358,92.0201,60.2633,k34117
k50690,0.280509,0.839933,92.7376,43.6641,k4153
k37841,0.530868,4.16743,98.8296,32.6668,k44141
k22267,0.553181,0.185323,37.7824,29.8467,k21052
k14580,0.243214,-0.130783,104.478,63.8502,k45287
k7239,0.358196,11.0588,95.7305,16.8444,k33175
k15795,0.320983,-0.655128,241.937,14.6681,k15123
k30230,0.393354,0.505361,154.253,23.237,k27741
k56327,0.129578,3.11752,140.054,41.8161,k13155
k40200,0.276588,6.08011,235.0,61.601,k17812
k39486,0.301227,1.94704,88.0232,60.2635,k43152
k27419,0.269802,0.0210284,78.8427,7.76284,k45683
k14842,0.221017,-8.55979,84.831,29.9953,k33167
k27058,0.265387,1.80542,198.071,14.0277,k19573
k21256,0.144299,-6.34826,98.8623,12.7903,k36899
k19236,0.841952,2.91462,95.9566,47.1494,k32894
k30372,0.677399,14.6486,162.113,31.0035,k2986
k39607,0.477429,-1.82045,107.061,3.72018,k55961
k52380,0.307269,3.35267,143.026,5.44195,k47012
k51533,0.154197,4.82583,137.855,65.0553,k25283
k35720,0.411705,7.05605,108.954,20.8017,k36131
k45747,0.0834942,-1.17857,88.4136,17.8612,k24721
k9836,0.11202,2.01496,249.268,69.8619,k31723
k428,0.279441,-3.62978,241.576,50.7855,k33212
k9087,0.598901,-4.69944,31.5615,39.2678,k2198
k51049,0.119179,-1.80081,104.435,16.447,k29640
k40448,0.164108,3.02827,120.173,21.1744,k27147
k27995,0.372188,1.42499,122.56,53.8108,k48861
k29042,0.469256,-4.32752,127.597,23.5178,k3559
k38972,0.789285,-0.293726,163.399,16.5717,k13742
k12580,0.437932,0.549352,146.779,21.0637,k40322
k45095,0.175099,-1.93302,110.957,30.3131,k5834
k48189,0.585736,-0.821768,217.497,20.8813,k51500
k49246,0.373473,1.67014,132.846,25.3609,k53056
k125,0.0331615,0.418215,32.1437,44.4779,k1284
k48848,0.0928967,22.9321,41.5907,7.45871,k5701
k520,0.0854116,-11.9141,165.405,57.9524,k50256
k22440,0.663961,-2.44346,83.227,11.3906,k4172
k26866,0.285234,-0.785103,172.785,63.8581,k9489
k55917,0.135158,2.58675,186.949,51.0593,k34381
k20480,0.780104,-0.362125,144.116,33.0986,k12734
k6795,0.29665,1.03084,119.496,62.3996,k57310
k35294,0.831153,1.79132,34.9432,34.8321,k7353
k16640,0.0954511,4.03804,184.069,34.2845,k29717
k9029,0.389209,-0.467038,130.744,25.9714,k20937
k7081,0.441546,-0.436425,100.715,23.1687,k54781
k5089,0.756924,10.7638,63.3477,56.0795,k5358
k1870,0.378162,0.548914,99.846,16.9804,k9667
k48179,0.167878,2.98234,87.0665,57.9388,k18719
k33311,0.384644,-1.75258,42.5512,50.8453,k37486
k33561,0.362962,15.1266,126.034,13.3361,k52451
k48083,0.0456165,-0.035613,133.945,1.59822,k45124
k9385,0.351766,2.59509,62.7502,33.6857,k14076
k22554,0.227632,2.52908,144.687,55.0357,k33004
k39232,0.713965,0.157372,160.964,39.3664,k32142
k39859,0.252846,-4.43367,63.6316,82.38,k22081
k25312,0.08525,17.351,174.279,22.9188,k20368
k45845,0.245935,2.51677,107.788,4.59816,k43539
k10749,0.136324,-0.396233,97.1148,37.2952,k5243
k41768,0.192151,-0.981702,100.788,21.7307,k4675
k34215,0.236921,-0.249745,174.397,59.2994,k39267
k26368,1.10654,7.3522,46.7601,40.7571,k18567
k19395,0.512816,-2.0445,115.041,13.4138,k37502
k53004,0.552628,3.88157,65.5936,35.3557,k9626
k8074,0.522292,-3.14391,64.2974,31.3932,k29698
k8842,0.450682,3.43513,72.172,9.78585,k2654
k45626,0.132978,-2.69713,100.848,11.945,k55705
k14608,0.324721,3.43697,118.681,56.8911,k41626
k16557,0.391639,-1.76686,182.119,14.0875,k35982
k13619,0.158122,9.76472,251.845,43.665,k1893
k11536,0.123336,2.94001,208.682,18.8246,k29289
k37419,0.191751,-3.24039,142.503,30.8328,k12749
k48122,0.614584,4.07035,167.12,47.2146,k21962
k50427,0.0454542,1.26716,215.24,5.37963,k55466
k44186,0.586411,-11.4423,106.25,47.914,k11028
k22513,0.114386,1.66791,79.4425,46.127,k28336
k29011,0.395742,0.0493616,102.51,24.2134,k23994
k11588,0.443017,-2.91487,177.054,41.793,k37285
k2447,0.174208,0.185286,166.573,36.6075,k31080
k8684,0.215795,-4.36958,31.3561,54.0247,k23401
k16560,0.340179,1.03024,47.8358,22.4111,k51478
k33452,0.303073,-3.0606,13.6936,28.5271,k29770
k214,0.316895,6.5937,134.418,33.7466,k56784
k37175,0.744133,-7.55909,31.1683,61.0589,k7221
k29413,0.410039,6.89961,98.7846,35.3976,k40148
k33669,0.330949,-2.65871,122.6,45.6619,k43003
k17850,0.250812,11.3228,148.647,25.4291,k48000
k14334,0.928565,1.29873,113.236,21.7791,k17889
k30675,0.459188,2.59557,178.812,29.7464,k52497
k7507,0.241647,7.78979,139.625,52.6752,k11229
k14529,0.329802,-0.0423176,32.2862,25.2204,k14152
k43996,0.286547,-0.977998,117.574,60.0288,k2672
k13968,0.241088,-0.436142,83.3282,20.167,k15988
k50820,1.08204,5.54797,246.501,51.5494,k7006
k19189,0.190851,-0.834709,135.513,11.5995,k16656
k15004,0.0862316,-2.69929,108.25,27.8763,k42813
k22927,0.122775,-0.564732,18.8168,32.8766,k22213
k36357,0.176581,-17.0038,139.278,27.1251,k6698
k40546,0.275255,1.46062,176.017,54.9102,k27172
k38093,0.426246,1.10078,152.336,56.2529,k46250
k19294,1.06792,0.815627,114.448,44.2979,k24187
k22661,0.311736,-17.3334,93.2268,30.5242,k20204
k1075,0.128613,3.2191,97.0377,26.7783,k23723
k40415,0.284641,-2.98903,124.052,10.8622,k40204
k33314,0.453192,2.04485,70.0157,49.6048,k40369
k52106,0.156265,0.796345,52.1724,39.8881,k8270
k2687,0.364436,3.70717,228.514,48.5137,k32528
k35067,0.755069,0.710475,168.115,48.1394,k39919
k32988,0.314662,-6.05743,132.389,51.0698,k12317
k29052,0.143199,-0.608692,112.048,68.1657,k4215
k41979,1.0,0.8288,206.218,11.6739,k39836
k21790,0.426747,-0.876877,60.445,59.479,k41905
k10338,0.569841,-6.66808,80.3372,68.3867,k53843
k8248,0.231202,2.59734,62.9988,9.3266,k18402
k40873,0.785678,0.572647,112.593,67.3692,k34835
k41185,0.191372,-0.831433,102.926,22.2741,k27235
k50957,0.279986,-2.02495,125.391,67.5954,k19882
k5680,0.600334,-0.802369,74.0174,24.28,k19100
k54438,0.22131,-0.0160901,176.12,7.03137,k18302
k4574,0.0899909,2.19457,140.397,29.8937,k16390
k56495,0.235384,-1.41625,40.5355,27.3074,k38044
k16669,0.537974,-1.00874,84.2486,7.80469,k19120
k7088,0.146301,-0.67055,105.548,71.2877,k6140
k11928,0.80055,4.24277,81.6985,32.4472,k40282
k12137,0.733576,0.122732,160.192,50.4481,k24659
k40317,0.0751885,-0.207159,86.9791,25.8208,k16231
k39564,0.431136,-1.07957,96.9078,13.9251,k41608
k46017,0.230874,3.36163,126.085,34.5596,k31421
k51226,0.872908,0.840491,98.3331,19.7635,k12024
k236,0.149447,0.48783,143.268,29.2057,k42276
k7556,0.406311,2.30848,182.301,65.0844,k38144
k30216,0.3952,0.277346,125.034,88.8714,k34000
k34830,0.428399,0.884083,157.568,65.2414,k51838
k41770,0.256335,2.51364,165.012,45.8197,k47328
k20569,0.10078,-2.84182,143.295,85.9042,k39423
k30689,0.232306,-11.8157,144.907,17.9838,k51690
k18135,0.149708,-0.00973621,216.239,45.8588,k8181
k670,0.852881,-7.00872,96.0329,35.9013,k20809
k16151,0.349177,5.02022,101.548,47.2255,k47530
k40350,0.227572,-3.95496,92.8944,35.8248,k1608
k53413,0.0819878,5.41859,95.2988,34.4243,k29069
k48461,0.455006,10.5712,160.317,13.5781,k23227
k7072,0.751627,24.8301,192.478,80.896,k10876
k15175,0.540073,0.107803,73.6372,18.8679,k44463
k41397,0.899509,6.59413,117.226,6.75461,k53989
k56712,0.363621,0.206337,54.4509,48.3666,k35640
k16663,0.58803,0.617442,123.192,39.3895,k9619
k8554,0.133451,5.8224,98.5231,30.4278,k37045
k14888,0.0571302,-6.00371,203.003,15.7183,k12270
k57047,0.670648,2.34046,173.645,37.1009,k50726
k33513,0.596057,3.01668,40.9035,20.2928,k11638
k1579,0.756451,-0.0430229,123.549,67.0458,k9424
k47618,0.0693552,18.5565,21.0541,8.94037,k41195
k16878,0.443858,-4.73847,64.4569,39.1155,k15986
k22223,0.256962,0.822111,253.0,40.8795,k16230
k10957,0.298172,-6.03752,70.3485,38.3688,k22263
k8186,0.24297,-3.10389,123.804,11.0292,k36579
k10463,0.638012,-11.9511,114.795,30.0178,k21476
k3347,0.210505,1.52956,98.05,19.6283,k8815
k22597,0.0781227,0.971746,72.4564,28.4899,k56135
k43431,0.510673,-2.10021,81.8577,30.2151,k52752
k16796,0.69272,-1.02601,45.416,73.2369,k43809
k30880,0.339751,-0.140054,215.691,43.0374,k1919
k41744,0.268123,5.02583,123.37,7.87452,k40656
k6803,0.218243,-2.5381,71.8485,60.7463,k5398
k56955,0.36352,-0.950196,120.036,22.9643,k41704
k30357,0.673742,-1.20647,148.077,50.6703,k9412
k50800,0.509883,3.56658,111.941,40.9799,k35282
k10796,0.241752,4.31083,29.8333,14.5655,k14898
k4457,0.448101,1.48723,116.961,56.0696,k13869
k5184,0.280944,5.26804,115.655,44.6919,k54499
k45168,0.232038,12.742,123.643,30.5092,k3865
k43569,0.532461,8.32645,168.628,60.0431,k591
k22510,0.629813,0.191354,86.7,18.4077,k56030
k55811,0.227583,1.04298,97.6619,30.2235,k50942
k10538,0.440632,1.58371,110.169,37.2081,k16024
k9839,0.213154,2.96834,145.257,12.125,k11873
k21717,0.349808,0.935783,140.908,41.5077,k27215
k6439,0.331503,7.80997,114.211,32.5558,k17870
k10699,0.493302,1.064,102.823,32.8588,k54357
k26529,0.100904,-3.29752,88.733,14.2916,k18319
k40623,0.163323,-6.57052,146.758,65.3561,k14177
k49193,0.469257,-2.39892,97.6163,44.7906,k39384
k50373,0.205891,-2.12667,154.999,57.5427,k20369
k27125,0.125324,0.879972,154.55,38.7372,k54770
k55181,0.547133,1.38261,66.2203,47.6492,k28468
k53397,0.958116,5.5127,88.1837,25.2713,k26437
k17263,0.751638,-5.71134,85.887,53.9878,k45999
k56084,0.4814,-0.825746,114.358,70.3029,k475
k17389,0.152097,4.43618,93.0318,42.5912,k27766
k12997,0.360569,15.3064,166.85,42.0775,k54854
k19369,0.0947331,0.906684,88.5684,34.4608,k33646
k23040,0.658943,2.62578,151.576,21.8781,k43845
k31099,0.465889,-0.80622,166.113,43.6685,k35681
k14725,0.347789,8.29219,79.4144,66.2323,k16183
k42483,0.0826323,1.44068,121.687,45.7143,k44140
k38293,0.377173,8.70168,96.1153,44.6755,k10668
k16140,0.0382283,-4.70984,141.504,27.541,k46510
k44221,0.102344,10.2953,91.476,21.2471,k45069
k16159,0.489194,-2.18753,138.242,44.8964,k3979
k23979,0.343504,6.17124,175.805,67.4755,k45515
k39070,0.853011,2.42636,143.205,44.8569,k4575
k35230,0.202129,-16.2167,73.3164,11.4821,k45138
k38256,0.174572,2.46169,130.407,28.5102,k212
k12039,0.0788364,0.0827243,143.914,49.6879,k36931
k24688,0.132937,1.66917,214.142,55.8365,k7872
k34349,0.169862,-1.26654,243.183,56.8184,k27161
k14383,0.715021,14.3392,104.603,37.4256,k31070
k15138,0.937777,-2.29491,107.813,9.91416,k30491
k35849,0.472235,-1.89872,157.852,3.84617,k4711
k26357,0.3268,-7.50077,94.2878,78.2945,k7927
k51345,0.910139,4.41035,147.598,8.383,k50216
k34495,0.235959,0.663182,194.017,33.7759,k28595
k23405,0.458617,8.18322,111.924,25.1243,k4451
k11305,1.05197,2.65008,218.571,50.0515,k37099
k45219,0.374278,0.176511,182.218,5.59991,k41501
k14040,0.580986,1.22558,156.438,15.9369,k10466
k12850,0.302698,-2.76829,136.415,21.1472,k56564
k7961,0.151698,1.03147,156.345,48.1467,k43646
k45540,0.209994,4.15839,236.783,34.1934,k38407
k18622,0.629012,-1.40222,111.261,36.4008,k29636
k22756,0.392906,17.7467,46.7395,26.1918,k54079
k54600,0.480139,4.74211,88.7901,9.63104,k45809
k36347,0.245391,-0.195357,222.273,59.3254,k39193
k4861,0.743034,4.20244,59.2083,17.2818,k50822
k15441,0.287097,1.73974,111.952,20.5684,k5664
k23455,0.627644,0.531527,143.669,15.006,k276
k33146,0.470724,-1.05009,124.382,25.4443,k12795
k25044,0.120927,2.26714,63.5086,62.8044,k28940
k1504,0.197436,1.82227,176.267,50.6681,k16750
k39359,0.518468,-8.77234,159.98,37.4999,k45774
k31540,0.393035,-1.1093,149.507,49.5383,k25314
k54030,0.230522,3.80189,160.088,53.1652,k1119
k17293,0.0469977,-1.35522,56.74,22.5347,k34945
