Key_0_0,V26,V25,Key_1_2
k1533,-0.081,0.4167,k245
k360,-0.2213,0.5238,k440
k958,-0.279,0.5,k246
k312,-0.2146,0.8835,k881
k1313,-0.3686,0.7719,k1174
k170,-0.215,0.3333,k328
k1851,-0.112,0.8934,k1072
k1799,-0.1269,0.5357,k223
k463,-0.1126,0.5,k785
k1685,-0.2021,0.4706,k488
k1715,-0.1557,0.6563,k732
k358,-0.2262,0.6286,k1509
k124,-0.5528,0.6786,k1781
k934,-0.1527,0.7188,k1488
k798,-0.5816,0.9286,k505
k21,-0.4471,0.9,k222
k253,-0.4836,0.7667,k565
k1374,-0.223,0.7333,k1582
k1378,-0.1384,0.55,k1035
k116,-0.1956,0.8235,k1594
k716,-0.182,0.8571,k1132
k1650,-0.2359,0.6667,k1588
k1939,-0.2035,0.6667,k1586
k181,-0.2445,0.6,k1711
k245,-0.1485,0.7037,k1521
k794,-0.2034,0.8261,k1504
k1478,-0.1694,0.8161,k74
k404,-0.1841,0.625,k1203
k1399,-0.2456,0.8529,k966
k1021,-0.2475,0.7097,k301
k1912,-0.1851,0.7954,k851
k1165,-0.2261,0.7977,k751
k353,-0.2722,0.7593,k1291
k44,-0.1805,0.5313,k1930
k1153,-0.2033,0.6522,k515
k1546,-0.2424,0.9578,k784
k1135,-0.1015,0.7222,k1768
k980,-0.1702,0.6539,k543
k266,-0.1704,0.5217,k1217
k1117,-0.0666,0.7,k1906
k158,-0.4283,0.9607,k1299
k1695,-0.2325,0.9,k1561
k84,-0.2043,0.6452,k325
k1452,-0.1705,0.5556,k150
k1682,-0.1175,0.2857,k947
k1602,-0.1436,0.9552,k1836
k1559,-0.2746,0.7547,k368
k1503,-0.2292,0.6061,k1397
k875,-0.2035,0.8197,k190
k982,-0.1854,0.6129,k1286
k1932,-0.0575,0.7143,k942
k1014,-0.0481,0.4737,k90
k63,-0.05,0.6539,k711
k154,-0.0559,0.7059,k1086
k1522,0.004,0.8364,k853
k1590,0.0374,0.6667,k279
k1600,0.0,0.5909,k112
k1504,0.0073,0.5714,k1123
k1821,0.0072,-0.2632,k283
k477,-0.0748,-0.5,k1182
k1540,-0.1163,0.36,k904
k416,-0.3004,0.7857,k1383
k637,-0.1485,-0.0833,k499
k79,-0.0387,-0.1429,k1269
k61,-0.2431,0.8757,k1454
k1769,-0.1426,0.7192,k1506
k1766,-0.0564,0.2391,k1498
k1830,-0.1797,0.7636,k855
k22,-0.2844,0.66,k427
k350,-0.1268,0.6571,k1066
k568,-0.4918,0.45,k393
k1278,-0.4515,0.7143,k123
k1151,-0.2496,0.3846,k1272
k538,-0.0802,0.6667,k873
k926,-0.1447,0.3571,k1744
k1719,-0.3081,0.4412,k128
k1707,-0.098,0.5556,k187
k391,-0.1328,0.2857,k1576
k133,-0.0683,-0.4,k601
k219,-0.2228,0.1579,k1934
k1192,-0.3754,0.0,k1922
k554,-0.5411,0.1818,k842
k1028,-0.1109,-0.1429,k729
k947,-0.1535,0.7471,k875
k1588,-0.0496,0.1177,k249
k1109,-0.2424,0.2813,k1093
k1295,-0.2574,0.3333,k448
k1373,-0.0588,-0.0769,k1516
k1619,-0.1327,-0.4167,k777
k190,-0.5678,0.717,k1549
k1570,-0.1649,-0.4211,k22
k1564,-0.1599,0.0,k103
k636,-0.2096,0.6471,k1347
k10,-0.0809,0.4583,k1494
k1744,-0.1464,0.4,k1170
k1248,-0.2601,0.6812,k1462
k738,-0.5373,0.6296,k81
k1435,-0.091,0.64,k569
k1294,-0.222,0.0625,k1310
k818,-0.0291,-0.1818,k1117
k928,-0.1645,0.65,k1375
k588,-0.4202,0.8833,k20
k909,-0.6096,0.8431,k1882
k1342,-0.5644,0.7708,k1367
k68,-0.5274,0.6406,k620
k750,-0.0828,0.5467,k1512
k1,-0.1328,0.6546,k1901
k1488,-0.1285,0.7386,k788
k1345,-0.1561,0.6078,k1381
k1093,-0.3475,0.9054,k1555
k247,-0.5282,0.7159,k1647
k938,-0.113,0.6559,k1929
k1096,-0.1819,0.6491,k1225
k1563,-0.1407,0.7068,k1354
k1466,-0.3758,0.7661,k1587
k661,-0.0785,0.2439,k1695
k902,-0.1725,0.7647,k645
k1194,-0.2498,0.754,k643
k1601,-0.191,0.4348,k1662
k1390,-0.0425,0.8116,k1207
k1781,-0.1254,0.3529,k1070
k1256,-0.0115,0.1667,k1764
k1159,-0.2654,0.7423,k1089
k465,-0.213,0.5143,k1729
k1596,-0.0209,-0.1765,k1439
k1307,-0.0968,0.4091,k752
k1732,-0.1525,0.65,k1007
k971,-0.0538,0.6667,k91
k422,-0.1737,-0.2105,k1037
k706,-0.3908,0.3571,k1536
k1881,-0.1408,0.2857,k1114
k1758,-0.1296,-0.4615,k1569
k1291,-0.0791,0.0,k1404
k1856,-0.5178,-0.24,k1880
k1163,-0.1124,-0.4615,k1649
k147,-0.0298,0.7241,k234
k343,-0.3108,0.5714,k1601
k397,-0.2706,0.5,k580
k305,-0.154,0.6567,k825
k418,-0.0508,0.2941,k1473
k198,-0.1879,0.1818,k1151
k1498,-0.1646,0.2632,k1350
k761,-0.2127,-0.1875,k913
k82,-0.5902,0.625,k1003
k187,-0.097,0.5,k1233
k991,-0.1088,-0.5,k532
k419,-0.1664,-0.2647,k163
k1820,-0.2253,0.5833,k1475
k1179,-0.1923,0.0,k493
k346,-0.2241,0.2143,k98
k1348,-0.1247,-0.0909,k1623
k663,-0.2308,0.2143,k1091
k619,-0.296,0.7027,k1199
k1938,-0.1018,-0.3793,k183
k514,-0.1191,-0.0833,k1395
k1865,-0.2076,0.4091,k918
k1767,-0.1111,0.1905,k1894
k225,-0.176,0.6071,k87
k1814,-0.1594,0.6296,k593
k510,-0.455,0.8132,k380
k1425,-0.1325,0.0476,k1614
k51,-0.2935,0.4865,k220
k1929,-0.1408,-0.1429,k1287
k1823,0.0111,-0.05,k421
k184,-0.0944,0.0,k854
k879,-0.1883,0.6274,k992
k169,-0.1199,0.4444,k48
k1894,-0.0486,-0.1429,k699
k1704,-0.127,0.4375,k387
k899,-0.0702,-0.375,k422
k1129,-0.1106,0.1667,k122
k699,-0.1849,-0.2308,k1497
k1054,-0.1645,-0.5769,k951
k128,-0.0397,0.0,k306
k655,-0.0639,-0.2143,k598
k760,-0.1129,-0.5,k186
k1150,-0.2362,-0.0938,k1369
k354,-0.2356,0.35,k512
k1273,-0.1741,-0.7273,k289
k306,-0.3039,0.2308,k442
k1371,0.0073,-0.2667,k1603
k1784,-0.1688,-0.1,k528
k1636,-0.5185,0.4118,k453
k536,-0.1504,0.0,k1434
k1463,-0.0504,-0.7619,k1133
k423,-0.0418,0.0909,k511
k1286,-0.02,-0.3158,k980
k336,-0.2223,-0.2,k329
k1606,-0.189,0.6279,k68
k263,-0.219,0.3667,k1739
k1162,-0.218,0.1905,k239
k781,-0.2112,-0.0909,k703
k171,-0.244,0.3333,k1262
k55,-0.331,0.1818,k755
k1527,-0.2317,0.3043,k15
k988,-0.0654,-0.4118,k513
k577,-0.241,0.4815,k394
k634,-0.3041,0.4286,k596
k471,-0.3142,0.5556,k1290
k1350,-0.2014,0.1818,k681
k1511,-0.2743,0.3077,k793
k218,-0.1971,-0.6,k710
k1794,-0.0576,0.0,k1523
k241,-0.226,0.25,k50
k145,-0.2019,-0.2941,k906
k1519,-0.3705,0.764,k107
k968,-0.1906,0.5,k1642
k860,-0.1429,0.8671,k1646
k1428,-0.2788,0.4667,k716
k1843,-0.1397,0.6557,k652
k741,-0.5216,0.2353,k1517
k1186,-0.192,0.625,k1401
k1229,0.01,0.3,k769
k1874,-0.5217,0.1,k1789
k417,-0.2278,0.3636,k476
k1625,-0.2423,-0.4375,k1675
k1897,-0.2906,0.4167,k14
k1587,-0.2236,-0.1,k1314
k843,-0.1388,0.381,k735
k1933,-0.0777,-0.375,k349
k1796,-0.0985,-0.2941,k1615
k607,-0.2402,0.6342,k1903
k1473,-0.555,-0.25,k1430
k236,-0.188,0.7813,k1201
k1166,-0.2529,0.75,k656
k1314,-0.5227,0.1667,k1285
k808,-0.2651,0.3913,k388
k371,-0.2675,0.4615,k1188
k1582,-0.1903,0.6471,k518
k1002,-0.1125,0.4167,k820
k1623,-0.0178,-0.16,k912
k973,-0.0195,-0.25,k193
k24,-0.008,-0.6038,k584
k1462,-0.0258,-0.3684,k171
k1889,0.0031,-0.4038,k1928
k1076,0.0044,-0.2381,k469
k1426,0.0082,-0.6,k1916
k603,0.0159,-0.4694,k1025
k965,-0.2402,0.5769,k1529
k1190,-0.1014,0.7333,k1301
k1200,-0.1628,0.9388,k288
k1718,-0.0212,0.8158,k765
k95,-0.0722,0.9039,k1694
k891,-0.0976,0.5,k1542
k1930,-0.1031,0.3158,k509
k569,-0.0897,0.64,k1161
k1175,-0.2039,0.8968,k217
k790,-0.1431,0.8036,k684
k1026,0.4208,0.0909,k1722
k369,0.5237,0.2727,k659
k1837,0.3902,0.25,k1654
k351,0.46,0.2727,k1333
k533,0.4058,0.7288,k23
k1071,0.5916,-0.1,k1855
k309,0.4946,0.1333,k1734
k1526,0.5917,0.8137,k1687
k1036,0.5909,-0.4,k484
k1052,0.5613,-0.3889,k639
k1652,0.5799,0.0,k1313
k257,0.3751,0.3333,k677
k1105,0.4976,0.2,k1639
k90,0.4831,0.2727,k1194
k5,0.4569,0.5,k917
k1561,0.4504,0.3636,k228
k687,0.2561,0.1111,k1078
k1542,0.08,0.1111,k1393
k771,0.1704,0.2,k1204
k194,0.2423,0.1539,k1806
k754,0.1693,0.3077,k169
k615,0.2839,0.0,k845
k804,0.2905,-0.0909,k231
k89,0.3498,0.1111,k1624
k87,0.3118,0.1818,k58
k641,0.2907,-0.0909,k1159
k685,0.3146,0.25,k361
k1468,0.3307,0.3,k1716
k1077,0.3223,0.4545,k1173
k64,0.338,0.1111,k1530
k256,0.3043,0.1818,k260
k135,0.2964,0.0909,k1449
k766,0.2486,0.0833,k1809
k882,0.3315,0.0,k1064
k1696,-0.2254,0.1159,k323
k1639,-0.351,-0.4384,k89
k1927,-0.2698,0.2222,k1087
k1594,-0.2682,0.0,k1889
k1413,-0.2267,0.1177,k1316
k797,-0.2513,0.2857,k989
k1047,-0.1685,0.3158,k1067
k1343,-0.3117,0.6042,k1378
k964,-0.4119,0.2941,k808
k734,-0.4068,0.9917,k502
k1566,-0.0629,-0.0913,k253
k917,-0.0545,-0.0773,k863
k1801,-0.061,-0.0711,k1183
k1414,-0.0588,-0.4633,k590
k534,-0.0543,-0.1161,k204
k271,-0.0577,-0.7548,k960
k381,-0.0606,0.0045,k1095
k425,-0.0625,-0.0762,k182
k1181,-0.0643,-0.4297,k686
k1160,-0.058,0.038,k1421
k1169,-0.0681,0.0718,k177
k1712,-0.0717,-0.7406,k914
k1086,-0.058,0.1171,k1486
k60,-0.0589,0.0088,k1192
k452,-0.0553,0.1636,k266
k415,-0.0572,-0.5373,k953
k868,-0.0577,-0.7108,k185
k1397,-0.0525,0.1191,k257
k1496,-0.066,0.0361,k1812
k1477,-0.0641,0.1379,k1788
k433,-0.0799,-0.0374,k1033
k557,-0.0767,-0.0105,k263
k1216,-0.0747,0.085,k1180
k347,-0.0843,0.2064,k496
k550,-0.0783,0.0556,k1508
k1806,-0.0935,-0.1921,k60
k705,-0.0801,-0.7938,k309
k659,-0.0812,0.0461,k170
k258,0.0013,-0.4211,k804
k834,-0.0184,0.1379,k1419
k865,-0.0838,-0.1732,k1073
k1376,-0.0945,-0.1676,k1205
k94,-0.092,-0.0442,k384
k292,-0.0217,-0.1765,k1416
k1415,-0.0955,-0.0553,k965
k49,-0.1017,-0.0229,k1843
k1518,-0.0907,0.0168,k159
k1755,-0.096,-0.0857,k1923
k563,-0.09,-0.0517,k241
k1040,-0.0879,0.0794,k833
k375,-0.0821,0.0116,k1731
k955,-0.0929,0.054,k1645
k1237,-0.0977,-0.1329,k1237
k1139,-0.097,0.1238,k1505
k1379,-0.0197,0.3137,k576
k37,-0.081,-0.0449,k896
k1713,-0.1033,-0.2333,k1308
k490,-0.0885,0.0642,k1103
k65,-0.0886,-0.0058,k1436
k805,-0.0973,-0.591,k444
k382,-0.0962,-0.0686,k1708
k19,-0.0974,-0.0055,k887
k1044,-0.1013,-0.0058,k556
k855,-0.0951,-0.0058,k1765
k172,-0.1008,-0.0409,k1725
k922,-0.1052,-0.1129,k1191
k136,-0.0083,0.0938,k1029
k1127,-0.0028,0.0571,k1551
k1923,-0.097,-0.2135,k524
k1620,-0.101,-0.1038,k1577
k547,-0.0019,0.4906,k810
k1236,-0.0893,-0.0698,k1631
k616,-0.096,-0.1893,k259
k583,-0.0882,0.0357,k577
k1318,-0.0971,0.0898,k815
k71,-0.0948,0.0679,k1119
k823,-0.084,0.1105,k1153
k1048,-0.09,0.0263,k655
k1924,-0.0899,0.1484,k1050
k1483,-0.0927,0.1789,k934
k15,-0.0788,0.1784,k803
k14,-0.0924,0.0625,k1685
k1099,-0.0935,0.0497,k935
k667,-0.1019,-0.0263,k1610
k189,-0.0988,-0.1366,k830
k1849,-0.1035,-0.0261,k5
k1224,-0.0949,0.1131,k101
k141,-0.0971,-0.0133,k446
k1537,-0.1033,0.0506,k626
k1387,-0.0979,0.038,k44
k1147,-0.0956,0.0958,k43
k475,-0.0903,0.0952,k441
k213,-0.1047,-0.0331,k284
k165,-0.1271,0.1065,k39
k1909,-0.096,0.0818,k1327
k866,-0.1063,-0.0588,k155
k1500,-0.1028,0.0833,k160
k1069,-0.1058,0.1611,k1831
k606,-0.1003,0.0803,k459
k1019,-0.0993,0.0714,k1735
k854,-0.1031,0.0988,k211
k1009,-0.0952,0.0255,k495
k161,-0.0986,0.0377,k7
k1064,-0.1059,0.1294,k668
k1416,-0.0976,0.1875,k938
k1240,-0.0997,0.1278,k458
k167,-0.0933,0.0629,k1034
k367,-0.0966,-0.039,k1261
k424,-0.0944,-0.0633,k383
k1642,-0.1035,-0.4489,k1753
k1173,-0.1041,0.0464,k683
k809,-0.0983,-0.0592,k929
k1234,-0.1077,0.0659,k273
k1381,-0.1098,0.1163,k175
k939,-0.1059,0.0424,k1001
k1429,-0.1072,0.1151,k337
k704,-0.0943,0.0465,k1871
k1901,-0.1077,0.1091,k149
k0,-0.1761,-0.5161,k581
k635,-0.1781,-0.6622,k57
k681,-0.1071,0.0516,k1377
k1332,-0.0944,0.0602,k952
k595,-0.1743,-0.6242,k1751
k1433,-0.1757,-0.6387,k933
k1576,-0.1099,0.0606,k1696
k1753,-0.1634,-0.5,k1277
k1899,-0.1675,-0.517,k621
k384,-0.1067,0.0573,k837
k113,-0.0988,0.1,k1212
k476,-0.1034,-0.0449,k696
k1868,-0.1068,0.1228,k1560
k1394,-0.103,0.0256,k1892
k379,-0.0013,-0.1026,k1854
k140,-0.1708,-0.6392,k1537
k1392,-0.1057,0.0602,k708
k322,-0.1609,-0.5,k1939
k1928,-0.9989,-0.6319,k455
k767,-0.1713,-0.6429,k161
k948,-0.1059,0.007,k1779
k1078,-0.1774,-0.5986,k1715
k1628,-0.1562,-0.4214,k1447
k1499,0.0029,0.1143,k402
k1152,-0.0102,0.2178,k1345
k1351,-0.169,-0.3529,k1242
k361,-0.1144,0.0946,k1707
k1859,-0.1309,0.142,k157
k1032,-0.1606,-0.5073,k310
k1227,-0.1427,-0.4257,k1304
k1292,-0.2094,-0.6601,k1609
k102,-0.1848,-0.4867,k1179
k1785,-0.1785,-0.5664,k1402
k941,-0.034,-0.5128,k1346
k1395,-0.0416,-0.3214,k1477
k647,-0.1893,-0.6288,k1412
k807,-0.1857,-0.6667,k633
k56,-0.1873,-0.6549,k1861
k1818,-0.188,-0.6364,k443
k1366,-0.0092,0.4727,k1366
k376,-0.1853,-0.5496,k400
k222,-0.0307,-0.6364,k146
k1740,-0.1819,-0.5909,k344
k1013,-0.1749,-0.6479,k1527
k1507,-0.1806,-0.6667,k1248
k211,-0.1938,-0.6116,k1774
k632,-0.1864,-0.6048,k490
k1438,-0.1879,-0.627,k416
k1686,-0.1924,-0.6222,k603
k949,-0.1893,-0.6148,k1769
k864,-0.192,-0.6713,k1776
k1293,-0.1866,-0.5983,k1520
k506,-0.1916,-0.6116,k1297
k1916,-0.1948,-0.605,k42
k80,-0.1923,-0.6466,k1483
k556,-0.1909,-0.6489,k413
k103,-0.1872,-0.6573,k1425
k228,-0.1865,-0.6165,k1784
k1694,-0.1903,-0.6279,k1655
k959,-0.1883,-0.6667,k1884
k196,-0.1904,-0.6312,k486
k1841,-0.1885,-0.6471,k85
k1328,-0.1843,-0.637,k1010
k1191,-0.1925,-0.586,k1760
k1846,-0.1834,-0.586,k1215
k835,-0.1833,-0.5163,k1724
k1362,-0.1874,-0.4832,k1912
k320,-0.0436,-0.5789,k852
k1708,-0.1864,-0.6,k1081
k1246,-0.1891,-0.604,k1481
k134,-0.1877,-0.6299,k723
k1056,-0.0448,-0.6667,k1702
k1514,-0.0473,-0.6216,k144
k1714,-0.19,-0.6154,k886
k200,-0.1901,-0.6,k1502
k898,-0.1895,-0.5987,k313
k1501,-0.1887,-0.6026,k1606
k1189,-0.1865,-0.6026,k550
k85,-0.189,-0.586,k1336
k544,-0.1902,-0.6242,k510
k6,-0.1961,-0.5613,k116
k731,-0.1911,-0.6194,k1303
k294,-0.1925,-0.5924,k1699
k1451,-0.1855,-0.5649,k386
k1456,-0.193,-0.6087,k1821
k73,-0.0222,0.0843,k56
k1203,-0.1924,-0.5686,k1802
k1208,-0.0292,0.1169,k721
k96,-0.1957,-0.6026,k1813
k1220,-0.0193,0.1184,k1490
k618,-0.0206,0.026,k614
k316,-0.2309,-0.6149,k1112
k842,-0.19,-0.6115,k761
k1063,-0.0231,0.0595,k903
k742,-0.1902,-0.6185,k1665
k785,-0.1937,-0.6069,k322
k1838,-0.1944,-0.6,k72
k1655,-0.1854,-0.6272,k1052
k1459,-0.195,-0.5965,k672
k486,-0.1942,-0.6215,k750
k1418,-0.1929,-0.6235,k154
k267,-0.1955,-0.6145,k360
k872,-0.1923,-0.6082,k928
k1783,-0.1827,-0.5833,k1786
k1075,-0.1953,-0.6229,k1661
k1908,-0.0292,-0.025,k757
k101,-0.1933,-0.6171,k1558
k1443,-0.1875,-0.625,k900
k42,-0.192,-0.6243,k1374
k1195,-0.2044,-0.6082,k1408
k368,-0.187,-0.6136,k465
k1710,-0.1939,-0.6,k525
k553,-0.1913,-0.6412,k600
k1747,-0.1924,-0.6279,k1057
k801,-0.1916,-0.6457,k817
k1921,-0.1933,-0.5363,k595
k1132,-0.1838,-0.6114,k1413
k1228,-0.1921,-0.6033,k1432
k356,-0.1917,-0.6215,k1193
k483,-0.1906,-0.618,k987
k729,-0.1881,-0.6069,k1783
k1869,-0.0039,-0.5,k397
k270,-0.2,-0.6127,k549
k858,-0.189,-0.6257,k1845
k485,-0.1925,-0.6114,k806
k1161,-0.1969,-0.5896,k318
k1703,-0.1956,-0.6012,k1611
k1280,-0.1981,-0.5112,k1221
k1305,-0.1926,-0.6185,k1450
k467,-0.1901,-0.6222,k1240
k1934,-0.1887,-0.6354,k230
k656,-0.1975,-0.5833,k1720
k1896,-0.0243,-0.25,k127
k1775,-0.1902,-0.5906,k1839
k1059,-0.1939,-0.65,k1659
k148,-0.1943,-0.6158,k1137
k856,-0.1919,-0.6114,k1651
k1098,-0.1865,-0.6316,k608
k777,-0.1837,-0.6271,k330
k123,-0.1888,-0.6136,k1535
k287,-0.1853,-0.6082,k1570
k201,-0.1996,-0.5714,k1049
k91,-0.1908,-0.5714,k638
k1735,-0.1858,-0.6384,k959
k657,-0.024,-0.1064,k798
k1029,-0.1855,-0.6229,k1511
k244,-0.1867,-0.6059,k398
k1041,-0.1848,-0.5765,k165
k1055,-0.1863,-0.5954,k1263
k1375,-0.1808,-0.6286,k189
k521,-0.1861,-0.6045,k763
k784,-0.1834,-0.6421,k995
k1805,-0.1906,-0.657,k1701
k591,-0.1935,-0.6215,k882
k1676,-0.0234,-0.5,k1443
k571,-0.1855,-0.6158,k1898
k682,-0.1908,-0.6667,k1275
k692,-0.1876,-0.6047,k921
k1213,-0.1861,-0.6229,k1155
k1573,-0.1851,-0.6069,k1818
k1288,-0.1856,-0.578,k722
k11,-0.1911,-0.6243,k447
k325,-0.1904,-0.6348,k969
k1326,-0.1821,-0.6011,k62
k348,-0.1823,-0.6163,k1579
k1469,-0.1926,-0.6012,k1819
k1356,-0.0259,0.2907,k619
k1221,-0.197,-0.5843,k436
k1482,-0.1871,-0.6057,k391
k491,-0.1744,-0.6337,k296
k178,-0.1884,-0.6441,k545
k1116,-0.1827,-0.6257,k115
k206,-0.1694,-0.6491,k1061
k1752,-0.1865,-0.6154,k1825
k335,-0.1852,-0.6416,k1039
k334,-0.1797,-0.6369,k1185
k72,-0.0332,0.0645,k1777
k231,-0.1818,-0.6215,k261
k658,-0.1909,-0.5932,k482
k1262,-0.1847,-0.6497,k704
k743,-0.1879,-0.6514,k521
k911,-0.1874,-0.6127,k867
k1832,-0.1799,-0.5349,k1136
k1339,-0.1858,-0.6171,k1349
k1575,-0.0522,-0.5152,k730
k885,-0.1797,-0.6185,k16
k429,-0.1852,-0.6069,k1628
k1919,-0.1871,-0.661,k748
k604,-0.0481,-0.5882,k1668
k1337,-0.1877,-0.6057,k1489
k212,-0.186,-0.6215,k1042
k1795,-0.1895,-0.5876,k883
k1538,-0.1794,-0.5805,k412
k1380,-0.1969,-0.6286,k420
k1547,-0.1809,-0.6301,k561
k1763,-0.179,-0.6171,k466
k330,-0.1861,-0.6,k1524
k689,-0.0481,-0.48,k147
k832,-0.1805,-0.6057,k173
k447,-0.1851,-0.6136,k823
k580,-0.1736,-0.5872,k227
k1207,-0.179,-0.6222,k1714
k1187,-0.1746,-0.6118,k468
k795,-0.1739,-0.6627,k1857
k1898,-0.175,-0.6548,k579
k377,-0.1751,-0.655,k905
k1008,-0.1773,-0.6331,k1885
k581,-0.1704,-0.6131,k1023
k763,-0.17,-0.6242,k850
k1515,-0.1762,-0.6176,k864
k1403,-0.1655,-0.6,k66
k146,-0.159,-0.5645,k1300
k921,-0.1575,-0.6726,k1876
k1680,-0.1557,-0.6159,k1881
k1101,-0.1558,-0.5846,k382
k992,-0.1496,-0.6047,k428
k180,-0.1497,-0.6172,k26
k676,-0.1556,-0.5882,k1719
k406,-0.1563,-0.6159,k1344
k1421,-0.1415,-0.5827,k198
k791,-0.148,-0.6842,k679
k765,-0.147,-0.5806,k70
k562,-0.1535,-0.6357,k1398
k889,-0.2148,-0.8409,k1390
k1802,-0.224,-0.3973,k1109
k602,-0.2224,-0.442,k1358
k1604,-0.1353,-0.506,k838
k1702,-0.1053,-0.8194,k17
k446,-0.4221,-0.6403,k1660
k1531,-0.3807,-0.569,k125
k209,-0.3797,-0.5714,k252
k1081,-0.3703,-0.616,k697
k1862,-0.3105,0.0727,k589
k1876,-0.3702,-0.595,k629
k1212,-0.1902,-0.0813,k676
k1717,-0.162,0.0993,k1887
k434,-0.1463,0.1439,k1250
k697,-0.0786,0.815,k578
k1610,-0.1058,-0.3333,k1759
k1727,-0.0576,-0.72,k408
k625,0.0195,-0.4286,k1749
k197,-0.108,0.3077,k1848
k192,0.0338,-0.5,k628
k203,0.0322,-0.2,k783
k138,-0.013,-0.5,k297
k1618,0.0007,0.0,k627
k311,0.0176,0.3333,k1222
k1555,0.0046,0.0,k700
k683,-0.0052,0.0,k1018
k1156,-0.0208,-0.2,k742
k1709,0.0089,-0.6667,k910
k23,0.0033,-0.5,k773
k1591,0.0016,-0.5714,k1392
k1265,0.0019,-0.5,k483
k1880,-0.1461,0.0,k1868
k437,-0.0176,-0.5,k423
k278,0.0319,-0.2,k1763
k758,-0.0071,-0.4,k982
k291,0.0023,0.0,k1105
k1364,-0.2073,-0.3333,k1074
k1688,-0.1309,0.0,k351
k1844,-0.0773,-0.4,k1833
k702,-0.0645,0.25,k1580
k1244,-0.0723,-0.25,k1563
k54,-0.0807,-0.25,k1140
k816,-0.0651,0.0,k1219
k1495,0.0091,-0.6667,k1141
k1506,-0.0367,0.0,k961
k1579,0.0356,-0.5,k180
k1792,0.0032,-0.4286,k1598
k337,-0.0022,-0.4545,k1054
k978,-0.0029,-0.4286,k802
k1529,-0.1144,-0.4,k899
k1341,-0.0068,-0.3333,k878
k837,0.0065,-0.4286,k226
