Key_2_4,V14,V30,V33
k761,70,0,0
k708,70,0,0
k1789,70,0,0
k1657,70,0,0
k274,70,0,0
k280,70,0,0
k1159,70,0,0
k1783,70,0,0
k533,70,0,0
k488,70,0,0
k1163,70,0,0
k967,70,0,0
k600,70,0,0
k19,70,0,0
k780,70,0,0
k1694,70,0,0
k1572,70,0,0
k715,70,0,0
k992,70,0,0
k1666,70,0,0
k918,70,0,0
k1021,70,0,0
k386,70,0,0
k592,70,0,0
k1591,70,0,0
k1356,70,0,0
k1229,70,0,0
k726,70,0,0
k1908,70,0,0
k1153,70,0,0
k900,70,0,0
k8,70,0,0
k1449,70,0,0
k1354,70,0,0
k338,70,0,0
k1840,70,0,0
k1124,70,0,0
k265,70,0,0
k401,70,0,0
k1517,70,0,0
k1758,70,0,0
k523,70,0,0
k562,70,0,0
k56,70,0,0
k1274,70,0,0
k123,70,0,0
k1025,70,0,0
k881,100,0,0
k962,40,0,0
k1085,40,0,0
k559,40,0,0
k37,40,0,0
k681,40,0,0
k159,40,0,0
k919,40,0,0
k1189,40,0,0
k1446,175,0,0
k48,175,0,0
k1022,175,0,0
k146,175,0,0
k1485,175,0,0
k13,175,0,0
k1641,175,0,0
k621,175,0,0
k1020,175,0,0
k1638,175,0,0
k904,40,1,0
k769,40,1,0
k1530,40,1,0
k269,40,1,0
k986,40,1,0
k15,40,1,0
k763,40,1,0
k1103,40,1,0
k31,40,1,0
k558,40,1,0
k1673,40,1,0
k993,40,1,0
k1212,40,1,0
k721,40,1,0
k968,40,1,0
k17,40,1,0
k58,40,1,0
k1832,40,1,0
k564,40,1,0
k1010,40,1,0
k69,40,1,0
k1935,40,1,0
k594,40,1,0
k538,40,1,0
k388,40,1,0
k253,40,1,0
k127,40,1,0
k707,40,1,0
k662,40,1,0
k1216,40,1,0
k616,40,1,0
k789,40,1,0
k224,40,1,0
k1046,40,1,0
k1336,40,1,0
k318,40,1,0
k631,40,1,0
k704,40,1,0
k511,40,1,0
k87,40,1,0
k1813,40,1,0
k1220,40,1,0
k1680,80,1,0
k395,40,1,0
k471,40,1,0
k340,40,1,0
k807,40,1,0
k720,40,1,0
k93,40,1,0
k1264,40,1,0
k1081,40,1,0
k179,40,1,0
k586,40,1,0
k1060,40,1,0
k232,40,1,0
k64,40,1,0
k1809,40,1,0
k389,40,1,0
k1524,40,1,0
k128,40,1,0
k1841,40,1,0
k1553,40,1,0
k90,40,1,0
k1102,40,1,0
k1265,40,1,0
k1416,40,1,0
k1798,40,1,0
k773,40,1,0
k310,40,1,0
k862,40,1,0
k443,40,1,0
k275,40,1,0
k989,40,1,0
k848,40,1,0
k362,40,1,0
k1048,40,1,0
k1858,40,1,0
k32,40,1,0
k1386,40,1,0
k990,40,1,0
k1224,40,1,0
k84,40,1,0
k545,40,1,0
k22,40,1,0
k622,40,1,0
k1845,40,1,0
k1934,40,1,0
k1580,40,1,0
k460,40,1,0
k947,40,1,0
k60,40,1,0
k49,40,1,0
k130,40,1,0
k1810,40,1,0
k565,40,1,0
k713,40,1,0
k1181,40,1,0
k759,40,1,0
k1601,40,1,0
k1659,40,1,0
k1316,40,1,0
k656,40,1,0
k1197,40,1,0
k551,40,1,0
k1846,40,1,0
k1358,40,1,0
k1538,40,1,0
k1024,40,1,0
k1774,40,1,0
k196,40,1,0
k1079,40,1,0
k200,40,1,0
k1702,40,1,0
k1646,40,1,0
k193,40,1,0
k642,40,1,0
k1728,40,1,0
k685,40,1,0
k1352,40,1,0
k1327,40,1,0
k1096,40,1,0
k1790,40,1,0
k1869,40,1,0
k805,40,1,0
k1722,40,1,0
k543,40,1,0
k126,40,1,0
k65,40,1,0
k1522,40,1,0
k1938,40,1,0
k800,40,1,0
k1011,40,1,0
k83,40,1,0
k458,40,1,0
k1126,40,1,0
k1756,40,1,0
k1357,40,1,0
k542,40,1,0
k1439,40,1,0
k23,40,1,0
k1118,40,1,0
k390,40,1,0
k879,40,1,0
k1398,40,1,0
k226,40,1,0
k1203,40,1,0
k1514,40,1,0
k1535,40,1,0
k852,40,1,0
k1185,40,1,0
k38,40,1,0
k1576,40,1,0
k1777,40,1,0
k1503,40,1,0
k814,40,1,0
k154,40,1,0
k1176,40,1,0
k1136,40,1,0
k164,40,1,0
k653,40,1,0
k1873,40,1,0
k1287,40,1,0
k236,40,1,0
k493,40,1,0
k291,40,1,0
k1499,40,1,0
k632,40,1,0
k1712,40,1,0
k1600,40,1,0
k1180,40,1,0
k403,40,1,0
k97,40,1,0
k487,40,1,0
k610,40,1,0
k230,40,1,0
k1217,40,1,0
k404,40,1,0
k1125,40,1,0
k1306,40,1,0
k304,40,1,0
k1624,40,1,0
k701,40,1,0
k1804,40,1,0
k974,40,1,0
k457,40,1,0
k77,40,1,0
k684,40,1,0
k105,40,1,0
k524,40,1,0
k192,40,1,0
k1317,40,1,0
k858,40,1,0
k1512,40,1,0
k71,40,1,0
k429,40,1,0
k731,40,1,0
k1482,40,1,0
k1294,40,1,0
k939,40,1,0
k717,40,1,0
k1667,40,1,0
k1824,40,1,0
k601,40,1,0
k374,40,1,0
k144,40,1,0
k358,40,1,0
k1924,40,1,0
k1007,40,1,0
k158,40,1,0
k1620,40,1,0
k1152,40,1,0
k751,40,1,0
k1486,40,1,0
k1023,40,1,0
k1838,40,1,0
k1723,40,1,0
k1120,40,1,0
k654,40,1,0
k1775,40,1,0
k1195,40,1,0
k1477,40,1,0
k341,40,1,0
k300,40,1,0
k1374,40,1,0
k895,40,1,0
k1818,40,1,0
k483,40,1,0
k1865,40,1,0
k944,40,1,0
k1256,40,1,0
k259,40,1,0
k1177,40,1,0
k1175,40,1,0
k1348,40,1,0
k10,40,1,0
k620,40,1,0
k762,40,1,0
k1183,40,1,0
k520,40,1,0
k1417,40,1,0
k673,40,1,0
k1215,40,1,0
k951,40,1,0
k438,40,1,0
k699,40,1,0
k909,40,1,0
k129,40,1,0
k430,40,1,0
k575,40,1,0
k410,40,1,0
k1920,40,1,0
k958,40,1,0
k1381,40,1,0
k290,40,1,0
k599,40,1,0
k1599,40,1,0
k1721,40,1,0
k1606,40,1,0
k813,40,1,0
k1036,40,1,0
k1582,40,1,0
k207,40,1,0
k1578,40,1,0
k587,40,1,0
k91,40,1,0
k1729,40,1,0
k86,40,1,0
k454,40,1,0
k1305,40,1,0
k1807,40,1,0
k293,40,1,0
k67,40,1,0
k1892,40,1,0
k541,40,1,0
k50,40,1,0
k1440,40,1,0
k1278,40,1,0
k223,40,1,0
k894,40,1,0
k353,40,1,0
k1566,40,1,0
k1872,40,1,0
k1108,40,1,0
k663,40,1,0
k774,40,1,0
k1252,40,1,0
k413,40,1,0
k903,40,1,0
k1105,40,1,0
k1817,40,1,0
k1768,40,1,0
k1635,40,1,0
k62,40,1,0
k1609,40,1,0
k1670,40,1,0
k1647,40,1,0
k1504,40,1,0
k952,40,1,0
k825,40,1,0
k578,40,1,0
k1202,40,1,0
k510,40,1,0
k1533,40,1,0
k156,40,1,0
k1928,40,1,0
k576,40,1,0
k890,40,1,0
k1913,40,1,0
k1338,40,1,0
k1830,40,1,0
k1631,40,1,0
k313,40,1,0
k1219,40,1,0
k624,40,1,0
k867,40,1,0
k697,40,1,0
k1034,40,1,0
k1284,40,1,0
k634,40,1,0
k602,40,1,0
k0,40,1,0
k242,40,1,0
k463,40,1,0
k392,40,1,0
k455,40,1,0
k1476,40,1,0
k598,40,1,0
k906,40,1,0
k1491,40,1,0
k525,40,1,0
k1362,40,1,0
k1828,40,1,0
k722,40,1,0
k725,40,1,0
k1247,40,1,0
k1451,40,1,0
k1882,40,1,0
k1461,40,1,0
k1196,40,1,0
k1143,40,1,0
k1541,40,1,0
k136,40,1,0
k1101,40,1,0
k1042,40,1,0
k1886,40,1,0
k971,40,1,0
k613,40,1,0
k901,40,1,0
k1201,40,1,0
k132,40,1,0
k1413,40,1,0
k1444,40,1,0
k1802,40,1,0
k1232,40,1,0
k181,40,1,0
k1785,40,1,0
k125,40,1,0
k853,40,1,0
k1857,40,1,0
k1662,40,1,0
k383,40,1,0
k691,40,1,0
k655,40,1,0
k1853,40,1,0
k327,40,1,0
k1438,40,1,0
k1690,40,1,0
k1339,40,1,0
k668,40,1,0
k121,40,1,0
k693,40,1,0
k57,40,1,0
k1739,40,1,0
k1002,40,1,0
k1073,40,1,0
k1087,50,1,0
k1044,50,1,0
k803,50,1,0
k1740,40,1,0
k1062,40,1,0
k1361,40,1,0
k716,40,1,0
k648,40,1,0
k703,40,1,0
k1286,40,1,0
k522,40,1,0
k163,40,1,0
k1542,40,1,0
k1507,40,1,0
k1277,40,1,0
k273,40,1,0
k1113,100,0,0
k1508,50,0,0
k529,50,0,0
k1275,50,0,0
k1258,50,0,0
k748,50,0,0
k271,50,0,0
k1297,50,0,0
k1686,50,0,0
k1719,50,0,0
k1831,50,0,0
k1373,50,0,0
k1579,50,0,0
k248,50,0,0
k886,50,0,0
k233,50,0,0
k946,50,0,0
k1759,50,0,0
k596,50,0,0
k1555,50,0,0
k1744,50,0,0
k1057,50,0,0
k1628,50,0,0
k705,50,0,0
k260,50,0,0
k737,50,0,0
k1703,50,0,0
k651,50,0,0
k54,50,0,0
k53,50,0,0
k1123,50,0,0
k1184,50,0,0
k74,50,0,0
k1059,50,0,0
k312,50,0,0
k361,50,0,0
k221,50,0,0
k1709,50,0,0
k649,50,0,0
k1540,50,0,0
k1376,50,0,0
k546,50,0,0
k808,50,0,0
k1208,50,0,0
k1254,50,0,0
k984,50,0,0
k1754,50,0,0
k1929,50,0,0
k650,50,0,0
k892,50,0,0
k1781,50,0,0
k611,50,0,0
k914,50,0,0
k1400,50,0,0
k284,50,0,0
k1820,50,0,0
k1300,50,0,0
k422,50,0,0
k372,50,0,0
k81,50,0,0
k250,50,0,0
k478,50,0,0
k407,50,0,0
k26,50,0,0
k945,50,0,0
k1016,50,0,0
k1669,50,0,0
k40,50,0,0
k633,50,0,0
k1028,50,0,0
k948,50,0,0
k744,50,0,0
k409,120,0,0
k1653,120,0,0
k982,120,0,0
k431,120,0,0
k1112,120,0,0
k804,120,0,0
k772,50,0,0
k1039,40,0,0
k1531,40,0,0
k1867,40,0,0
k1117,40,0,0
k515,40,0,0
k378,40,0,0
k1325,40,0,0
k346,40,0,0
k475,40,0,0
k857,40,0,0
k1743,40,0,0
k364,40,0,0
k1261,69,0,0
k1334,69,0,0
k1129,69,0,0
k925,69,0,0
k659,69,0,0
k1717,69,0,0
k878,69,0,0
k1715,69,0,0
k55,143,0,0
k1075,100,0,0
k501,100,0,0
k1321,100,0,0
k1155,100,0,0
k591,100,0,0
k1242,100,0,0
k1161,100,0,0
k1223,100,0,0
k544,100,0,0
k51,100,0,0
k381,100,0,0
k1801,100,0,0
k561,100,0,0
k1086,100,0,0
k1243,100,0,0
k635,100,0,0
k859,100,0,0
k175,100,0,0
k1902,100,0,0
k1915,100,0,0
k847,100,0,0
k552,100,0,0
k1282,100,0,0
k452,100,0,0
k414,100,0,0
k924,100,0,0
k444,100,0,0
k1328,100,0,1
k1526,80,0,1
k636,120,0,1
k1347,290,0,1
k1923,185,0,1
k1319,200,0,1
k671,200,0,1
k1773,50,0,1
k133,50,0,1
k1099,50,0,1
k1360,70,0,1
k929,40,0,1
k28,40,0,1
k107,50,0,1
k1556,70,0,1
k678,70,0,1
k791,70,0,1
k770,50,0,1
k1041,50,0,1
k143,50,0,1
k822,50,0,1
k203,50,0,1
k884,80,0,1
k1049,80,0,1
k1911,60,0,1
k29,60,0,1
k643,60,0,1
k1636,60,0,1
k1762,60,0,1
k258,60,0,1
k966,60,0,1
k279,60,0,1
k865,60,0,1
k82,60,0,1
k1610,60,0,1
k842,60,0,1
k1933,60,0,1
k119,60,0,1
k1664,60,0,1
k1228,60,0,1
k1098,60,0,1
k1311,60,0,1
k785,60,0,1
k157,60,0,1
k1760,60,0,1
k135,60,0,1
k370,60,0,1
k1313,60,0,1
k1478,60,0,1
k917,60,0,1
k433,60,0,1
k979,60,0,1
k162,60,0,1
k215,60,0,1
k819,60,0,1
k817,60,0,1
k1903,60,0,1
k1204,60,0,1
k911,60,0,1
k1323,60,0,1
k104,60,0,1
k1405,60,0,1
k626,60,0,1
k640,60,0,1
k44,60,0,1
k863,60,0,1
k1388,60,0,1
k912,60,0,1
k424,60,0,1
k1868,60,0,1
k1577,60,0,1
k355,60,0,1
k288,60,0,1
k1469,60,0,1
k147,60,0,1
k733,60,0,1
k1786,60,0,1
k1350,60,0,1
k934,60,0,1
k1904,60,0,1
k1784,60,0,1
k1302,60,0,1
k736,70,0,1
k1693,70,0,1
k1414,70,0,1
k469,70,0,1
k690,70,0,1
k618,70,0,1
k1342,70,0,1
k239,70,0,1
k695,70,0,1
k1115,70,0,1
k1747,70,0,1
k639,70,0,1
k1515,70,0,1
k1513,70,0,1
k1879,70,0,1
k468,70,0,1
k1682,70,0,1
k755,70,0,1
k385,70,0,1
k956,40,0,1
k377,40,0,1
k100,40,0,1
k1150,40,0,1
k1157,40,0,1
k168,40,0,1
k1615,40,0,1
k1605,40,0,1
k783,40,0,1
k1080,40,0,1
k334,40,0,1
k1027,40,0,1
k1585,40,0,1
k942,40,0,1
k595,40,0,1
k1418,40,0,1
k1665,40,0,1
k1565,40,0,1
k1561,69,0,1
k1621,69,0,1
k1289,69,0,1
k235,69,0,1
k788,69,0,1
k1532,69,0,1
k474,69,0,1
k765,69,0,1
k1455,69,0,1
k887,69,0,1
k178,69,0,1
k1767,69,0,1
k1852,150,0,1
k298,100,0,1
k1415,100,0,1
k96,100,0,1
k1019,100,0,1
k896,100,0,1
k1683,100,0,1
k833,100,0,1
k1811,100,0,1
k1164,100,0,1
k548,100,0,1
k625,100,0,1
k1883,100,0,1
k771,100,0,1
k738,100,0,1
k116,100,0,1
k287,100,0,1
k1330,100,0,1
k1343,120,0,1
k786,100,0,1
k197,80,0,1
k532,80,0,1
k1617,80,0,1
k1158,80,0,1
k777,80,0,1
k1656,80,0,1
k1711,80,0,1
k816,80,0,1
k1847,80,0,1
k1076,80,0,1
k9,80,0,1
k1611,80,0,1
k299,80,0,1
k1332,80,0,1
k560,80,0,1
k1146,80,0,1
k481,80,0,1
k954,211,0,1
k1839,211,0,1
k1816,143,0,1
k356,143,0,1
k246,60,0,1
k1128,100,0,1
k1604,100,0,1
k1796,100,0,1
k1406,100,0,1
k111,70,0,1
k1349,70,0,1
k1622,70,0,1
k68,70,0,1
k995,70,0,1
k1880,70,0,1
k405,70,0,1
k1922,70,0,1
k581,70,0,1
k969,70,0,1
k500,70,0,1
k512,70,0,1
k1375,70,0,1
k425,70,0,1
k617,70,0,1
k428,70,0,1
k700,70,0,1
k1602,70,0,1
k711,70,0,1
k1270,70,0,1
k1787,70,0,1
k437,85,0,1
k380,85,0,1
k834,85,0,1
k1914,85,0,1
k1812,80,0,1
k1271,80,0,1
k660,80,0,1
k426,80,0,1
k527,80,0,1
k492,80,0,1
k245,40,0,1
k504,40,0,1
k1307,40,0,1
k1110,50,0,1
k465,50,0,1
k854,50,0,1
k672,50,0,1
k750,40,0,1
k734,40,0,1
k1488,40,0,1
k1301,40,0,1
k869,40,0,1
k1273,40,0,1
k792,40,0,1
k1058,40,0,1
k217,40,0,1
k183,40,0,1
k1210,40,0,1
k1855,200,0,1
k603,40,0,1
k1173,40,0,1
k1442,40,0,1
k109,40,0,1
k205,40,0,1
k276,40,0,1
k607,40,0,1
k1420,185,0,1
k63,185,0,1
k1925,175,0,1
k198,175,0,1
k923,175,0,1
k1250,175,0,1
k1257,175,0,1
k797,175,0,1
k1581,175,0,1
k531,175,0,1
k880,100,0,1
k1887,100,0,1
k186,100,0,1
k1137,100,0,1
k1748,100,0,1
k623,100,0,1
k1738,100,0,1
k470,100,0,1
k1303,100,0,1
k1645,100,0,1
k970,100,0,1
k161,100,0,1
k1649,100,0,1
k1730,50,0,1
k315,40,0,1
k547,120,0,1
k1619,175,0,1
k782,40,0,1
k1312,40,0,1
k1237,40,0,1
k1425,40,0,1
k1298,40,0,1
k1064,40,0,1
k440,40,0,1
k1456,40,0,1
k1156,40,0,1
k1166,40,0,1
k85,40,0,1
k1345,40,0,1
k665,120,0,1
k1070,80,0,1
k1148,80,0,1
k1151,80,0,1
k1230,80,0,1
k1672,80,0,1
k855,80,0,1
k436,80,0,1
k5,80,0,1
k743,80,0,1
k1931,80,0,1
k391,80,0,1
k137,80,0,1
k846,80,0,1
k938,80,0,1
k784,80,0,1
k1121,80,0,1
k421,80,0,1
k1851,80,0,1
k1,80,0,1
k449,80,0,1
k309,80,0,1
k1326,80,0,1
k1186,80,0,1
k411,70,0,1
k375,70,0,1
k1697,70,0,1
k173,70,0,1
k1681,70,0,1
k826,70,0,1
k1554,70,0,1
k1689,70,0,1
k1494,70,0,1
k283,70,0,1
k1919,70,0,1
k828,70,0,1
k384,70,0,1
k729,70,0,1
k1480,70,0,1
k1393,70,0,1
k1026,70,0,1
k1218,70,0,1
k1596,70,0,1
k397,70,0,1
k1794,70,0,1
k1249,70,0,1
k555,70,0,1
k1209,70,0,1
k915,40,0,1
k518,40,0,1
k142,40,0,1
k973,40,0,1
k1644,40,0,1
k1627,40,0,1
k1309,40,0,1
k818,40,0,1
k1227,40,0,1
k513,60,0,1
k1863,80,0,1
k482,80,0,1
k373,80,0,1
k234,80,0,1
k1899,80,0,1
k927,80,0,1
k1144,80,0,1
k439,80,0,1
k689,80,0,1
k999,80,0,1
k101,80,0,1
k1724,80,0,1
k1165,80,0,1
k1895,80,0,1
k220,80,0,1
k1462,80,0,1
k1614,80,0,1
k1823,80,0,1
k118,80,0,1
k776,80,0,1
k1322,80,0,1
k619,80,0,1
k506,80,0,1
k480,80,0,1
k577,80,0,1
k1791,80,0,1
k1119,80,0,1
k1094,80,0,1
k670,80,0,1
k94,80,0,1
k657,80,0,1
k1772,80,0,1
k323,80,0,1
k1369,80,0,1
k1704,80,0,1
k1885,80,0,1
k1866,80,0,1
k30,80,0,1
k1055,80,0,1
k1127,100,0,1
k1053,100,0,1
k140,40,0,1
k957,40,0,1
k120,40,0,1
k1054,40,0,1
k1428,40,0,1
k574,40,0,1
k891,40,0,1
k1586,40,0,1
k1436,40,0,1
k823,40,0,1
k1551,40,0,1
k606,40,0,1
k1492,40,0,1
k597,40,0,1
k1521,40,0,1
k4,70,0,1
k1806,70,0,1
k787,80,0,1
k666,80,0,1
k498,80,0,1
k1474,200,0,1
k348,200,0,1
k326,200,0,1
k985,200,0,1
k675,200,0,1
k1383,200,0,1
k1255,200,0,1
k1452,200,0,1
k1692,200,0,1
k177,200,0,1
k1266,40,0,0
k1937,70,0,0
k980,70,0,0
k368,70,0,0
k1936,70,0,0
k1367,70,0,0
k664,70,0,0
k709,143,0,0
k1891,40,0,0
k686,40,0,0
k1761,80,0,0
k588,80,0,0
k514,80,0,0
k36,80,0,0
k1149,80,0,0
k943,120,0,0
k1836,120,0,0
k882,175,0,0
k1066,175,0,0
k485,40,0,0
k1907,40,0,0
k72,40,0,0
k1056,200,0,0
k1650,200,0,0
k503,200,0,0
k872,200,0,0
k382,200,0,0
k328,200,0,0
k25,200,0,0
k113,200,0,0
k1262,200,0,0
k415,200,0,0
k1463,200,0,0
k871,200,0,0
k3,200,0,0
k432,200,0,0
k1850,200,0,0
k1906,200,0,0
k1648,200,0,0
k1716,100,0,0
k1875,100,0,0
k1927,70,0,0
k1598,70,0,0
k277,90,0,0
k1190,185,0,0
k325,185,0,0
k1199,185,0,0
k187,185,0,0
k21,40,0,0
k477,40,0,0
k1399,40,0,0
k741,40,0,0
k1771,40,0,0
k724,40,0,0
k190,40,0,0
k679,40,0,0
k1749,40,0,0
k811,40,0,0
k1571,40,0,0
k184,40,0,0
k20,40,0,0
k1234,40,0,0
k1290,40,0,0
k1194,40,0,0
k1174,40,0,0
k247,40,0,0
k1487,40,0,0
k1658,40,0,0
k160,40,0,0
k505,40,0,0
k1497,40,0,0
k1574,40,0,0
k1377,40,0,0
k1912,40,0,0
k1320,185,0,0
k1279,175,0,0
k739,175,0,0
k1557,100,0,0
k1861,60,0,0
k749,60,0,0
k1344,60,0,0
k1037,200,0,0
k1031,40,0,0
k1718,200,0,0
k829,40,0,0
k165,50,0,0
k256,40,0,0
k975,40,0,0
k1753,70,0,0
k1757,70,0,0
k1862,40,0,0
k1544,80,0,0
k960,50,0,0
k1939,40,0,0
k1779,40,0,0
k1187,40,0,0
k1708,40,0,0
k1921,40,0,0
k809,80,0,0
k490,80,0,0
k228,80,0,0
k491,80,0,0
k1797,80,0,0
k981,80,0,0
k1490,80,0,0
k1918,80,0,0
k266,80,0,0
k1548,100,0,0
k241,100,0,0
k301,100,0,0
k244,100,0,0
k1433,100,0,0
k363,100,0,0
k637,100,0,0
k1844,100,0,0
k1003,100,0,0
k308,40,0,0
k286,40,0,0
k628,40,0,0
k476,40,0,0
k211,40,0,0
k1505,40,0,0
k1012,40,0,0
k1550,40,0,0
k1616,40,0,0
k509,40,0,0
k1905,40,0,0
k1285,40,0,0
k1047,40,0,0
k1168,40,0,0
k1239,40,0,0
k1380,40,0,0
k1696,40,0,0
k1304,80,0,0
k1366,185,0,0
k1940,185,0,0
k1633,40,0,0
k1519,80,0,0
k351,80,0,0
k1050,80,0,0
k877,70,0,0
k905,70,0,0
k1613,70,0,0
k1109,70,0,0
k609,100,0,0
k753,100,0,0
k1460,100,0,0
k447,100,0,0
k1241,100,0,0
k1776,100,0,0
k1675,50,0,0
k1691,50,0,0
k1688,50,0,0
k1142,70,0,0
k1008,70,0,0
k845,70,0,0
k526,70,0,0
k435,70,0,0
k1293,70,0,0
k400,70,0,0
k1742,70,0,0
k289,70,0,0
k1763,70,0,0
k1431,70,0,0
k1654,69,0,0
k1547,69,0,0
k1397,150,0,0
k652,150,0,0
k614,150,0,0
k1632,150,0,0
k1770,150,0,0
k568,100,0,0
k319,100,0,0
k1090,100,0,0
k836,100,0,0
k394,100,0,0
k747,80,0,0
k1900,80,0,0
k1465,80,0,0
k199,80,0,0
k1394,80,0,0
k1384,100,0,0
k629,100,0,0
k1205,70,0,0
k379,40,0,0
k1661,40,0,0
k1259,40,0,0
k333,175,0,0
k497,120,0,0
k727,40,0,0
k92,40,0,0
k519,70,0,0
k272,40,0,0
k1932,40,0,0
k976,40,0,0
k998,40,0,0
k267,80,0,0
k757,60,0,0
k554,60,0,0
k180,60,0,0
k589,60,0,0
k1536,60,0,0
k76,60,0,0
k760,60,0,0
