Key_1_3,V23,V24,Key_2_10
k199,1.415,1.0414,1790
k1586,1.5441,1.5441,806
k90,1.1461,1.0414,1913
k1475,1.4472,1.1461,1610
k938,1.5051,1.4624,562
k457,1.1139,1.301,1326
k1619,1.3424,0.7782,1232
k803,1.0,1.1139,246
k190,1.1761,1.0414,1430
k942,1.0,0.9542,1637
k732,1.0,1.2305,1564
k1449,1.0,1.0,253
k1315,1.3222,0.699,954
k1413,1.0,1.0414,1382
k1084,1.2787,1.1139,386
k1059,1.1761,1.0792,63
k1086,1.2041,1.6335,1681
k1924,1.2787,1.4771,287
k770,1.2305,1.3222,44
k386,1.0414,1.0,538
k707,1.0792,1.2553,908
k1212,0.9542,1.0414,305
k1352,1.2041,1.3617,1851
k219,1.2305,1.0,780
k577,1.1461,1.4314,982
k1281,0.9031,1.1461,1938
k614,1.0792,1.4314,1294
k1424,0.9542,1.0414,1015
k337,0.9542,1.1139,827
k509,1.3979,1.0,1890
k597,1.1139,1.1139,759
k1366,1.0792,1.2041,1555
k1070,1.2305,1.0792,1909
k1040,1.3222,1.9494,245
k1782,1.0,1.301,881
k383,1.2787,2.1553,1092
k45,0.9031,1.1761,830
k654,1.3222,1.7853,1097
k39,1.1139,1.2305,854
k1333,0.9542,1.3802,1500
k1045,1.1461,1.301,448
k1536,0.9542,1.0,213
k1558,1.1461,1.3424,298
k1365,1.2041,0.9542,496
k1386,1.4472,1.6812,1733
k1359,1.0,0.9542,1453
k1317,1.1139,1.3222,83
k1554,1.2041,1.0,1109
k1015,1.2305,1.0792,1671
k1375,1.1761,1.6128,131
k110,1.2041,1.0792,1572
k1297,1.4472,2.1072,91
k727,0.9542,1.5563,425
k1,1.0,1.0792,633
k424,1.1461,1.3617,1899
k629,0.8451,1.1139,270
k751,0.7782,1.2305,785
k1318,0.8451,1.0792,1144
k1608,1.3979,1.3222,892
k1438,1.301,1.1761,392
k1691,1.7243,1.3222,505
k324,1.2787,1.0792,466
k226,1.716,1.4914,391
k927,1.3222,1.2041,739
k1103,1.4771,1.0792,973
k224,1.6902,1.415,815
k613,1.0414,1.415,1468
k652,0.9031,1.4771,1148
k53,1.2553,2.4683,1014
k593,0.8451,1.5798,1503
k1526,1.301,2.3181,123
k1762,1.0,1.301,718
k963,1.1139,1.2787,229
k1565,0.9542,1.3979,565
k204,1.4624,2.4487,1459
k1645,1.0414,1.7482,207
k454,1.0,1.0414,24
k570,0.9031,1.0414,1931
k1253,0.9542,1.0792,654
k1913,0.9031,1.0414,1693
k736,1.2041,1.7708,1831
k419,1.0,0.9542,1422
k19,1.1139,1.1761,390
k1764,1.2787,2.0086,206
k1557,1.1761,0.9542,1588
k1680,1.2553,1.0414,1352
k674,1.1139,1.1139,930
k191,0.9031,1.0792,1734
k1187,0.9031,1.0,523
k1323,0.9031,1.0414,669
k1654,0.8451,1.1461,36
k1476,0.8451,1.0414,1727
k1216,0.9031,0.9542,9
k1468,1.3802,1.4314,678
k31,1.0792,1.1761,1411
k811,1.0414,1.1139,1689
k478,0.9542,1.1139,169
k719,1.0,1.0,935
k1503,1.0414,1.0,471
k952,0.9031,0.9542,251
k285,0.9542,1.0414,1872
k1190,1.0414,1.0,556
k251,0.9542,1.0792,1651
k576,0.8451,1.0,744
k1055,0.7782,1.0414,1191
k1497,0.9031,0.9542,1748
k962,0.9542,1.0414,583
k549,1.0,1.0414,1718
k1585,1.0414,1.0792,1386
k1051,0.9031,0.9031,1173
k1898,1.7853,1.8389,1174
k523,1.8633,1.6128,751
k1454,1.1461,1.2553,1635
k434,1.2305,1.2305,164
k455,1.1761,1.2305,1676
k812,1.1761,1.3222,88
k1464,1.1139,1.2787,522
k1794,1.2787,1.6812,96
k1544,1.3802,1.5315,1211
k1397,2.1761,4.2587,1238
k1926,2.3617,2.3201,593
k452,2.3424,2.3075,717
k1357,2.3522,2.3201,1640
k58,2.6395,2.3692,1850
k1634,2.3503,2.2967,1119
k1627,2.918,2.3075,162
k51,2.3444,2.3463,1336
k83,2.3483,2.3139,1678
k215,2.5843,2.3404,1108
k1341,2.248,2.2648,1621
k172,2.2577,2.29,1509
k891,2.8414,2.2553,1937
k242,2.2577,2.3117,1822
k467,2.3503,2.3541,1178
k1765,2.2529,2.3304,960
k1428,2.6181,2.2833,1823
k1071,2.842,2.3032,1360
k1132,2.2672,2.3222,1874
k293,2.2718,2.2878,1231
k212,2.243,2.3075,650
k240,2.2718,2.2553,388
k1885,2.281,2.2765,870
k1860,2.2624,2.301,1492
k1098,2.238,2.3385,277
k1296,2.2718,2.2967,338
k1873,2.248,2.1553,1157
k1403,2.9385,2.2529,1213
k1679,2.2695,2.29,588
k1232,1.2787,1.0414,1123
k1279,1.3979,1.4624,393
k17,2.2529,2.1703,1780
k1177,2.2529,2.1732,951
k247,2.2577,2.238,453
k743,1.2305,1.1461,109
k1612,2.2577,2.233,877
k8,2.243,2.233,628
k992,2.2455,2.2529,419
k225,2.243,2.2041,1594
k767,2.2406,2.2175,1087
k1712,2.2406,2.2765,1463
k1008,2.233,2.238,1220
k11,2.243,2.2672,50
k949,2.238,2.1761,1169
k1653,2.248,2.3054,1129
k870,1.5441,1.7076,1090
k1410,2.2504,2.2304,554
k546,2.2553,2.1399,1497
k1049,2.243,2.2718,1286
k152,2.2355,2.233,1040
k493,2.6031,2.2148,1762
k1443,2.243,2.2122,360
k1744,2.2577,2.2553,610
k1251,2.2355,2.233,864
k1009,2.238,2.2355,1199
k1774,2.233,2.2148,1137
k1385,2.2695,2.2175,203
k1561,1.4624,1.5051,1673
k641,1.5185,1.5441,1164
k1498,2.2504,2.1461,1832
k671,2.2624,2.2148,143
k760,1.4314,1.7243,13
k548,2.2355,2.2041,178
k1161,2.2279,2.1367,779
k1398,2.2095,2.2253,1224
k87,2.1818,2.2227,1348
k832,2.179,2.2095,260
k496,2.1847,2.2355,275
k649,2.1703,2.1818,1652
k1127,2.1903,2.2601,511
k1469,2.1931,2.2787,1073
k1508,2.1818,2.2672,1603
k1105,2.1761,2.2041,1846
k1252,2.1847,2.2068,235
k848,2.1818,2.1703,200
k298,2.2068,2.143,559
k830,2.1847,2.1732,353
k991,2.1732,2.2253,925
k885,2.1761,2.1703,1052
k520,2.1761,2.1987,1207
k502,2.1818,2.1987,922
k1434,2.179,2.2227,461
k1550,2.1818,2.2253,341
k1204,2.179,2.1644,177
k899,2.179,2.2279,286
k813,2.1644,2.2014,40
k79,2.1847,2.1584,1930
k1921,2.2175,2.2553,457
k1849,2.179,2.2553,1333
k1489,2.1732,2.2095,1696
k982,2.1931,2.2253,1031
k61,2.1903,2.2355,1876
k1282,2.1847,2.1959,320
k768,2.1847,2.2014,688
k411,2.1703,2.2304,421
k1213,2.1931,2.2833,592
k84,2.1959,2.2553,151
k612,2.1732,2.2014,139
k1072,2.1875,2.1703,1694
k1421,2.1987,2.1703,814
k910,2.5465,2.2878,20
k227,2.1584,2.179,157
k1458,2.1818,2.1553,569
k297,2.1931,2.2227,564
k1170,2.1818,2.2355,1147
k881,2.1987,2.2175,1373
k1500,2.1644,2.2175,1012
k859,2.2148,2.2355,923
k663,2.1673,2.2175,1189
k180,2.1903,1.8751,62
k1031,2.1703,1.699,847
k1938,2.1673,2.1903,927
k1731,2.1931,2.2201,1011
k499,2.1732,1.7482,474
k50,2.1903,1.7482,724
k631,2.1903,2.2175,686
k943,2.1818,1.8808,536
k354,2.1673,1.8513,27
k532,2.1703,2.1959,1343
k459,2.1847,2.2304,1878
k1047,2.1931,2.1732,336
k1378,2.1761,2.233,661
k540,2.1818,2.1931,944
k1687,1.8921,1.8451,885
k1730,2.1987,1.7559,1003
k1778,2.1931,2.2201,368
k521,2.1644,1.8633,1005
k1840,2.1584,1.7243,74
k975,2.1461,1.699,955
k1801,2.1492,2.1523,555
k1907,2.1523,1.7559,1018
k271,2.1461,1.9085,414
k1660,1.7924,1.8451,441
k1327,1.8976,2.0043,1202
k795,2.1335,1.9445,64
k359,2.1271,2.1703,1886
k1004,2.143,2.2095,843
k1655,2.1399,1.8325,1298
k1817,2.1703,1.9294,1537
k32,2.1847,1.716,361
k1696,2.1761,1.8865,1466
k112,2.1553,1.7924,611
k96,1.5911,1.2787,1655
k1773,1.4472,1.2787,79
k929,2.1206,1.6902,1888
k1122,2.1492,1.6721,1647
k329,2.1523,1.6902,1622
k738,2.1553,1.716,832
k159,1.7634,2.0414,884
k1321,2.1173,1.7708,630
k1847,1.3424,0.9031,1883
k158,2.1206,1.7324,51
k1271,2.1523,1.699,1248
k587,2.1584,1.6812,300
k753,2.0828,1.6721,1209
k1239,2.0934,1.6902,1228
k970,2.1004,1.6721,1772
k500,2.1303,1.7076,1711
k340,2.0864,1.6721,90
k565,2.1553,1.6721,1897
k864,2.0682,1.6721,1127
k1408,2.0828,1.6721,179
k9,2.0756,1.6721,1141
k1183,2.1239,1.6721,841
k551,2.1173,1.6628,1602
k1185,2.1553,1.6902,328
k1102,2.1239,1.7076,1595
k1189,2.1106,1.6812,880
k1451,2.1399,1.6628,184
k133,2.1492,1.716,1439
k1491,2.1335,1.6812,445
k1457,2.1644,1.7243,116
k1697,2.1959,1.8129,1679
k49,2.1959,1.8129,1662
k1661,2.1847,1.8692,460
k584,2.1732,1.8865,23
k1460,1.5798,1.2041,1701
k1459,2.1903,1.7924,756
k80,2.1732,1.7708,364
k1591,2.1875,1.7559,548
k1041,1.5911,1.1139,335
k446,1.5682,1.1461,283
k1527,2.1931,1.7781,1616
k1422,2.1903,1.7924,258
k536,2.1959,1.7993,366
k775,2.1931,1.7924,267
k391,2.179,1.7781,668
k1302,2.1959,1.8129,11
k200,2.1959,1.7708,158
k198,2.1903,1.8325,705
k1492,2.1903,1.7708,1145
k1432,2.1959,1.8062,1283
k988,2.1875,1.8261,349
k657,2.2068,1.7993,0
k1685,1.8808,1.9191,552
k1790,2.1847,1.8195,879
k626,1.8325,1.8865,172
k12,2.179,1.7781,68
k223,1.8261,1.8808,585
k1533,1.8751,1.8865,53
k1153,2.2068,1.7924,1528
k1800,2.1959,1.7853,1416
k1649,1.8976,1.9243,219
k1770,2.238,1.8195,1237
k1319,2.238,1.8325,1083
k1571,2.2304,1.8325,558
k798,2.2279,1.7993,599
k495,2.233,1.8389,1095
k1230,2.248,1.8261,15
k1511,2.2304,1.8062,846
k1879,2.2529,1.8389,278
k1188,2.233,1.8261,1121
k93,2.2553,1.8751,906
k1018,2.243,1.8195,642
k906,1.9031,1.8921,1270
k186,2.243,1.8261,154
k27,2.2455,1.8195,1933
k414,2.238,1.8129,428
k1722,2.233,1.8261,584
k1200,2.2455,1.8325,209
k1301,2.243,1.8451,215
k1785,2.2304,1.7853,1165
k1453,2.2355,1.8062,839
k494,2.243,1.7924,970
k1415,2.2529,1.9191,1215
k724,2.243,1.8325,974
k1583,2.2529,1.8513,594
k57,2.248,1.8261,21
k1495,2.2504,1.8325,964
k432,2.238,1.8325,770
k253,0.301,0.0,431
k436,2.238,1.8261,852
k1767,2.2529,1.8261,281
k1307,2.243,1.8325,897
k1781,2.238,1.8513,310
k1123,2.2253,1.8261,753
k262,2.2504,1.9395,792
k1304,2.238,1.8195,1375
k1339,2.2553,1.8325,1445
k796,2.2577,1.8195,1131
k274,2.2253,1.8451,1715
k1377,1.8573,1.7324,1240
k814,2.233,1.8451,984
k194,2.2553,1.7993,1000
k1517,2.248,1.8325,1146
k1845,2.243,1.8325,860
k344,2.233,1.7993,1261
k987,2.248,1.8195,1863
k1205,2.2455,1.8325,153
k901,2.233,1.8261,1320
k1676,2.243,1.8751,745
k1514,2.243,1.8751,1391
k311,2.248,1.8062,1122
k123,1.9731,1.9243,241
k1082,2.243,1.8195,1318
k841,2.2304,1.8261,1774
k450,2.2304,1.8573,1660
k916,2.238,1.8451,218
k1671,2.243,1.8129,553
k932,2.248,1.8451,1627
k851,2.2455,1.7993,465
k120,2.2355,1.7708,641
k407,2.248,1.8261,1682
k771,0.301,0.0,190
k1273,2.248,1.8325,137
k1843,2.248,1.7708,1601
k1136,2.2355,1.8325,1829
k646,2.243,1.8195,1900
k642,2.238,1.8325,115
k75,2.238,1.8633,978
k1305,2.238,1.8129,1901
k1534,2.2504,1.8129,938
k1854,2.2504,1.8513,802
k1884,2.2355,1.8195,1082
k547,2.2253,1.8261,75
k819,1.7853,1.9345,1136
k1814,2.2201,1.8389,1338
k1779,2.243,1.8389,342
k1429,2.2355,1.7993,882
k1210,2.248,1.7993,1929
k1605,2.233,1.8062,14
k769,2.233,1.7781,710
k1005,2.2279,1.8129,1922
k1052,2.238,1.7924,1135
k1036,2.2253,1.7853,76
k604,1.7634,1.7924,1649
k909,2.248,1.8261,470
k1030,2.248,1.8573,1397
k1351,2.248,1.7924,67
k889,2.243,1.7853,226
k1250,2.238,1.8261,612
k1564,2.2355,1.9031,1521
k427,2.243,1.8261,396
k1407,1.5185,1.2041,1476
k197,2.238,1.8195,402
k1106,2.238,1.8325,276
k850,2.248,1.7781,1413
k826,1.5315,1.1461,1763
k56,2.243,1.8389,463
k689,2.248,1.8261,255
k820,2.248,1.8633,1089
k1151,2.2406,1.8633,42
k1311,2.243,1.8129,734
k852,2.238,1.8062,1510
k644,2.243,1.8261,1881
k1461,2.243,1.8451,1046
k470,1.3979,1.1139,1206
k142,2.243,1.8389,223
k844,2.2455,1.8325,1268
k477,2.2355,1.8513,1340
k739,2.2553,1.8325,993
k645,2.2304,1.8195,1543
k258,2.2279,1.7559,1027
k801,2.2253,1.7634,476
k308,2.233,1.7708,890
k1674,2.2279,1.7924,436
k984,2.2253,1.8129,1847
k1148,2.2175,1.7924,992
k749,2.2304,1.8129,598
k694,2.1139,1.716,159
k1816,2.0934,1.7324,5
k518,2.2253,1.7404,272
k960,2.1399,1.7243,604
k893,2.1139,1.7324,1877
k1614,2.1106,1.7076,1441
k1371,2.1072,1.6902,1771
k1249,2.0756,1.6902,1358
k44,2.1399,1.7243,497
k221,2.143,1.7634,456
k1804,2.1818,1.6812,1887
k471,2.0934,1.716,438
k505,2.1461,1.7076,291
k1747,2.8882,2.0899,589
k1035,2.3503,2.1303,1686
k1480,2.3503,2.0969,1487
k1818,2.3962,2.0899,735
k947,2.9335,2.1903,1314
k447,2.143,1.699,1366
k648,2.0645,1.699,619
k150,2.0492,1.6812,1409
k1886,2.0969,1.6812,484
k290,2.0086,2.0414,1699
k1264,2.0828,1.6902,634
k1474,2.0899,2.0531,1738
k1901,2.1038,2.1492,1023
k807,2.0756,2.143,132
k526,1.6233,2.356,557
k1896,1.3802,1.2041,288
k563,1.3979,0.8451,1578
k29,0.8451,0.6021,101
k1927,0.9542,1.1139,1563
k1499,1.0792,0.7782,905
k1522,0.699,0.6021,243
k1244,0.9031,0.6021,1615
k1400,0.6021,0.6021,1618
k1681,0.6021,0.7782,910
k1663,0.6021,0.6021,1221
k810,0.699,0.699,582
k1775,0.699,0.6021,1631
k54,0.9542,0.4771,171
k683,0.7782,0.4771,1875
k974,0.8451,0.4771,1927
k1388,0.7782,0.4771,857
k716,1.0,1.0,1084
k609,0.9031,0.6021,1219
k1062,0.699,0.6021,791
k71,0.699,0.4771,358
k1079,0.699,0.699,1724
k260,0.7782,0.6021,1677
k38,0.6021,0.6021,1608
k1290,0.699,0.4771,271
k336,0.4771,0.6021,1912
k403,0.6021,0.4771,781
k601,0.6021,0.4771,804
k1165,0.4771,0.4771,121
k81,0.7782,0.301,903
k268,0.6021,0.6021,70
k1361,0.9031,0.6021,865
k514,0.8451,0.6021,1706
k977,1.0414,0.7782,1611
k437,0.8451,0.6021,488
k332,1.301,1.0792,689
k1834,0.7782,0.6021,850
k534,0.8451,0.6021,1550
k684,0.9031,0.699,1707
k21,1.0,0.699,1825
k668,0.8451,0.6021,1667
k529,0.7782,0.699,406
k1842,0.699,0.6021,1443
k1667,0.699,0.6021,1057
k880,0.7782,0.7782,1710
k1293,0.699,0.6021,500
k1272,0.7782,0.7782,119
k1795,0.7782,0.699,259
k1002,0.7782,0.6021,1518
k946,0.7782,0.7782,1107
k126,0.8451,0.699,1799
k318,0.699,0.7782,1085
k155,1.1461,0.7782,989
k320,0.699,0.6021,1473
k36,0.7782,0.699,1653
k243,0.7782,0.699,1347
k299,0.9031,0.6021,521
k1791,0.7782,0.699,1055
k1283,1.0,0.6021,1428
k1275,1.0792,0.9031,1356
k1046,0.8451,0.6021,1645
k1436,0.8451,0.7782,771
k594,0.9031,0.699,1515
k99,0.8451,0.6021,48
k1813,0.699,0.6021,302
k1502,0.7782,0.6021,829
k1580,0.7782,0.699,790
k745,1.0,0.7782,1556
k408,0.9031,0.9031,394
k406,0.9031,0.8451,942
k1363,1.0,0.6021,294
k1477,0.8451,0.699,124
k1025,0.699,0.6021,1939
k398,0.7782,0.699,1310
k420,1.1461,1.4914,1446
k1852,1.1761,1.7559,1654
k618,1.0,1.7853,1069
k1300,0.9542,1.5911,1374
k1016,1.0414,1.9085,1185
k708,1.3222,1.8692,135
k73,0.9031,2.1038,811
k1509,0.7782,1.5563,312
k1690,0.8451,1.3979,1190
k319,0.8451,1.5441,795
k156,0.8451,1.5798,57
k101,0.699,1.6628,842
k886,0.6021,1.4771,1377
k20,0.699,1.4472,1367
k1081,0.699,1.2553,1394
k349,0.7782,1.2553,41
k1285,0.7782,1.4624,961
k1206,0.7782,1.301,1745
k125,0.7782,1.2553,54
k1325,1.5563,0.9031,1769
k650,1.2041,0.8451,1527
k1666,1.4472,0.9031,1021
k1000,1.4314,0.6021,820
k364,1.301,0.6021,963
k1848,1.3424,0.699,244
k1771,1.1139,0.9542,1355
k1638,1.3617,2.1818,945
k1179,0.9542,1.2305,81
k1909,0.7782,1.4914,446
k1940,1.0,1.9445,373
k1750,1.0414,2.0128,1062
k1838,1.0,1.9777,1260
k261,1.0414,2.1761,444
k105,1.2041,2.1271,1756
k1821,1.0414,2.0294,765
k1360,1.2305,2.0607,350
k519,0.9542,1.699,1905
k1769,1.0414,2.017,1180
k592,1.0414,1.9494,32
k1713,0.9542,1.9085,667
k1865,1.0792,2.2122,1547
k993,1.0414,2.0492,130
k236,1.0792,2.143,663
k531,1.0414,1.9685,1415
k610,1.0414,2.1614,758
k1891,1.0414,2.0414,1871
k168,0.7782,1.415,537
k1192,0.8451,1.3424,728
k1226,0.7782,1.3222,1368
k252,0.8451,1.1761,1916
k1048,0.9031,1.3802,763
k969,0.9031,1.4472,1787
k72,0.9031,1.1461,1898
k1796,0.7782,1.301,231
k1420,1.0,1.1761,742
k1632,1.0414,1.0792,1032
k590,1.9823,1.8808,1364
k543,0.8451,1.0414,1452
k685,1.2305,1.7076,1309
k1916,1.0414,1.0792,1741
k64,1.415,1.699,447
k821,1.1139,1.1461,289
k47,1.0792,1.4624,1793
k875,0.9542,1.301,102
k968,1.0414,1.6628,1475
k1158,0.9542,1.4624,813
k1683,1.3424,0.9542,1914
k1340,0.8451,1.5682,1911
k1110,1.0414,1.2041,424
k1894,1.0792,1.2041,129
k539,1.1761,1.3424,84
k1836,1.0792,1.1461,337
k409,1.6128,0.9031,432
k1729,1.1139,1.2787,1924
k1595,1.5563,1.4472,1166
k878,1.4314,1.0,1458
k362,1.1139,1.301,110
k1719,1.2041,1.3979,1848
k933,1.2041,1.1461,929
k482,1.1139,1.1761,595
