Key_2_4,V9,V29
k88,103,1
k1575,95,1
k398,80,1
k766,95,1
k1051,89,1
k1407,102,1
k955,89,1
k445,73,1
k1107,104,1
k1167,102,1
k191,90,1
k1100,103,1
k1549,92,1
k549,96,1
k270,49,1
k1179,99,1
k494,70,1
k171,100,1
k1874,117,1
k698,105,1
k1916,91,1
k336,100,1
k815,111,1
k332,104,1
k1370,106,1
k459,102,1
k1382,96,1
k466,90,1
k1014,110,1
k1009,112,1
k1138,86,1
k1263,80,1
k406,84,1
k1409,95,1
k873,76,1
k645,116,1
k1651,96,1
k761,41,1
k708,99,1
k1789,111,1
k1657,112,1
k274,115,1
k280,89,1
k1159,86,1
k1783,85,1
k533,88,1
k488,89,1
k1163,84,1
k967,75,1
k600,84,1
k19,109,1
k780,86,1
k1694,79,1
k1572,72,1
k715,91,1
k992,81,1
k1666,93,1
k918,112,1
k1021,90,1
k386,87,1
k592,48,1
k1591,90,1
k1356,85,1
k1229,81,1
k726,89,1
k1908,47,1
k1153,91,1
k900,108,1
k8,48,1
k1449,85,1
k1354,84,1
k338,76,1
k1840,90,1
k1124,90,1
k265,105,1
k401,104,1
k1517,81,1
k1758,41,1
k523,81,1
k562,80,1
k56,43,1
k1274,80,1
k123,81,1
k1025,92,1
k881,105,1
k962,119,1
k1085,120,1
k559,119,1
k37,119,1
k681,120,1
k159,122,1
k919,122,1
k1189,122,1
k1446,87,1
k48,105,1
k1022,93,1
k146,118,1
k1485,101,1
k13,107,1
k1641,106,1
k621,109,1
k1020,78,1
k1638,96,1
k904,168,0
k769,178,0
k1530,168,0
k269,157,0
k986,77,0
k15,195,0
k763,172,0
k1103,68,0
k31,196,0
k558,192,0
k1673,195,0
k993,163,0
k1212,178,0
k721,164,0
k968,178,0
k17,177,0
k58,143,0
k1832,48,0
k564,118,0
k1010,123,0
k69,128,0
k1935,141,0
k594,139,0
k538,161,0
k388,150,0
k253,134,0
k127,148,0
k707,161,0
k662,159,0
k1216,161,0
k616,156,0
k789,148,0
k224,128,0
k1046,158,0
k1336,49,0
k318,6,0
k631,36,0
k704,33,0
k511,68,0
k87,43,0
k1813,61,0
k1220,70,0
k1680,54,0
k395,0,0
k471,24,0
k340,21,0
k807,23,0
k720,22,0
k93,18,0
k1264,25,0
k1081,27,0
k179,21,0
k586,24,0
k1060,24,0
k232,24,0
k64,22,0
k1809,21,0
k389,25,0
k1524,24,0
k128,19,0
k1841,21,0
k1553,24,0
k90,27,0
k1102,24,0
k1265,22,0
k1416,23,0
k1798,25,0
k773,27,0
k310,25,0
k862,27,0
k443,27,0
k275,25,0
k989,123,0
k848,120,0
k362,29,0
k1048,31,0
k1858,22,0
k32,120,0
k1386,19,0
k990,22,0
k1224,21,0
k84,29,0
k545,26,0
k22,25,0
k622,27,0
k1845,25,0
k1934,29,0
k1580,23,0
k460,119,0
k947,23,0
k60,27,0
k49,24,0
k130,29,0
k1810,29,0
k565,30,0
k713,25,0
k1181,30,0
k759,32,0
k1601,27,0
k1659,27,0
k1316,119,0
k656,120,0
k1197,25,0
k551,23,0
k1846,119,0
k1358,26,0
k1538,28,0
k1024,26,0
k1774,29,0
k196,34,0
k1079,33,0
k200,31,0
k1702,29,0
k1646,31,0
k193,29,0
k642,33,0
k1728,30,0
k685,33,0
k1352,38,0
k1327,27,0
k1096,30,0
k1790,36,0
k1869,31,0
k805,32,0
k1722,37,0
k543,27,0
k126,31,0
k65,30,0
k1522,37,0
k1938,25,0
k800,33,0
k1011,31,0
k83,36,0
k458,27,0
k1126,35,0
k1756,36,0
k1357,35,0
k542,33,0
k1439,35,0
k23,31,0
k1118,37,0
k390,40,0
k879,37,0
k1398,33,0
k226,37,0
k1203,38,0
k1514,40,0
k1535,40,0
k852,36,0
k1185,38,0
k38,42,0
k1576,39,0
k1777,34,0
k1503,40,0
k814,41,0
k154,44,0
k1176,39,0
k1136,47,0
k164,41,0
k653,48,0
k1873,42,0
k1287,39,0
k236,40,0
k493,41,0
k291,42,0
k1499,38,0
k632,118,0
k1712,42,0
k1600,47,0
k1180,43,0
k403,123,0
k97,38,0
k487,35,0
k610,46,0
k230,41,0
k1217,120,0
k404,114,0
k1125,41,0
k1306,52,0
k304,49,0
k1624,53,0
k701,55,0
k1804,33,0
k974,38,0
k457,39,0
k77,115,0
k684,115,0
k105,48,0
k524,39,0
k192,38,0
k1317,38,0
k858,116,0
k1512,29,0
k71,118,0
k429,37,0
k731,42,0
k1482,40,0
k1294,42,0
k939,45,0
k717,43,0
k1667,40,0
k1824,37,0
k601,38,0
k374,50,0
k144,46,0
k358,45,0
k1924,40,0
k1007,43,0
k158,45,0
k1620,50,0
k1152,41,0
k751,41,0
k1486,47,0
k1023,45,0
k1838,49,0
k1723,54,0
k1120,55,0
k654,51,0
k1775,48,0
k1195,116,0
k1477,47,0
k341,45,0
k300,42,0
k1374,115,0
k895,114,0
k1818,43,0
k483,39,0
k1865,45,0
k944,41,0
k1256,45,0
k259,43,0
k1177,45,0
k1175,47,0
k1348,38,0
k10,45,0
k620,49,0
k762,44,0
k1183,116,0
k520,40,0
k1417,113,0
k673,49,0
k1215,115,0
k951,116,0
k438,132,0
k699,40,0
k909,115,0
k129,41,0
k430,38,0
k575,37,0
k410,45,0
k1920,39,0
k958,36,0
k1381,41,0
k290,40,0
k599,38,0
k1599,43,0
k1721,41,0
k1606,114,0
k813,36,0
k1036,38,0
k1582,37,0
k207,38,0
k1578,46,0
k587,43,0
k91,43,0
k1729,39,0
k86,43,0
k454,42,0
k1305,43,0
k1807,41,0
k293,36,0
k67,42,0
k1892,44,0
k541,126,0
k50,38,0
k1440,39,0
k1278,37,0
k223,36,0
k894,41,0
k353,36,0
k1566,38,0
k1872,38,0
k1108,40,0
k663,40,0
k774,115,0
k1252,39,0
k413,36,0
k903,38,0
k1105,36,0
k1817,41,0
k1768,42,0
k1635,43,0
k62,38,0
k1609,35,0
k1670,43,0
k1647,41,0
k1504,115,0
k952,44,0
k825,43,0
k578,43,0
k1202,41,0
k510,39,0
k1533,39,0
k156,42,0
k1928,39,0
k576,40,0
k890,120,0
k1913,39,0
k1338,38,0
k1830,39,0
k1631,42,0
k313,41,0
k1219,40,0
k624,36,0
k867,41,0
k697,40,0
k1034,40,0
k1284,36,0
k634,116,0
k602,37,0
k0,44,0
k242,46,0
k463,46,0
k392,43,0
k455,51,0
k1476,43,0
k598,47,0
k906,41,0
k1491,115,0
k525,45,0
k1362,33,0
k1828,40,0
k722,42,0
k725,40,0
k1247,43,0
k1451,40,0
k1882,115,0
k1461,39,0
k1196,42,0
k1143,44,0
k1541,109,0
k136,37,0
k1101,40,0
k1042,43,0
k1886,41,0
k971,42,0
k613,41,0
k901,48,0
k1201,42,0
k132,114,0
k1413,40,0
k1444,40,0
k1802,48,0
k1232,43,0
k181,46,0
k1785,43,0
k125,43,0
k853,46,0
k1857,43,0
k1662,48,0
k383,44,0
k691,44,0
k655,64,0
k1853,65,0
k327,63,0
k1438,68,0
k1690,56,0
k1339,65,0
k668,66,0
k121,67,0
k693,68,0
k57,74,0
k1739,73,0
k1002,71,0
k1073,70,0
k1087,27,0
k1044,26,0
k803,29,0
k1740,23,0
k1062,22,0
k1361,35,0
k716,36,0
k648,35,0
k703,35,0
k1286,36,0
k522,38,0
k163,40,0
k1542,40,0
k1507,43,0
k1277,9,0
k273,87,0
k1113,114,0
k1508,116,0
k529,100,0
k1275,127,0
k1258,120,0
k748,110,0
k271,112,0
k1297,125,0
k1686,110,0
k1719,115,0
k1831,111,0
k1373,122,0
k1579,111,0
k248,123,0
k886,113,0
k233,89,0
k946,112,0
k1759,128,0
k596,111,0
k1555,122,0
k1744,90,0
k1057,99,0
k1628,107,0
k705,108,0
k260,105,0
k737,107,0
k1703,107,0
k651,118,0
k54,119,0
k53,114,0
k1123,121,0
k1184,120,0
k74,114,0
k1059,92,0
k312,110,0
k361,112,0
k221,121,0
k1709,120,0
k649,122,0
k1540,129,0
k1376,106,0
k546,114,0
k808,123,0
k1208,113,0
k1254,127,0
k984,113,0
k1754,117,0
k1929,122,0
k650,115,0
k892,120,0
k1781,120,0
k611,109,0
k914,119,0
k1400,111,0
k284,120,0
k1820,105,0
k1300,127,0
k422,118,0
k372,102,0
k81,129,0
k250,117,0
k478,109,0
k407,109,0
k26,109,0
k945,120,0
k1016,120,0
k1669,120,0
k40,123,0
k633,116,0
k1028,115,0
k948,111,0
k744,123,0
k409,79,0
k1653,27,0
k982,90,0
k431,93,0
k1112,93,0
k804,100,0
k772,86,0
k1039,108,0
k1531,111,0
k1867,110,0
k1117,111,0
k515,110,0
k378,109,0
k1325,110,0
k346,111,0
k475,111,0
k857,115,0
k1743,116,0
k364,110,0
k1261,114,0
k1334,116,0
k1129,117,0
k925,113,0
k659,116,0
k1717,115,0
k878,116,0
k1715,28,0
k55,129,0
k1075,99,0
k501,95,0
k1321,97,0
k1155,98,0
k591,94,0
k1242,109,0
k1161,96,0
k1223,111,0
k544,101,0
k51,99,0
k381,99,0
k1801,101,0
k561,92,0
k1086,98,0
k1243,108,0
k635,96,0
k859,92,0
k175,95,0
k1902,106,0
k1915,106,0
k847,109,0
k552,107,0
k1282,106,0
k452,108,0
k414,109,0
k924,109,0
k444,106,0
k1328,93,0
k1526,82,0
k636,100,0
k1347,73,0
k1923,100,0
k1319,103,0
k671,55,0
k1773,88,0
k133,89,0
k1099,91,0
k1360,85,0
k929,104,0
k28,101,0
k107,88,0
k1556,76,0
k678,97,0
k791,80,0
k770,90,0
k1041,86,0
k143,105,0
k822,96,0
k203,78,0
k884,61,0
k1049,108,0
k1911,90,0
k29,93,0
k643,95,0
k1636,91,0
k1762,97,0
k258,104,0
k966,102,0
k279,84,0
k865,101,0
k82,96,0
k1610,85,0
k842,87,0
k1933,103,0
k119,71,0
k1664,67,0
k1228,77,0
k1098,95,0
k1311,70,0
k785,75,0
k157,83,0
k1760,84,0
k135,91,0
k370,93,0
k1313,93,0
k1478,91,0
k917,97,0
k433,61,0
k979,91,0
k162,84,0
k215,85,0
k819,85,0
k817,58,0
k1903,86,0
k1204,91,0
k911,82,0
k1323,84,0
k104,104,0
k1405,49,0
k626,101,0
k640,77,0
k44,44,0
k863,82,0
k1388,94,0
k912,65,0
k424,99,0
k1868,90,0
k1577,93,0
k355,84,0
k288,86,0
k1469,78,0
k147,93,0
k733,95,0
k1786,79,0
k1350,80,0
k934,83,0
k1904,103,0
k1784,97,0
k1302,94,0
k736,71,0
k1693,21,0
k1414,72,0
k469,22,0
k690,77,0
k618,76,0
k1342,88,0
k239,95,0
k695,77,0
k1115,87,0
k1747,90,0
k639,95,0
k1515,77,0
k1513,102,0
k1879,90,0
k468,111,0
k1682,92,0
k755,48,0
k385,99,0
k956,104,0
k377,118,0
k100,101,0
k1150,101,0
k1157,110,0
k168,107,0
k1615,105,0
k1605,102,0
k783,105,0
k1080,110,0
k334,107,0
k1027,112,0
k1585,87,0
k942,99,0
k595,106,0
k1418,104,0
k1665,108,0
k1565,130,0
k1561,100,0
k1621,123,0
k1289,78,0
k235,63,0
k788,100,0
k1532,100,0
k474,98,0
k765,88,0
k1455,113,0
k887,123,0
k178,120,0
k1767,120,0
k1852,92,0
k298,92,0
k1415,118,0
k96,106,0
k1019,74,0
k896,43,0
k1683,90,0
k833,120,0
k1811,93,0
k1164,101,0
k548,92,0
k625,97,0
k1883,83,0
k771,48,0
k738,93,0
k116,108,0
k287,84,0
k1330,89,0
k1343,78,0
k786,70,0
k197,56,0
k532,88,0
k1617,96,0
k1158,93,0
k777,67,0
k1656,64,0
k1711,91,0
k816,104,0
k1847,83,0
k1076,86,0
k9,97,0
k1611,78,0
k299,95,0
k1332,100,0
k560,102,0
k1146,102,0
k481,101,0
k954,61,0
k1839,77,0
k1816,64,0
k356,115,0
k246,101,0
k1128,85,0
k1604,105,0
k1796,105,0
k1406,86,0
k111,106,0
k1349,91,0
k1622,87,0
k68,81,0
k995,96,0
k1880,91,0
k405,96,0
k1922,88,0
k581,75,0
k969,100,0
k500,91,0
k512,98,0
k1375,110,0
k425,90,0
k617,94,0
k428,103,0
k700,79,0
k1602,99,0
k711,12,0
k1270,101,0
k1787,93,0
k437,91,0
k380,102,0
k834,130,0
k1914,136,0
k1812,83,0
k1271,84,0
k660,91,0
k426,92,0
k527,89,0
k492,82,0
k245,112,0
k504,91,0
k1307,104,0
k1110,78,0
k465,107,0
k854,98,0
k672,93,0
k750,93,0
k734,56,0
k1488,69,0
k1301,91,0
k869,91,0
k1273,115,0
k792,96,0
k1058,121,0
k217,110,0
k183,100,0
k1210,84,0
k1855,84,0
k603,105,0
k1173,105,0
k1442,91,0
k109,76,0
k205,61,0
k276,103,0
k607,111,0
k1420,86,0
k63,93,0
k1925,85,0
k198,90,0
k923,108,0
k1250,113,0
k1257,100,0
k797,112,0
k1581,115,0
k531,105,0
k880,125,0
k1887,120,0
k186,123,0
k1137,118,0
k1748,118,0
k623,120,0
k1738,120,0
k470,121,0
k1303,97,0
k1645,74,0
k970,119,0
k161,59,0
k1649,77,0
k1730,83,0
k315,91,0
k547,115,0
k1619,85,0
k782,105,0
k1312,88,0
k1237,88,0
k1425,108,0
k1298,88,0
k1064,82,0
k440,83,0
k1456,87,0
k1156,70,0
k1166,86,0
k85,81,0
k1345,96,0
k665,71,0
k1070,69,0
k1148,87,0
k1151,103,0
k1230,87,0
k1672,77,0
k855,52,0
k436,73,0
k5,50,0
k743,120,0
k1931,87,0
k391,118,0
k137,75,0
k846,115,0
k938,117,0
k784,97,0
k1121,73,0
k421,119,0
k1851,91,0
k1,56,0
k449,101,0
k309,95,0
k1326,119,0
k1186,65,0
k411,71,0
k375,89,0
k1697,59,0
k173,61,0
k1681,61,0
k826,82,0
k1554,81,0
k1689,61,0
k1494,67,0
k283,75,0
k1919,79,0
k828,68,0
k384,81,0
k729,71,0
k1480,68,0
k1393,61,0
k1026,73,0
k1218,59,0
k1596,82,0
k397,65,0
k1794,53,0
k1249,69,0
k555,67,0
k1209,57,0
k915,97,0
k518,97,0
k142,104,0
k973,113,0
k1644,77,0
k1627,105,0
k1309,107,0
k818,105,0
k1227,109,0
k513,98,0
k1863,89,0
k482,82,0
k373,113,0
k234,112,0
k1899,93,0
k927,112,0
k1144,111,0
k439,74,0
k689,82,0
k999,82,0
k101,90,0
k1724,82,0
k1165,83,0
k1895,81,0
k220,78,0
k1462,85,0
k1614,84,0
k1823,85,0
k118,84,0
k776,85,0
k1322,86,0
k619,81,0
k506,82,0
k480,84,0
k577,82,0
k1791,101,0
k1119,84,0
k1094,101,0
k670,106,0
k94,104,0
k657,100,0
k1772,89,0
k323,102,0
k1369,89,0
k1704,104,0
k1885,96,0
k1866,96,0
k30,103,0
k1055,99,0
k1127,99,0
k1053,107,0
k140,115,0
k957,89,0
k120,99,0
k1054,77,0
k1428,79,0
k574,101,0
k891,104,0
k1586,99,0
k1436,107,0
k823,101,0
k1551,104,0
k606,99,0
k1492,78,0
k597,78,0
k1521,63,0
k4,104,0
k1806,100,0
k787,56,0
k666,79,0
k498,73,0
k1474,50,0
k348,65,0
k326,67,0
k985,27,0
k675,56,0
k1383,65,0
k1255,100,0
k1452,103,0
k1692,56,0
k177,46,0
k1266,85,0
k1937,95,0
k980,42,0
k368,6,0
k1936,44,0
k1367,71,0
k664,48,0
k709,110,0
k1891,45,0
k686,38,0
k1761,63,0
k588,48,0
k514,65,0
k36,55,0
k1149,64,0
k943,101,0
k1836,87,0
k882,92,0
k1066,95,0
k485,110,0
k1907,102,0
k72,4,0
k1056,127,0
k1650,101,0
k503,71,0
k872,97,0
k382,99,0
k328,76,0
k25,74,0
k113,99,0
k1262,97,0
k415,111,0
k1463,96,0
k871,103,0
k3,90,0
k432,96,0
k1850,121,0
k1906,102,0
k1648,99,0
k1716,97,0
k1875,105,0
k1927,90,0
k1598,71,0
k277,81,0
k1190,86,0
k325,70,0
k1199,100,0
k187,93,0
k21,117,0
k477,114,0
k1399,122,0
k741,118,0
k1771,119,0
k724,118,0
k190,123,0
k679,96,0
k1749,120,0
k811,125,0
k1571,114,0
k184,127,0
k20,118,0
k1234,120,0
k1290,119,0
k1194,110,0
k1174,115,0
k247,106,0
k1487,80,0
k1658,113,0
k160,88,0
k505,111,0
k1497,96,0
k1574,110,0
k1377,107,0
k1912,97,0
k1320,90,0
k1279,92,0
k739,66,0
k1557,89,0
k1861,54,0
k749,79,0
k1344,89,0
k1037,49,0
k1031,103,0
k1718,118,0
k829,101,0
k165,118,0
k256,96,0
k975,99,0
k1753,107,0
k1757,120,0
k1862,54,0
k1544,113,0
k960,116,0
k1939,55,0
k1779,106,0
k1187,103,0
k1708,99,0
k1921,134,0
k809,82,0
k490,79,0
k228,111,0
k491,108,0
k1797,92,0
k981,89,0
k1490,95,0
k1918,95,0
k266,97,0
k1548,64,0
k241,78,0
k301,78,0
k244,130,0
k1433,85,0
k363,97,0
k637,97,0
k1844,61,0
k1003,91,0
k308,105,0
k286,105,0
k628,110,0
k476,111,0
k211,109,0
k1505,106,0
k1012,89,0
k1550,116,0
k1616,116,0
k509,110,0
k1905,109,0
k1285,203,0
k1047,50,0
k1168,35,0
k1239,127,0
k1380,122,0
k1696,84,0
k1304,84,0
k1366,103,0
k1940,89,0
k1633,101,0
k1519,89,0
k351,80,0
k1050,97,0
k877,99,0
k905,98,0
k1613,99,0
k1109,87,0
k609,81,0
k753,82,0
k1460,115,0
k447,116,0
k1241,88,0
k1776,82,0
k1675,82,0
k1691,77,0
k1688,54,0
k1142,132,0
k1008,91,0
k845,125,0
k526,77,0
k435,92,0
k1293,61,0
k400,93,0
k1742,128,0
k289,93,0
k1763,89,0
k1431,91,0
k1654,48,0
k1547,73,0
k1397,87,0
k652,102,0
k614,71,0
k1632,118,0
k1770,58,0
k568,78,0
k319,40,0
k1090,102,0
k836,85,0
k394,81,0
k747,36,0
k1900,91,0
k1465,77,0
k199,71,0
k1394,42,0
k1384,77,0
k629,99,0
k1205,101,0
k379,101,0
k1661,92,0
k1259,102,0
k333,100,0
k497,111,0
k727,101,0
k92,103,0
k519,104,0
k272,82,0
k1932,91,0
k976,84,0
k998,25,0
k267,77,0
k757,70,0
k554,73,0
k180,109,0
k589,96,0
k1536,105,0
k76,91,0
k760,95,0
k1546,53,0
k1030,107,0
k1133,96,0
k1589,105,0
k416,102,0
k1111,80,0
k593,83,0
k456,82,0
k1815,80,0
k1470,87,0
k1029,71,0
k1634,80,0
k306,89,0
k102,89,0
k349,93,0
k1511,77,0
k1516,106,0
k106,99,0
k337,63,0
k1625,86,0
k1015,49,0
k45,112,0
k324,7,0
k802,88,0
k1484,77,0
k889,66,0
k1837,85,0
k417,90,0
k844,93,0
k1225,94,0
k683,29,0
k1829,82,0
k712,96,0
k1833,87,0
k441,107,0
k14,118,0
k1640,112,0
k1426,108,0
k434,97,0
k941,104,0
k229,99,0
k1422,103,0
k345,95,0
k1077,101,0
k139,101,0
k1778,19,0
k1092,45,0
k238,44,0
k961,44,0
k1221,11,0
k959,61,0
k1890,46,0
k953,0,0
k963,36,0
k472,121,0
k1404,70,0
k583,110,0
k33,19,0
k43,87,0
k978,77,0
k1545,80,0
k484,73,0
k1457,42,0
k1365,68,0
k216,113,0
k1333,102,0
k114,103,0
k448,119,0
k479,125,0
k446,87,0
k261,132,0
k1583,92,0
k1564,112,0
k1379,125,0
k1447,95,0
k188,21,0
k1408,102,0
k182,114,0
k1567,120,0
k694,114,0
k155,111,0
k977,111,0
k103,108,0
k1318,112,0
k1371,58,0
k796,104,0
k1819,123,0
k496,125,0
k89,102,0
k1392,125,0
k810,123,0
k1909,91,0
k1502,100,0
k1714,109,0
k1792,77,0
k718,80,0
k528,105,0
k1182,86,0
k1071,77,0
k1351,75,0
k1395,87,0
k1340,65,0
k1612,72,0
k612,56,0
k1359,56,0
k876,83,0
k883,81,0
k243,59,0
k1835,57,0
k732,59,0
k307,63,0
k1363,63,0
k1529,105,0
k768,85,0
k1671,110,0
k1045,91,0
k921,52,0
k935,113,0
k752,97,0
k1799,84,0
k1595,19,0
k347,82,0
k1296,83,0
k1238,110,0
k795,96,0
k1795,61,0
k1192,97,0
k702,85,0
k1506,96,0
k1695,85,0
k1472,87,0
k1072,101,0
k1213,67,0
k1528,72,0
k1341,91,0
k1864,100,0
k1603,78,0
k453,91,0
k1676,98,0
k646,95,0
k1364,66,0
k1423,66,0
k1017,133,0
k263,129,0
k972,129,0
k644,16,0
k41,101,0
k838,97,0
k115,86,0
k1178,68,0
k1141,97,0
k1706,101,0
k329,103,0
k320,95,0
k486,96,0
k1281,92,0
k149,97,0
k39,76,0
k1560,67,0
k1198,90,0
k1782,113,0
k706,131,0
k824,89,0
k214,78,0
k840,95,0
k423,67,0
k798,104,0
k52,111,0
k1035,105,0
k907,100,0
k1660,112,0
k682,97,0
k1780,115,0
k1458,75,0
k1288,71,0
k1559,93,0
k530,99,0
k1893,107,0
k1769,97,0
k1410,80,0
k1459,66,0
k1552,82,0
k35,114,0
k556,110,0
k1687,108,0
k1154,123,0
k861,86,0
k837,107,0
k1735,67,0
k1132,85,0
k674,108,0
k396,61,0
k1736,41,0
k73,61,0
k571,24,0
k1412,81,0
k408,46,0
k563,49,0
k1116,104,0
k667,77,0
k1805,95,0
k572,106,0
k1106,84,0
k166,84,0
k1097,0,0
k110,111,0
k585,102,0
k285,114,0
k1251,0,0
k641,106,0
k1814,103,0
k366,70,0
k1454,89,0
k1074,93,0
k1162,117,0
k1310,118,0
k1134,79,0
k550,117,0
k1501,80,0
k1001,94,0
k1067,87,0
k1587,29,0
k281,69,0
k710,108,0
k677,78,0
k1005,70,0
k150,75,0
k172,84,0
k1052,86,0
k1061,86,0
k1896,94,0
k1170,77,0
k365,90,0
k719,104,0
k1139,84,0
k888,104,0
k930,113,0
k950,113,0
k240,112,0
k1206,95,0
k920,117,0
k570,72,0
k317,95,0
k1930,178,0
k1860,128,0
k225,124,0
k508,103,0
k1534,92,0
k1467,86,0
k34,94,0
k16,104,0
k1292,105,0
k1803,93,0
k1750,93,0
k856,106,0
k793,104,0
k174,77,0
k821,104,0
k2,53,0
k1737,111,0
k1240,86,0
k849,110,0
k1391,82,0
k1825,105,0
k745,61,0
k1849,75,0
k11,118,0
k295,63,0
k1590,104,0
k1169,116,0
k1663,107,0
k534,121,0
k278,121,0
k1543,73,0
k728,79,0
k18,104,0
k231,169,0
k899,104,0
k185,107,0
k580,90,0
k1509,86,0
k442,85,0
k1233,113,0
k145,114,0
k1834,97,0
k322,104,0
k303,76,0
k117,93,0
k1448,102,0
k311,91,0
k1276,118,0
k206,107,0
k1331,109,0
k913,107,0
k775,101,0
k983,109,0
k202,112,0
k1468,118,0
k1898,118,0
k1479,119,0
k1746,116,0
k1211,119,0
k1608,121,0
k80,96,0
k1871,96,0
k1191,85,0
k1299,84,0
k1848,97,0
k781,114,0
k1130,96,0
k399,96,0
k1510,113,0
k1800,114,0
k467,112,0
k1821,105,0
k1623,87,0
k1755,107,0
k371,106,0
k99,118,0
k687,96,0
k940,101,0
k1842,42,0
k296,104,0
k756,92,0
k1253,117,0
k1295,79,0
k27,87,0
k1083,80,0
k696,79,0
k1679,77,0
k1652,80,0
k1088,87,0
k302,81,0
k1038,86,0
k95,86,0
k108,102,0
k1135,107,0
k1314,52,0
k1592,121,0
k1745,101,0
k1655,124,0
k864,107,0
k949,91,0
k926,103,0
k1626,64,0
k357,106,0
k78,88,0
k352,103,0
k1171,104,0
k851,89,0
k1701,29,0
k1734,33,0
k462,36,0
k1427,161,0
k1489,110,0
k61,191,0
k412,190,0
k928,179,0
k297,172,0
k1308,147,0
k1752,175,0
k376,179,0
k1475,167,0
k801,172,0
k134,160,0
k1235,151,0
k1267,173,0
k131,162,0
k1889,133,0
k1466,192,0
k1411,151,0
k1337,162,0
k1032,153,0
k1870,145,0
k516,161,0
k292,135,0
k850,132,0
k1700,144,0
k692,135,0
k714,145,0
k1160,150,0
k344,40,0
k1291,102,0
k794,40,0
k1378,80,0
k1355,56,0
k1878,72,0
k227,28,0
k1441,24,0
k316,14,0
k151,87,0
k98,77,0
k830,80,0
k1725,95,0
