Key_1_1,V7,V19,Key_2_4
k449,40,0.3617,k495
k972,16,0.5667,k778
k682,22,0.52,k1856
k346,20,0.3684,k1629
k1811,431,0.1252,k222
k19,15,0.6129,k1827
k1147,36,0.3273,k1685
k1016,14,0.7143,k669
k1595,8,0.9286,k12
k907,14,0.5,k1450
k1193,35,0.5556,k740
k1261,7,0.7222,k1668
k1757,30,0.3636,k1421
k1865,14,0.3529,k630
k564,14,0.5833,k1000
k1026,83,0.217,k1699
k844,38,0.4286,k897
k222,12,0.9,k916
k834,21,0.5,k1172
k1792,16,0.6956,k1372
k636,16,0.4,k148
k1090,29,0.56,k66
k1115,11,0.8,k88
k128,33,0.6296,k1575
k1341,36,0.5,k398
k212,13,0.6471,k766
k1049,14,0.4783,k1051
k481,11,0.9167,k1407
k877,16,0.5789,k955
k1119,76,0.2895,k445
k1695,35,0.5577,k1107
k994,13,0.75,k1167
k1870,25,0.5,k191
k939,22,0.4722,k1100
k1347,28,0.44,k1549
k769,27,0.4167,k549
k1539,92,0.2361,k270
k1702,22,0.7407,k1179
k1689,82,0.4524,k494
k68,19,0.7,k171
k863,23,0.6452,k1874
k1620,28,0.6364,k698
k1793,55,0.2639,k1916
k818,33,0.4054,k336
k1188,13,0.875,k815
k1304,17,0.4737,k332
k643,100,0.4138,k1370
k246,13,0.625,k459
k272,11,0.65,k1382
k916,18,0.8387,k466
k1520,50,0.4167,k1014
k350,11,0.8235,k1009
k1606,26,0.56,k1138
k795,60,0.4384,k1263
k1291,21,0.52,k406
k1091,10,1.0,k1409
k28,13,0.5882,k873
k1315,12,0.8333,k645
k627,10,0.8333,k1651
k1447,17,0.4348,k761
k1561,10,0.6667,k708
k1701,7,0.9546,k1789
k1911,11,0.7692,k1657
k1576,25,0.5,k274
k964,14,0.6818,k280
k1844,44,0.4211,k1159
k1374,33,0.5278,k1783
k78,24,0.5862,k533
k1024,11,0.8461,k488
k149,18,0.6,k1163
k565,11,0.9,k967
k1571,25,0.5714,k600
k43,17,0.5862,k19
k928,29,0.3684,k780
k965,14,0.6667,k1694
k368,29,0.4,k1572
k1836,11,0.6923,k715
k632,13,0.6,k992
k1521,17,0.9259,k1666
k736,13,0.6842,k918
k1388,17,0.6316,k1021
k1614,17,0.7727,k386
k680,89,0.3088,k592
k1222,20,0.4545,k1591
k200,144,0.1667,k1356
k1405,15,0.6154,k1229
k514,70,0.3281,k726
k739,17,0.6842,k1908
k578,26,0.4737,k1153
k439,21,0.5833,k900
k227,10,0.75,k8
k1356,23,0.6364,k1449
k150,12,0.8421,k1354
k260,68,0.3836,k338
k467,9,0.7692,k1840
k1017,21,0.52,k1124
k470,17,0.5714,k265
k1460,16,0.7083,k401
k1531,43,0.375,k1517
k36,21,0.8,k1758
k1880,151,0.1867,k523
k1146,36,0.2571,k562
k710,12,0.6667,k56
k1767,23,0.7,k1274
k492,13,0.6364,k123
k884,18,0.4286,k1025
k455,13,0.6364,k881
k1095,35,0.3571,k962
k1612,23,0.5405,k1085
k247,59,0.4862,k559
k87,15,0.76,k37
k140,59,0.4643,k681
k1232,30,0.4667,k159
k1313,17,0.6122,k919
k1308,48,0.6712,k1189
k613,27,0.4583,k1446
k1821,31,0.2857,k48
k900,294,0.0874,k1022
k1933,39,0.2,k146
k233,211,0.1143,k1485
k1131,21,0.3846,k13
k433,20,0.5417,k1641
k1042,26,0.4286,k621
k807,289,0.1266,k1020
k1882,56,0.2619,k1638
k125,12,0.7692,k904
k1910,11,0.8889,k769
k1785,12,0.9,k1530
k810,11,1.0,k269
k1451,60,0.2857,k986
k59,9,1.0,k15
k1742,15,1.0,k763
k1043,104,0.322,k1103
k1681,11,0.9375,k31
k850,11,1.0,k558
k163,17,0.8125,k1673
k13,12,0.6667,k993
k509,10,1.0,k1212
k660,11,1.0,k721
k12,14,0.875,k968
k1102,11,0.875,k17
k32,9,1.0,k58
k396,27,1.0,k1832
k1221,15,1.0,k564
k637,13,1.0,k1010
k1864,13,1.0,k69
k631,10,0.9091,k1935
k1838,10,0.9167,k594
k141,11,0.8,k538
k623,11,1.0,k388
k857,10,1.0,k253
k1369,13,0.9,k127
k1559,10,0.7778,k707
k872,11,0.6667,k662
k1203,9,0.8889,k1216
k1873,11,1.0,k616
k132,11,0.9091,k789
k153,12,0.9167,k224
k648,8,0.8889,k1046
k1700,101,0.5865,k1336
k849,61,0.9125,k318
k1693,18,1.0,k631
k661,17,1.0,k704
k1019,17,0.9375,k511
k1112,21,0.8824,k87
k991,19,1.0,k1813
k197,49,0.6786,k1220
k432,35,0.7273,k1680
k1227,18152,0.0144,k395
k461,593,0.2251,k471
k1608,597,0.1933,k340
k1648,578,0.2268,k807
k947,680,0.4022,k720
k329,712,0.1916,k93
k307,709,0.6941,k1264
k114,605,0.2212,k1081
k1919,684,0.2124,k179
k1535,586,0.3783,k586
k1477,433,0.2428,k1060
k353,513,0.2274,k232
k1360,534,0.8807,k64
k1163,448,0.2539,k1809
k1357,696,0.2194,k389
k33,539,0.2266,k1524
k1235,562,0.4929,k128
k394,591,0.7505,k1841
k82,537,0.2307,k1553
k297,534,0.2297,k90
k920,535,0.2052,k1102
k794,507,0.2435,k1265
k760,497,0.253,k1416
k357,480,0.2629,k1798
k1660,495,0.2179,k773
k1496,482,0.2497,k310
k340,469,0.2458,k862
k1518,568,0.9343,k443
k1645,456,0.2438,k275
k306,16,0.6333,k989
k359,47,0.3731,k848
k1740,425,0.2672,k362
k1642,463,0.2403,k1048
k1326,469,0.2394,k1858
k1440,27,0.4474,k32
k83,453,0.2321,k1386
k1741,468,0.2246,k990
k622,541,0.203,k1224
k402,420,0.2394,k84
k1424,399,0.2597,k545
k1210,498,0.2119,k22
k296,503,0.2124,k622
k694,503,0.2174,k1845
k1379,425,0.2267,k1934
k72,522,0.2056,k1580
k852,98,0.2448,k460
k1713,517,0.2058,k947
k1039,357,0.3025,k60
k1939,478,0.2199,k49
k1403,441,0.2164,k130
k315,415,0.5456,k1810
k1497,424,0.2472,k565
k484,557,0.1855,k713
k1601,362,0.2834,k1181
k921,387,0.2633,k759
k1637,396,0.2575,k1601
k813,372,0.3015,k1659
k975,63,0.3085,k1316
k26,79,0.2895,k656
k1690,319,0.3225,k1197
k285,419,0.2414,k551
k932,91,0.2061,k1846
k1187,443,0.2646,k1358
k1814,334,0.2739,k1538
k948,452,0.24,k1024
k1541,374,0.2409,k1774
k1419,359,0.2459,k196
k113,406,0.2598,k1079
k435,310,0.296,k200
k1353,404,0.2445,k1702
k814,469,0.1967,k1646
k603,424,0.219,k193
k458,378,0.2273,k642
k1089,370,0.2675,k1728
k362,381,0.2459,k685
k681,363,0.2815,k1352
k387,349,0.2652,k1327
k1586,357,0.2573,k1096
k1013,331,0.2679,k1790
k762,348,0.2517,k1869
k64,361,0.2705,k805
k1138,352,0.2572,k1722
k210,374,0.2444,k543
k499,354,0.2546,k126
k1166,348,0.2807,k65
k625,365,0.237,k1522
k1826,359,0.2413,k1938
k732,390,0.2615,k800
k620,388,0.2363,k1011
k239,420,0.2113,k83
k1176,367,0.264,k458
k1425,375,0.2549,k1126
k1904,400,0.2464,k1756
k1125,387,0.2394,k1357
k1327,409,0.228,k542
k35,387,0.2504,k1439
k1560,462,0.2243,k23
k579,397,0.238,k1118
k1446,429,0.2203,k390
k1854,356,0.2772,k879
k958,382,0.609,k1398
k1324,343,0.2553,k226
k355,418,0.2331,k1203
k162,433,0.1948,k1514
k1547,407,0.2219,k1535
k1045,454,0.2095,k852
k1096,387,0.2216,k1185
k1084,441,0.2166,k38
k691,418,0.2352,k1576
k566,173,0.4859,k1777
k1758,110,0.6192,k1503
k901,382,0.2244,k814
k1456,444,0.2066,k154
k1646,124,0.6422,k1176
k308,118,0.7243,k1136
k1817,453,0.2086,k164
k181,166,0.526,k653
k444,152,0.5485,k1873
k988,384,0.2422,k1287
k237,355,0.2542,k236
k257,398,0.2389,k493
k14,424,0.2199,k291
k248,383,0.239,k1499
k1316,129,0.3059,k632
k111,133,0.6611,k1712
k528,322,0.2699,k1600
k1271,133,0.6213,k1180
k1502,90,0.7956,k403
k1472,128,0.6195,k97
k1691,360,0.2398,k487
k1206,107,0.7474,k610
k1883,186,0.4308,k230
k1350,125,0.3543,k1217
k310,207,0.2379,k404
k1674,166,0.4857,k1125
k1168,338,0.2401,k1306
k1189,343,0.2491,k304
k868,119,0.6,k1624
k842,216,0.3884,k701
k464,153,0.6169,k1804
k1340,136,0.625,k974
k1820,116,0.5766,k457
k767,42,0.5571,k77
k1001,26,0.7179,k684
k1634,108,0.7374,k105
k1625,88,0.8198,k524
k828,83,0.7172,k192
k188,115,0.6651,k1317
k129,168,0.2214,k858
k1499,105,0.5796,k1512
k493,21,0.7097,k71
k582,98,0.6701,k429
k60,116,0.6762,k731
k1487,106,0.6575,k1482
k1579,85,0.7707,k1294
k592,96,0.6927,k939
k655,87,0.6848,k717
k95,102,0.6888,k1667
k1469,94,0.6524,k1824
k686,93,0.7857,k601
k294,87,0.7178,k374
k486,89,0.6914,k144
k1679,82,0.7301,k358
k856,90,0.7514,k1924
k1376,78,0.8137,k1007
k1116,108,0.8034,k158
k1184,96,0.7472,k1620
k1638,99,0.7771,k1152
k332,102,0.7225,k751
k1160,102,0.7382,k1486
k1070,88,0.8193,k1023
k1234,91,0.7449,k1838
k1763,110,0.785,k1723
k1819,123,0.7476,k1120
k398,137,0.6711,k654
k806,130,0.596,k1775
k1044,31,0.7451,k1195
k216,110,0.7346,k1477
k971,119,0.6898,k341
k146,117,0.7512,k300
k779,23,0.975,k1374
k1808,30,0.74,k895
k567,118,0.8298,k1818
k1915,138,0.7416,k483
k483,119,0.7929,k1865
k1023,106,0.7723,k944
k341,117,0.7295,k1256
k1157,109,0.8177,k259
k1380,112,0.785,k1177
k217,124,0.7176,k1175
k1599,117,0.7561,k1348
k881,129,0.7621,k10
k835,113,0.8461,k620
k1358,117,0.7703,k762
k1526,168,0.329,k1183
k1086,136,0.7251,k520
k1720,164,0.2528,k1417
k1285,131,0.7123,k673
k558,142,0.3045,k1215
k820,139,0.3304,k951
k251,130,0.7523,k438
k893,136,0.6305,k699
k1765,184,0.2492,k909
k463,129,0.6732,k129
k1268,125,0.7489,k430
k390,128,0.7083,k575
k870,153,0.645,k410
k754,124,0.7467,k1920
k657,156,0.646,k958
k366,174,0.4942,k1381
k963,141,0.6679,k290
k1167,145,0.5429,k599
k1273,165,0.6316,k1599
k406,133,0.7085,k1721
k1202,128,0.3306,k1606
k1653,125,0.6863,k813
k938,153,0.6007,k1036
k1907,120,0.6654,k1582
k374,143,0.6552,k207
k968,127,0.6377,k1578
k1772,154,0.6272,k587
k1259,139,0.6391,k91
k1546,128,0.6693,k1729
k542,115,0.6809,k86
k1909,152,0.6027,k454
k821,138,0.6295,k1305
k1488,159,0.5408,k1807
k74,156,0.6146,k293
k548,173,0.5071,k67
k1244,170,0.5475,k1892
k133,1,1.0,k541
k256,142,0.7269,k50
k1715,160,0.6416,k1440
k809,133,0.6757,k1278
k1813,132,0.6337,k223
k845,131,0.6316,k894
k949,162,0.5345,k353
k830,134,0.6223,k1566
k831,151,0.5806,k1872
k1506,113,0.7182,k1108
k658,117,0.7534,k663
k1748,85,0.4211,k774
k1077,134,0.6196,k1252
k1686,140,0.6383,k413
k383,128,0.7166,k903
k862,131,0.7172,k1105
k1845,135,0.5836,k1817
k490,133,0.6756,k1768
k1680,123,0.7012,k1635
k1850,138,0.631,k62
k1934,119,0.7479,k1609
k11,143,0.625,k1670
k1331,113,0.6914,k1647
k737,171,0.3013,k1504
k1275,125,0.6604,k952
k1302,137,0.6464,k825
k1060,156,0.5743,k578
k70,132,0.6028,k1202
k1480,104,0.7883,k510
k1282,135,0.6996,k1533
k1798,151,0.6354,k156
k733,147,0.6078,k1928
k151,147,0.6189,k576
k1220,1,1.0,k890
k1154,123,0.6887,k1913
k1938,167,0.5673,k1338
k52,137,0.654,k1830
k238,132,0.6604,k1631
k1851,151,0.5965,k313
k1544,141,0.6268,k1219
k40,140,0.5635,k624
k1553,158,0.5687,k867
k472,145,0.5742,k697
k886,160,0.5911,k1034
k280,149,0.549,k1284
k1214,149,0.2355,k634
k1392,162,0.5993,k602
k1605,129,0.7202,k0
k1747,142,0.587,k242
k1705,135,0.673,k463
k1913,159,0.5797,k392
k1192,132,0.6264,k455
k226,125,0.7717,k1476
k1644,131,0.7149,k598
k692,125,0.6693,k906
k213,101,0.3204,k1491
k1708,140,0.658,k525
k1397,172,0.5396,k1362
k703,148,0.6436,k1828
k372,134,0.6364,k722
k1468,149,0.5786,k725
k1415,186,0.4832,k1247
k302,184,0.5401,k1451
k267,25,0.8049,k1882
k1306,143,0.6578,k1461
k480,154,0.5767,k1196
k1423,149,0.548,k1143
k1436,21,0.7907,k1541
k475,134,0.6364,k136
k555,135,0.6704,k1101
k1921,143,0.6413,k1042
k1573,175,0.5273,k1886
k384,138,0.5932,k971
k544,139,0.6314,k613
k1061,131,0.6387,k901
k282,155,0.5795,k1201
k1769,14,0.8929,k132
k744,138,0.6944,k1413
k535,141,0.6423,k1444
k1721,145,0.6056,k1802
k1517,160,0.6228,k1232
k1780,159,0.5944,k181
k1778,138,0.5671,k1785
k1719,155,0.5833,k125
k1008,144,0.6429,k853
k1381,154,0.5578,k1857
k1082,169,0.5676,k1662
k300,137,0.6298,k383
k536,158,0.5882,k691
k1030,91,0.6915,k655
k15,76,0.8267,k1853
k1641,136,0.6537,k327
k47,89,0.7841,k1438
k0,99,0.7345,k1690
k575,89,0.7914,k1339
k191,99,0.7314,k668
k1602,86,0.758,k121
k954,100,0.771,k693
k473,108,0.7513,k57
k1842,95,0.9682,k1739
k1085,90,0.6108,k1002
k1462,102,0.7568,k1073
k1486,424,0.9083,k1087
k1676,400,0.2783,k1044
k27,356,0.3027,k803
k1566,539,0.2641,k1740
k142,501,0.9965,k1062
k46,87,0.8035,k1361
k1172,114,0.6073,k716
k160,93,0.6627,k648
k4,100,0.7225,k703
k254,216,0.2519,k1286
k1478,89,0.7289,k522
k241,197,0.3844,k163
k295,260,0.2749,k1542
k421,293,0.2419,k1507
k22,258,0.1414,k1277
k959,17,0.8276,k273
k756,9,0.8065,k1113
k1555,4,1.0,k1508
k130,13,0.5294,k529
k1698,7,0.8571,k1275
k980,4,0.8333,k1258
k269,5,0.8889,k748
k1318,4,1.0,k271
k1604,6,0.8,k1297
k1123,4,1.0,k1686
k1500,5,1.0,k1719
k521,4,1.0,k1831
k951,4,0.9,k1373
k1470,3,1.0,k1579
k1609,3,1.0,k248
k1663,3,1.0,k886
k698,10,0.8333,k233
k1936,4,0.8889,k946
k671,4,0.8333,k1759
k342,3,1.0,k596
k1319,5,0.8333,k1555
k231,4,1.0,k1744
k1196,4,0.6667,k1057
k48,4,1.0,k1628
k1409,4,1.0,k705
k1665,3,1.0,k260
k1283,4,1.0,k737
k955,3,1.0,k1703
k865,2,1.0,k651
k323,5,1.0,k54
k344,4,1.0,k53
k108,4,1.0,k1123
k489,7,1.0,k1184
k1616,4,1.0,k74
k808,13,0.8696,k1059
k1253,4,1.0,k312
k899,4,1.0,k361
k1199,5,0.6667,k221
k1207,7,0.7692,k1709
k523,5,1.0,k649
k1745,6,0.8571,k1540
k41,4,0.8333,k1376
k1898,4,0.7143,k546
k699,8,0.6667,k808
k1580,4,0.8333,k1208
k644,6,0.75,k1254
k1175,5,1.0,k984
k585,4,1.0,k1754
k1923,7,0.6667,k1929
k1412,5,0.7778,k650
k861,6,1.0,k892
k1246,8,0.875,k1781
k1422,4,1.0,k611
k356,5,0.8571,k914
k182,5,1.0,k1400
k1121,5,1.0,k284
k298,5,0.75,k1820
k1519,4,1.0,k1300
k1021,12,0.6316,k422
k607,4,1.0,k372
k1491,7,1.0,k81
k1059,8,0.8889,k250
k1158,4,0.875,k478
k1727,4,1.0,k407
k1414,4,1.0,k26
k1418,6,0.8571,k945
k185,7,0.6667,k1016
k1505,8,0.8889,k1669
k266,7,0.6154,k40
k1846,7,1.0,k633
k859,6,0.7778,k1028
k1733,4,1.0,k948
k1228,6,0.6667,k744
k1098,31,0.4828,k409
k1905,62,0.3125,k1653
k999,61,0.2083,k982
k1752,39,0.36,k431
k487,81,0.2,k1112
k61,90,0.2877,k804
k1569,127,0.1026,k772
k1217,36,0.2609,k1039
k503,25,0.3684,k1531
k349,35,0.2593,k1867
k659,38,0.2333,k1117
k474,47,0.25,k515
k977,30,0.2667,k378
k1565,28,0.3125,k1325
k1055,18,0.3333,k346
k10,19,0.4286,k475
k573,29,0.3333,k857
k50,20,0.4,k1743
k116,19,0.375,k364
k1618,13,0.766,k1261
k1329,8,0.8,k1334
k1889,13,0.9655,k1129
k1417,9,0.9643,k925
k86,6,0.7692,k659
k1433,9,0.9167,k1717
k1871,11,0.6842,k878
k879,157,0.1783,k1715
k1893,17,0.6,k55
k534,31,0.3158,k1075
k1513,88,0.1754,k501
k135,103,0.1487,k1321
k1807,95,0.1471,k1155
k415,150,0.1078,k591
k1755,134,0.1616,k1242
k1481,107,0.1341,k1161
k642,117,0.1717,k1223
k976,50,0.2903,k544
k115,105,0.1209,k51
k1006,90,0.1642,k381
k823,83,0.1525,k1801
k1694,163,0.0968,k561
k500,112,0.1467,k1086
k477,141,0.1121,k1243
k1100,93,0.1964,k635
k527,146,0.0974,k859
k265,110,0.1222,k175
k1498,26,0.24,k1902
k1764,23,0.4375,k1915
k995,21,0.4286,k847
k457,15,0.5385,k552
k1284,24,0.381,k1282
k605,28,0.4444,k452
k1759,14,0.6154,k414
k1903,20,0.4,k924
k701,15,0.6667,k444
k448,12,1.0,k1328
k883,135,0.8067,k1526
k1307,11,0.875,k636
k1584,51,0.9444,k1347
k1626,12,1.0,k1923
k262,52,0.5652,k1319
k587,14,1.0,k671
k1847,29,0.8571,k1773
k65,21,0.75,k133
k1003,47,0.8461,k1099
k1635,29,0.6,k1360
k713,20,0.6875,k929
k526,37,0.7,k28
k645,16,0.9167,k107
k1887,16,0.8,k1556
k485,22,0.7895,k678
k131,14,0.8,k791
k1375,15,0.9318,k770
k7,19,0.6191,k1041
k1810,29,0.8571,k143
k1509,12,1.0,k822
k301,20,0.8125,k203
k8,25,0.7619,k884
k1237,16,0.64,k1049
k924,15,0.6842,k1911
k1252,10,0.8,k29
k409,19,0.5,k643
k1768,6,0.8,k1636
k389,8,1.0,k1762
k171,10,0.6667,k258
k418,9,0.7778,k966
k926,9,0.8571,k279
k768,7,0.7778,k865
k1056,8,0.8182,k82
k158,8,0.7778,k1610
k727,10,0.8333,k842
k77,10,0.9091,k1933
k1383,14,0.7368,k119
k1688,13,0.75,k1664
k1884,11,0.75,k1228
k1538,14,0.75,k1098
k1080,43,0.566,k1311
k1391,11,0.9286,k785
k1400,10,1.0,k157
k1582,10,0.6923,k1760
k1673,31,0.3913,k135
k824,10,0.7692,k370
k339,11,0.7143,k1313
k9,10,0.8667,k1478
k1574,8,0.8182,k917
k174,21,0.6087,k433
k388,23,0.48,k979
k738,18,0.6,k162
k234,23,0.6191,k215
k1649,12,0.8,k819
k677,23,0.8846,k817
k871,12,0.5454,k1903
k1109,16,0.7059,k1204
k1371,12,0.6667,k911
k106,11,0.625,k1323
k990,12,0.7,k104
k1577,34,0.56,k1405
k1128,10,0.7857,k626
k601,18,0.8,k640
k1262,33,0.6546,k44
k1337,21,0.6522,k863
k1448,11,0.8889,k1388
k259,12,0.8667,k912
k927,8,0.8824,k424
k1659,21,0.4545,k1868
k429,15,0.6667,k1577
k1631,17,0.75,k355
k1866,15,0.6154,k288
k1359,14,0.6923,k1469
k936,19,0.7222,k147
k1173,17,0.8333,k733
k338,14,0.8,k1786
k715,9,0.9091,k1350
k909,11,0.8,k934
k1537,10,0.8571,k1904
k740,9,0.8182,k1784
k1540,10,0.8182,k1302
k1344,63,0.4318,k736
k1802,10,0.9,k1693
k1058,12,0.7143,k1414
k1365,12,0.8182,k469
k330,101,0.2353,k690
k1706,92,0.2771,k618
k1656,11,0.5625,k1342
k1445,10,0.75,k239
k1295,26,0.6,k695
k225,8,0.8461,k1115
k666,8,0.9,k1747
k599,10,0.9091,k639
k1516,20,0.8,k1515
k352,8,0.8,k1513
k547,10,1.0,k1879
k417,8,0.8,k468
k45,14,0.7692,k1682
k1334,23,0.6875,k755
k1859,11,0.8182,k385
k321,18,0.7333,k956
k851,21,0.3846,k377
k1611,61,0.7615,k100
k511,9,0.8889,k1150
k504,28,0.2857,k1157
k1139,10,0.6364,k168
k351,14,0.6429,k1615
k1696,14,0.4545,k1605
k1671,14,0.5714,k783
k1878,16,0.5833,k1080
k957,29,0.375,k334
k17,11,0.6923,k1027
k761,8,0.6429,k1585
k753,15,0.6667,k942
k1216,11,0.75,k595
k1900,14,0.6667,k1418
k1035,12,0.7857,k1665
k1774,8,0.5,k1565
k187,20,0.5946,k1561
k942,7,0.8333,k1621
k424,30,0.4,k1289
k309,23,0.625,k235
k279,14,0.5625,k788
k1097,24,0.4,k1532
k1208,13,0.625,k474
k431,10,0.9444,k765
k598,16,0.5294,k1455
k697,14,0.5938,k887
k1717,11,0.9286,k178
k705,7,0.9583,k1767
k815,9,0.8,k1852
k1550,25,0.75,k298
k934,15,0.5,k1415
k640,108,0.2619,k96
k663,8,0.9,k1019
k452,22,0.7857,k896
k967,9,0.9,k1683
k232,11,0.7895,k833
k67,44,0.3913,k1811
k30,28,0.5625,k1164
k471,28,0.4348,k548
k780,33,0.4865,k625
k572,13,0.7647,k1883
k138,26,0.75,k771
k264,12,0.8571,k738
k1390,18,0.4286,k116
k1373,14,0.8571,k287
k913,10,0.75,k1330
k1454,11,0.7273,k1343
k1548,15,0.875,k786
k1699,23,0.75,k197
